unit_a	unit_b	chrom	n_markers_a	n_markers_b	n_highcopy_a	n_highcopy_b	te_marker_fraction	windowed_distance_cv
HAP1_chr01	HAP2_chr01	chr01	323	653	6307	6637	0.075402	0.056074
HAP1_chr01	HAP3_chr01	chr01	1549	54	6307	4812	0.144168	0.147602
HAP2_chr01	HAP3_chr01	chr01	1869	46	6637	4812	0.167264	0.102908
HAP1_chr02	HAP2_chr02	chr02	4656	588	6682	4088	0.486908	0.007078
HAP1_chr02	HAP3_chr02	chr02	2903	1356	6682	5775	0.341896	0.045253
HAP2_chr02	HAP3_chr02	chr02	659	3172	4088	5775	0.388421	0.005471
HAP1_chr03	HAP2_chr03	chr03	5491	37	7967	2635	0.521411	0.077436
HAP1_chr03	HAP3_chr03	chr03	6328	557	7967	3116	0.621222	0.040466
HAP2_chr03	HAP3_chr03	chr03	2051	2643	2635	3116	0.816206	0.209806
HAP1_chr04	HAP2_chr04	chr04	1217	227	3799	3076	0.210036	0.015898
HAP1_chr04	HAP3_chr04	chr04	1396	284	3799	2687	0.259019	0.002796
HAP2_chr04	HAP3_chr04	chr04	721	325	3076	2687	0.181503	0.003353
HAP1_chr05	HAP2_chr05	chr05	3238	847	6353	4653	0.371161	0.022412
HAP1_chr05	HAP3_chr05	chr05	4392	731	6353	3473	0.521372	0.010267
HAP2_chr05	HAP3_chr05	chr05	2391	888	4653	3473	0.403520	0.236036
HAP1_chr06	HAP2_chr06	chr06	1411	1817	5450	5942	0.283357	0.007702
HAP1_chr06	HAP3_chr06	chr06	2485	1242	5450	4264	0.383673	0.013728
HAP2_chr06	HAP3_chr06	chr06	3219	1581	5942	4264	0.470312	0.064915
HAP1_chr07	HAP2_chr07	chr07	2751	2041	6734	5937	0.378186	0.138800
HAP1_chr07	HAP3_chr07	chr07	3501	1693	6734	5032	0.441441	0.092021
HAP2_chr07	HAP3_chr07	chr07	1931	799	5937	5032	0.248883	0.123938
HAP1_chr08	HAP2_chr08	chr08	98	183	2268	2353	0.060809	0.232635
HAP1_chr08	HAP3_chr08	chr08	243	76	2268	2108	0.072898	0.360747
HAP2_chr08	HAP3_chr08	chr08	298	46	2353	2108	0.077113	0.349482
HAP1_chr09	HAP2_chr09	chr09	2897	1050	5322	3906	0.427720	0.005133
HAP1_chr09	HAP3_chr09	chr09	2825	3277	5322	6072	0.535545	0.124552
HAP2_chr09	HAP3_chr09	chr09	1441	3646	3906	6072	0.509822	0.010404
HAP1_chr10	HAP2_chr10	chr10	114	98	1927	1918	0.055137	0.002807
HAP1_chr10	HAP3_chr10	chr10	113	105	1927	1919	0.056682	0.232274
HAP2_chr10	HAP3_chr10	chr10	122	130	1918	1919	0.065676	0.038582
HAP1_chr11	HAP2_chr11	chr11	1816	1439	4801	4558	0.347794	0.101429
HAP1_chr11	HAP3_chr11	chr11	2796	593	4801	2992	0.434877	0.017324
HAP2_chr11	HAP3_chr11	chr11	2342	492	4558	2992	0.375364	0.012489
HAP1_chr12	HAP2_chr12	chr12	195	177	2510	2485	0.074474	0.199501
HAP1_chr12	HAP3_chr12	chr12	668	283	2510	2176	0.202945	0.017922
HAP2_chr12	HAP3_chr12	chr12	673	316	2485	2176	0.212186	0.039712
HAP1_chr13	HAP2_chr13	chr13	152	102	1994	1951	0.064385	0.350396
HAP1_chr13	HAP3_chr13	chr13	263	51	1994	1789	0.083003	0.002248
HAP2_chr13	HAP3_chr13	chr13	236	74	1951	1789	0.082888	0.002406
HAP1_chr14	HAP2_chr14	chr14	202	122	1969	1889	0.083981	0.038721
HAP1_chr14	HAP3_chr14	chr14	224	79	1969	1825	0.079863	0.065675
HAP2_chr14	HAP3_chr14	chr14	198	128	1889	1825	0.087776	0.244691
HAP1_chr15	HAP2_chr15	chr15	88	182	1613	1707	0.081325	0.210333
HAP1_chr15	HAP3_chr15	chr15	477	86	1613	1221	0.198659	0.002094
HAP2_chr15	HAP3_chr15	chr15	537	51	1707	1221	0.200820	0.002487
HAP1_chr16	HAP2_chr16	chr16	1910	25	3787	2105	0.328411	0.034903
HAP1_chr16	HAP3_chr16	chr16	1761	860	3787	3130	0.378921	0.193652
HAP2_chr16	HAP3_chr16	chr16	826	1806	2105	3130	0.502770	0.057994
HAP1_chr17	HAP2_chr17	chr17	101	84	1341	1317	0.069601	0.142219
HAP1_chr17	HAP3_chr17	chr17	74	76	1341	1336	0.056033	0.058650
HAP2_chr17	HAP3_chr17	chr17	63	82	1317	1336	0.054655	0.073013
HAP1_chr18	HAP2_chr18	chr18	274	30	1376	1134	0.121116	0.271419
HAP1_chr18	HAP3_chr18	chr18	192	72	1376	1259	0.100190	0.213506
HAP2_chr18	HAP3_chr18	chr18	39	164	1134	1259	0.084831	0.276178
HAP1_chr19	HAP2_chr19	chr19	76	54	989	967	0.066462	0.256662
HAP1_chr19	HAP3_chr19	chr19	55	86	989	1020	0.070184	0.015859
HAP2_chr19	HAP3_chr19	chr19	48	101	967	1020	0.074987	0.003678
