unit	win_start	win_end	a_hits	b_hits	a_frac	b_frac	assigned
HAP1_chr11	1	250000	713	0	0.5178	0.0000	a
HAP1_chr11	250001	500000	640	155	0.4648	0.0875	a
HAP1_chr11	500001	750000	152	355	0.1104	0.2003	b
HAP1_chr11	750001	1000000	155	204	0.1126	0.1151	ambiguous
HAP1_chr11	1000001	1250000	162	255	0.1176	0.1439	ambiguous
HAP1_chr11	1250001	1500000	150	369	0.1089	0.2082	b
HAP1_chr11	1500001	1750000	178	308	0.1293	0.1738	ambiguous
HAP1_chr11	1750001	2000000	152	283	0.1104	0.1597	ambiguous
HAP1_chr11	2000001	2250000	193	218	0.1402	0.1230	ambiguous
HAP1_chr11	2250001	2500000	174	234	0.1264	0.1321	ambiguous
HAP1_chr11	2500001	2750000	166	309	0.1206	0.1744	ambiguous
HAP1_chr11	2750001	3000000	127	218	0.0922	0.1230	ambiguous
HAP1_chr11	3000001	3250000	167	349	0.1213	0.1970	b
HAP1_chr11	3250001	3500000	154	362	0.1118	0.2043	b
HAP1_chr11	3500001	3750000	168	257	0.1220	0.1450	ambiguous
HAP1_chr11	3750001	4000000	183	432	0.1329	0.2438	b
HAP1_chr11	4000001	4250000	132	265	0.0959	0.1495	b
HAP1_chr11	4250001	4500000	181	323	0.1314	0.1823	ambiguous
HAP1_chr11	4500001	4750000	186	405	0.1351	0.2286	b
HAP1_chr11	4750001	5000000	146	199	0.1060	0.1123	ambiguous
HAP1_chr11	5000001	5250000	178	271	0.1293	0.1529	ambiguous
HAP1_chr11	5250001	5500000	171	265	0.1242	0.1495	ambiguous
HAP1_chr11	5500001	5750000	179	315	0.1300	0.1778	ambiguous
HAP1_chr11	5750001	6000000	149	361	0.1082	0.2037	b
HAP1_chr11	6000001	6250000	189	330	0.1373	0.1862	ambiguous
HAP1_chr11	6250001	6500000	190	344	0.1380	0.1941	ambiguous
HAP1_chr11	6500001	6750000	171	246	0.1242	0.1388	ambiguous
HAP1_chr11	6750001	7000000	169	354	0.1227	0.1998	b
HAP1_chr11	7000001	7250000	168	441	0.1220	0.2489	b
HAP1_chr11	7250001	7500000	471	249	0.3420	0.1405	ambiguous
HAP1_chr11	7500001	7750000	124	314	0.0901	0.1772	b
HAP1_chr11	7750001	8000000	164	473	0.1191	0.2669	b
HAP1_chr11	8000001	8250000	168	263	0.1220	0.1484	ambiguous
HAP1_chr11	8250001	8500000	150	453	0.1089	0.2556	b
HAP1_chr11	8500001	8750000	154	388	0.1118	0.2190	b
HAP1_chr11	8750001	9000000	138	243	0.1002	0.1371	ambiguous
HAP1_chr11	9000001	9250000	193	301	0.1402	0.1699	ambiguous
HAP1_chr11	9250001	9500000	171	421	0.1242	0.2376	b
HAP1_chr11	9500001	9750000	175	294	0.1271	0.1659	ambiguous
HAP1_chr11	9750001	10000000	192	429	0.1394	0.2421	b
HAP1_chr11	10000001	10250000	158	321	0.1147	0.1812	b
HAP1_chr11	10250001	10500000	173	466	0.1256	0.2630	b
HAP1_chr11	10500001	10750000	144	234	0.1046	0.1321	ambiguous
HAP1_chr11	10750001	11000000	157	366	0.1140	0.2065	b
HAP1_chr11	11000001	11250000	184	402	0.1336	0.2269	b
HAP1_chr11	11250001	11500000	136	259	0.0988	0.1462	ambiguous
HAP1_chr11	11500001	11750000	163	237	0.1184	0.1337	ambiguous
HAP1_chr11	11750001	12000000	163	331	0.1184	0.1868	b
HAP1_chr11	12000001	12250000	194	553	0.1409	0.3121	b
HAP1_chr11	12250001	12500000	161	319	0.1169	0.1800	ambiguous
HAP1_chr11	12500001	12750000	197	349	0.1431	0.1970	ambiguous
HAP1_chr11	12750001	13000000	155	271	0.1126	0.1529	ambiguous
HAP1_chr11	13000001	13250000	180	352	0.1307	0.1986	ambiguous
HAP1_chr11	13250001	13500000	157	274	0.1140	0.1546	ambiguous
HAP1_chr11	13500001	13750000	156	408	0.1133	0.2302	b
HAP1_chr11	13750001	14000000	171	321	0.1242	0.1812	ambiguous
HAP1_chr11	14000001	14250000	113	458	0.0821	0.2585	b
HAP1_chr11	14250001	14500000	159	423	0.1155	0.2387	b
HAP1_chr11	14500001	14750000	191	402	0.1387	0.2269	b
HAP1_chr11	14750001	15000000	172	494	0.1249	0.2788	b
HAP1_chr11	15000001	15250000	156	370	0.1133	0.2088	b
HAP1_chr11	15250001	15500000	127	432	0.0922	0.2438	b
HAP1_chr11	15500001	15750000	165	272	0.1198	0.1535	ambiguous
HAP1_chr11	15750001	16000000	109	434	0.0792	0.2449	b
HAP1_chr11	16000001	16250000	130	269	0.0944	0.1518	b
HAP1_chr11	16250001	16500000	140	261	0.1017	0.1473	ambiguous
HAP1_chr11	16500001	16750000	128	353	0.0930	0.1992	b
HAP1_chr11	16750001	17000000	139	378	0.1009	0.2133	b
HAP1_chr11	17000001	17250000	153	480	0.1111	0.2709	b
HAP1_chr11	17250001	17500000	144	411	0.1046	0.2319	b
HAP1_chr11	17500001	17750000	116	458	0.0842	0.2585	b
HAP1_chr11	17750001	18000000	130	418	0.0944	0.2359	b
HAP1_chr11	18000001	18250000	170	412	0.1235	0.2325	b
HAP1_chr11	18250001	18500000	149	537	0.1082	0.3030	b
HAP1_chr11	18500001	18750000	164	341	0.1191	0.1924	b
HAP1_chr11	18750001	19000000	103	200	0.0748	0.1129	ambiguous
HAP1_chr11	19000001	19250000	145	389	0.1053	0.2195	b
HAP1_chr11	19250001	19500000	144	393	0.1046	0.2218	b
HAP1_chr11	19500001	19750000	113	269	0.0821	0.1518	b
HAP1_chr11	19750001	20000000	127	420	0.0922	0.2370	b
HAP1_chr11	20000001	20250000	126	820	0.0915	0.4628	b
HAP1_chr11	20250001	20500000	126	680	0.0915	0.3837	b
HAP1_chr11	20500001	20750000	139	693	0.1009	0.3911	b
HAP1_chr11	20750001	21000000	65	749	0.0472	0.4227	b
HAP1_chr11	21000001	21250000	151	774	0.1097	0.4368	b
HAP1_chr11	21250001	21500000	81	750	0.0588	0.4233	b
HAP1_chr11	21500001	21750000	136	770	0.0988	0.4345	b
HAP1_chr11	21750001	22000000	141	700	0.1024	0.3950	b
HAP1_chr11	22000001	22250000	160	697	0.1162	0.3933	b
HAP1_chr11	22250001	22500000	99	476	0.0719	0.2686	b
HAP1_chr11	22500001	22750000	81	296	0.0588	0.1670	b
HAP1_chr11	22750001	23000000	147	418	0.1068	0.2359	b
HAP1_chr11	23000001	23250000	152	388	0.1104	0.2190	b
HAP1_chr11	23250001	23500000	173	434	0.1256	0.2449	b
HAP1_chr11	23500001	23750000	140	443	0.1017	0.2500	b
HAP1_chr11	23750001	24000000	145	300	0.1053	0.1693	b
HAP1_chr11	24000001	24250000	127	345	0.0922	0.1947	b
HAP1_chr11	24250001	24500000	130	444	0.0944	0.2506	b
HAP1_chr11	24500001	24750000	170	512	0.1235	0.2889	b
HAP1_chr11	24750001	25000000	151	366	0.1097	0.2065	b
HAP1_chr11	25000001	25250000	148	307	0.1075	0.1733	b
HAP1_chr11	25250001	25500000	188	359	0.1365	0.2026	ambiguous
HAP1_chr11	25500001	25750000	165	385	0.1198	0.2173	b
HAP1_chr11	25750001	26000000	138	403	0.1002	0.2274	b
HAP1_chr11	26000001	26250000	159	387	0.1155	0.2184	b
HAP1_chr11	26250001	26500000	158	470	0.1147	0.2652	b
HAP1_chr11	26500001	26750000	190	285	0.1380	0.1608	ambiguous
HAP1_chr11	26750001	27000000	176	439	0.1278	0.2477	b
HAP1_chr11	27000001	27250000	173	419	0.1256	0.2365	b
HAP1_chr11	27250001	27500000	162	325	0.1176	0.1834	b
HAP1_chr11	27500001	27750000	153	268	0.1111	0.1512	ambiguous
HAP1_chr11	27750001	28000000	151	401	0.1097	0.2263	b
HAP1_chr11	28000001	28250000	169	349	0.1227	0.1970	b
HAP1_chr11	28250001	28500000	185	418	0.1344	0.2359	b
HAP1_chr11	28500001	28750000	168	373	0.1220	0.2105	b
HAP1_chr11	28750001	29000000	154	325	0.1118	0.1834	b
HAP1_chr11	29000001	29250000	184	333	0.1336	0.1879	ambiguous
HAP1_chr11	29250001	29500000	176	337	0.1278	0.1902	ambiguous
HAP1_chr11	29500001	29750000	184	290	0.1336	0.1637	ambiguous
HAP1_chr11	29750001	30000000	124	228	0.0901	0.1287	ambiguous
HAP1_chr11	30000001	30250000	151	277	0.1097	0.1563	ambiguous
HAP1_chr11	30250001	30500000	188	313	0.1365	0.1766	ambiguous
HAP1_chr11	30500001	30750000	188	459	0.1365	0.2590	b
HAP1_chr11	30750001	31000000	176	277	0.1278	0.1563	ambiguous
HAP1_chr11	31000001	31250000	163	228	0.1184	0.1287	ambiguous
HAP1_chr11	31250001	31500000	142	270	0.1031	0.1524	ambiguous
HAP1_chr11	31500001	31750000	193	331	0.1402	0.1868	ambiguous
HAP1_chr11	31750001	32000000	158	226	0.1147	0.1275	ambiguous
HAP1_chr11	32000001	32250000	144	278	0.1046	0.1569	ambiguous
HAP1_chr11	32250001	32500000	145	242	0.1053	0.1366	ambiguous
HAP1_chr11	32500001	32750000	154	359	0.1118	0.2026	b
HAP1_chr11	32750001	33000000	150	373	0.1089	0.2105	b
HAP1_chr11	33000001	33250000	162	277	0.1176	0.1563	ambiguous
HAP1_chr11	33250001	33500000	195	315	0.1416	0.1778	ambiguous
HAP1_chr11	33500001	33750000	126	192	0.0915	0.1084	ambiguous
HAP1_chr11	33750001	34000000	141	220	0.1024	0.1242	ambiguous
