unit	win_start	win_end	a_hits	b_hits	a_frac	b_frac	assigned
HAP1_chr07	1	250000	86	531	0.1438	0.2668	b
HAP1_chr07	250001	500000	164	203	0.2742	0.1020	ambiguous
HAP1_chr07	500001	750000	156	219	0.2609	0.1101	ambiguous
HAP1_chr07	750001	1000000	194	293	0.3244	0.1472	ambiguous
HAP1_chr07	1000001	1250000	175	286	0.2926	0.1437	ambiguous
HAP1_chr07	1250001	1500000	146	203	0.2441	0.1020	ambiguous
HAP1_chr07	1500001	1750000	154	238	0.2575	0.1196	ambiguous
HAP1_chr07	1750001	2000000	150	223	0.2508	0.1121	ambiguous
HAP1_chr07	2000001	2250000	182	268	0.3043	0.1347	ambiguous
HAP1_chr07	2250001	2500000	193	330	0.3227	0.1658	ambiguous
HAP1_chr07	2500001	2750000	142	206	0.2375	0.1035	ambiguous
HAP1_chr07	2750001	3000000	174	311	0.2910	0.1563	ambiguous
HAP1_chr07	3000001	3250000	155	258	0.2592	0.1296	ambiguous
HAP1_chr07	3250001	3500000	196	285	0.3278	0.1432	ambiguous
HAP1_chr07	3500001	3750000	189	306	0.3161	0.1538	ambiguous
HAP1_chr07	3750001	4000000	128	291	0.2140	0.1462	b
HAP1_chr07	4000001	4250000	157	304	0.2625	0.1528	ambiguous
HAP1_chr07	4250001	4500000	174	312	0.2910	0.1568	ambiguous
HAP1_chr07	4500001	4750000	156	209	0.2609	0.1050	ambiguous
HAP1_chr07	4750001	5000000	204	245	0.3411	0.1231	ambiguous
HAP1_chr07	5000001	5250000	174	247	0.2910	0.1241	ambiguous
HAP1_chr07	5250001	5500000	164	234	0.2742	0.1176	ambiguous
HAP1_chr07	5500001	5750000	174	250	0.2910	0.1256	ambiguous
HAP1_chr07	5750001	6000000	151	248	0.2525	0.1246	ambiguous
HAP1_chr07	6000001	6250000	182	262	0.3043	0.1317	ambiguous
HAP1_chr07	6250001	6500000	190	337	0.3177	0.1693	ambiguous
HAP1_chr07	6500001	6750000	187	328	0.3127	0.1648	ambiguous
HAP1_chr07	6750001	7000000	139	242	0.2324	0.1216	ambiguous
HAP1_chr07	7000001	7250000	216	317	0.3612	0.1593	ambiguous
HAP1_chr07	7250001	7500000	180	289	0.3010	0.1452	ambiguous
HAP1_chr07	7500001	7750000	196	293	0.3278	0.1472	ambiguous
HAP1_chr07	7750001	8000000	159	261	0.2659	0.1312	ambiguous
HAP1_chr07	8000001	8250000	165	242	0.2759	0.1216	ambiguous
HAP1_chr07	8250001	8500000	151	299	0.2525	0.1503	ambiguous
HAP1_chr07	8500001	8750000	136	258	0.2274	0.1296	ambiguous
HAP1_chr07	8750001	9000000	195	315	0.3261	0.1583	ambiguous
HAP1_chr07	9000001	9250000	213	251	0.3562	0.1261	ambiguous
HAP1_chr07	9250001	9500000	149	208	0.2492	0.1045	ambiguous
HAP1_chr07	9500001	9750000	205	261	0.3428	0.1312	ambiguous
HAP1_chr07	9750001	10000000	198	276	0.3311	0.1387	ambiguous
HAP1_chr07	10000001	10250000	223	319	0.3729	0.1603	ambiguous
HAP1_chr07	10250001	10500000	193	295	0.3227	0.1482	ambiguous
HAP1_chr07	10500001	10750000	220	274	0.3679	0.1377	ambiguous
HAP1_chr07	10750001	11000000	159	240	0.2659	0.1206	ambiguous
HAP1_chr07	11000001	11250000	199	281	0.3328	0.1412	ambiguous
HAP1_chr07	11250001	11500000	172	266	0.2876	0.1337	ambiguous
HAP1_chr07	11500001	11750000	200	292	0.3344	0.1467	ambiguous
HAP1_chr07	11750001	12000000	167	297	0.2793	0.1492	ambiguous
HAP1_chr07	12000001	12250000	147	273	0.2458	0.1372	ambiguous
HAP1_chr07	12250001	12500000	182	268	0.3043	0.1347	ambiguous
HAP1_chr07	12500001	12750000	160	282	0.2676	0.1417	ambiguous
HAP1_chr07	12750001	13000000	195	314	0.3261	0.1578	ambiguous
HAP1_chr07	13000001	13250000	174	251	0.2910	0.1261	ambiguous
HAP1_chr07	13250001	13500000	179	313	0.2993	0.1573	ambiguous
HAP1_chr07	13500001	13750000	154	282	0.2575	0.1417	ambiguous
HAP1_chr07	13750001	14000000	206	314	0.3445	0.1578	ambiguous
HAP1_chr07	14000001	14250000	159	361	0.2659	0.1814	b
HAP1_chr07	14250001	14500000	155	239	0.2592	0.1201	ambiguous
HAP1_chr07	14500001	14750000	170	317	0.2843	0.1593	ambiguous
HAP1_chr07	14750001	15000000	203	262	0.3395	0.1317	ambiguous
HAP1_chr07	15000001	15250000	247	276	0.4130	0.1387	ambiguous
HAP1_chr07	15250001	15500000	187	311	0.3127	0.1563	ambiguous
HAP1_chr07	15500001	15750000	197	326	0.3294	0.1638	ambiguous
HAP1_chr07	15750001	16000000	135	352	0.2258	0.1769	b
HAP1_chr07	16000001	16250000	209	232	0.3495	0.1166	ambiguous
HAP1_chr07	16250001	16500000	158	262	0.2642	0.1317	ambiguous
HAP1_chr07	16500001	16750000	191	207	0.3194	0.1040	ambiguous
HAP1_chr07	16750001	17000000	166	322	0.2776	0.1618	ambiguous
HAP1_chr07	17000001	17250000	184	291	0.3077	0.1462	ambiguous
HAP1_chr07	17250001	17500000	187	256	0.3127	0.1286	ambiguous
HAP1_chr07	17500001	17750000	205	321	0.3428	0.1613	ambiguous
HAP1_chr07	17750001	18000000	190	246	0.3177	0.1236	ambiguous
HAP1_chr07	18000001	18250000	156	264	0.2609	0.1327	ambiguous
HAP1_chr07	18250001	18500000	215	315	0.3595	0.1583	ambiguous
HAP1_chr07	18500001	18750000	166	336	0.2776	0.1688	b
HAP1_chr07	18750001	19000000	152	237	0.2542	0.1191	ambiguous
HAP1_chr07	19000001	19250000	181	296	0.3027	0.1487	ambiguous
HAP1_chr07	19250001	19500000	147	394	0.2458	0.1980	b
HAP1_chr07	19500001	19750000	133	247	0.2224	0.1241	ambiguous
HAP1_chr07	19750001	20000000	185	356	0.3094	0.1789	ambiguous
HAP1_chr07	20000001	20250000	202	341	0.3378	0.1714	ambiguous
HAP1_chr07	20250001	20500000	226	360	0.3779	0.1809	ambiguous
HAP1_chr07	20500001	20750000	173	307	0.2893	0.1543	ambiguous
HAP1_chr07	20750001	21000000	162	311	0.2709	0.1563	ambiguous
HAP1_chr07	21000001	21250000	176	211	0.2943	0.1060	ambiguous
HAP1_chr07	21250001	21500000	148	252	0.2475	0.1266	ambiguous
HAP1_chr07	21500001	21750000	176	266	0.2943	0.1337	ambiguous
HAP1_chr07	21750001	22000000	192	244	0.3211	0.1226	ambiguous
HAP1_chr07	22000001	22250000	197	258	0.3294	0.1296	ambiguous
HAP1_chr07	22250001	22500000	158	287	0.2642	0.1442	ambiguous
HAP1_chr07	22500001	22750000	148	301	0.2475	0.1513	b
HAP1_chr07	22750001	23000000	214	307	0.3579	0.1543	ambiguous
HAP1_chr07	23000001	23250000	163	283	0.2726	0.1422	ambiguous
HAP1_chr07	23250001	23500000	177	256	0.2960	0.1286	ambiguous
HAP1_chr07	23500001	23750000	167	213	0.2793	0.1070	ambiguous
HAP1_chr07	23750001	24000000	125	226	0.2090	0.1136	ambiguous
HAP1_chr07	24000001	24250000	145	250	0.2425	0.1256	ambiguous
HAP1_chr07	24250001	24500000	140	312	0.2341	0.1568	b
HAP1_chr07	24500001	24750000	182	283	0.3043	0.1422	ambiguous
HAP1_chr07	24750001	25000000	133	268	0.2224	0.1347	b
HAP1_chr07	25000001	25250000	118	269	0.1973	0.1352	b
HAP1_chr07	25250001	25500000	119	341	0.1990	0.1714	b
HAP1_chr07	25500001	25750000	93	202	0.1555	0.1015	b
HAP1_chr07	25750001	26000000	98	338	0.1639	0.1698	b
HAP1_chr07	26000001	26250000	104	551	0.1739	0.2769	b
HAP1_chr07	26250001	26500000	123	689	0.2057	0.3462	b
HAP1_chr07	26500001	26750000	99	697	0.1656	0.3503	b
HAP1_chr07	26750001	27000000	98	783	0.1639	0.3935	b
HAP1_chr07	27000001	27250000	118	692	0.1973	0.3477	b
HAP1_chr07	27250001	27500000	144	687	0.2408	0.3452	b
HAP1_chr07	27500001	27750000	139	575	0.2324	0.2889	b
HAP1_chr07	27750001	28000000	175	656	0.2926	0.3296	b
HAP1_chr07	28000001	28250000	116	335	0.1940	0.1683	b
HAP1_chr07	28250001	28500000	85	324	0.1421	0.1628	b
HAP1_chr07	28500001	28750000	103	290	0.1722	0.1457	b
HAP1_chr07	28750001	29000000	105	339	0.1756	0.1704	b
HAP1_chr07	29000001	29250000	96	185	0.1605	0.0930	ambiguous
HAP1_chr07	29250001	29500000	157	285	0.2625	0.1432	ambiguous
HAP1_chr07	29500001	29750000	160	309	0.2676	0.1553	ambiguous
HAP1_chr07	29750001	30000000	122	354	0.2040	0.1779	b
HAP1_chr07	30000001	30250000	139	276	0.2324	0.1387	ambiguous
HAP1_chr07	30250001	30500000	140	294	0.2341	0.1477	b
HAP1_chr07	30500001	30750000	140	325	0.2341	0.1633	b
HAP1_chr07	30750001	31000000	154	380	0.2575	0.1910	b
HAP1_chr07	31000001	31250000	193	244	0.3227	0.1226	ambiguous
HAP1_chr07	31250001	31500000	168	241	0.2809	0.1211	ambiguous
HAP1_chr07	31500001	31750000	123	249	0.2057	0.1251	b
HAP1_chr07	31750001	32000000	151	289	0.2525	0.1452	ambiguous
HAP1_chr07	32000001	32250000	145	220	0.2425	0.1106	ambiguous
HAP1_chr07	32250001	32500000	173	273	0.2893	0.1372	ambiguous
HAP1_chr07	32500001	32750000	167	299	0.2793	0.1503	ambiguous
HAP1_chr07	32750001	33000000	190	336	0.3177	0.1688	ambiguous
HAP1_chr07	33000001	33250000	203	280	0.3395	0.1407	ambiguous
HAP1_chr07	33250001	33500000	200	239	0.3344	0.1201	ambiguous
HAP1_chr07	33500001	33750000	170	310	0.2843	0.1558	ambiguous
HAP1_chr07	33750001	34000000	161	308	0.2692	0.1548	ambiguous
HAP1_chr07	34000001	34250000	170	296	0.2843	0.1487	ambiguous
HAP1_chr07	34250001	34500000	120	202	0.2007	0.1015	ambiguous
HAP1_chr07	34500001	34750000	144	323	0.2408	0.1623	b
HAP1_chr07	34750001	35000000	152	397	0.2542	0.1995	b
HAP1_chr07	35000001	35250000	185	234	0.3094	0.1176	ambiguous
HAP1_chr07	35250001	35500000	198	350	0.3311	0.1759	ambiguous
HAP1_chr07	35500001	35750000	194	328	0.3244	0.1648	ambiguous
HAP1_chr07	35750001	36000000	194	346	0.3244	0.1739	ambiguous
HAP1_chr07	36000001	36250000	209	256	0.3495	0.1286	ambiguous
HAP1_chr07	36250001	36500000	165	204	0.2759	0.1025	ambiguous
HAP1_chr07	36500001	36750000	200	257	0.3344	0.1291	ambiguous
HAP1_chr07	36750001	37000000	167	292	0.2793	0.1467	ambiguous
HAP1_chr07	37000001	37250000	200	386	0.3344	0.1940	ambiguous
HAP1_chr07	37250001	37500000	175	224	0.2926	0.1126	ambiguous
HAP1_chr07	37500001	37750000	172	311	0.2876	0.1563	ambiguous
HAP1_chr07	37750001	38000000	210	275	0.3512	0.1382	ambiguous
HAP1_chr07	38000001	38250000	168	289	0.2809	0.1452	ambiguous
HAP1_chr07	38250001	38500000	197	346	0.3294	0.1739	ambiguous
HAP1_chr07	38500001	38750000	171	261	0.2860	0.1312	ambiguous
HAP1_chr07	38750001	39000000	176	278	0.2943	0.1397	ambiguous
HAP1_chr07	39000001	39250000	177	304	0.2960	0.1528	ambiguous
HAP1_chr07	39250001	39500000	129	223	0.2157	0.1121	ambiguous
HAP1_chr07	39500001	39750000	190	316	0.3177	0.1588	ambiguous
HAP1_chr07	39750001	40000000	172	357	0.2876	0.1794	b
HAP1_chr07	40000001	40250000	154	194	0.2575	0.0975	ambiguous
HAP1_chr07	40250001	40500000	165	223	0.2759	0.1121	ambiguous
HAP1_chr07	40500001	40750000	169	264	0.2826	0.1327	ambiguous
HAP1_chr07	40750001	41000000	177	345	0.2960	0.1734	ambiguous
HAP1_chr07	41000001	41250000	180	344	0.3010	0.1729	ambiguous
HAP1_chr07	41250001	41500000	177	254	0.2960	0.1276	ambiguous
HAP1_chr07	41500001	41750000	175	242	0.2926	0.1216	ambiguous
HAP1_chr07	41750001	42000000	192	314	0.3211	0.1578	ambiguous
HAP1_chr07	42000001	42250000	182	275	0.3043	0.1382	ambiguous
HAP1_chr07	42250001	42500000	178	258	0.2977	0.1296	ambiguous
HAP1_chr07	42500001	42750000	181	261	0.3027	0.1312	ambiguous
HAP1_chr07	42750001	42839683	6	383	0.0100	0.1925	b
HAP2_chr07	1	250000	64	502	0.1070	0.2523	b
HAP2_chr07	250001	500000	116	276	0.1940	0.1387	b
HAP2_chr07	500001	750000	139	194	0.2324	0.0975	ambiguous
HAP2_chr07	750001	1000000	198	280	0.3311	0.1407	ambiguous
HAP2_chr07	1000001	1250000	148	264	0.2475	0.1327	ambiguous
HAP2_chr07	1250001	1500000	160	326	0.2676	0.1638	b
HAP2_chr07	1500001	1750000	163	223	0.2726	0.1121	ambiguous
HAP2_chr07	1750001	2000000	166	254	0.2776	0.1276	ambiguous
HAP2_chr07	2000001	2250000	157	242	0.2625	0.1216	ambiguous
HAP2_chr07	2250001	2500000	202	283	0.3378	0.1422	ambiguous
HAP2_chr07	2500001	2750000	125	236	0.2090	0.1186	ambiguous
HAP2_chr07	2750001	3000000	123	288	0.2057	0.1447	b
HAP2_chr07	3000001	3250000	162	359	0.2709	0.1804	b
HAP2_chr07	3250001	3500000	171	271	0.2860	0.1362	ambiguous
HAP2_chr07	3500001	3750000	200	348	0.3344	0.1749	ambiguous
HAP2_chr07	3750001	4000000	159	310	0.2659	0.1558	ambiguous
HAP2_chr07	4000001	4250000	147	318	0.2458	0.1598	b
HAP2_chr07	4250001	4500000	153	278	0.2559	0.1397	ambiguous
HAP2_chr07	4500001	4750000	182	321	0.3043	0.1613	ambiguous
HAP2_chr07	4750001	5000000	162	229	0.2709	0.1151	ambiguous
HAP2_chr07	5000001	5250000	197	287	0.3294	0.1442	ambiguous
HAP2_chr07	5250001	5500000	145	256	0.2425	0.1286	ambiguous
HAP2_chr07	5500001	5750000	148	234	0.2475	0.1176	ambiguous
HAP2_chr07	5750001	6000000	127	307	0.2124	0.1543	b
HAP2_chr07	6000001	6250000	168	340	0.2809	0.1709	b
HAP2_chr07	6250001	6500000	119	268	0.1990	0.1347	b
HAP2_chr07	6500001	6750000	182	266	0.3043	0.1337	ambiguous
HAP2_chr07	6750001	7000000	168	291	0.2809	0.1462	ambiguous
HAP2_chr07	7000001	7250000	157	388	0.2625	0.1950	b
HAP2_chr07	7250001	7500000	161	318	0.2692	0.1598	ambiguous
HAP2_chr07	7500001	7750000	173	287	0.2893	0.1442	ambiguous
HAP2_chr07	7750001	8000000	160	334	0.2676	0.1678	b
HAP2_chr07	8000001	8250000	173	340	0.2893	0.1709	ambiguous
HAP2_chr07	8250001	8500000	150	281	0.2508	0.1412	ambiguous
HAP2_chr07	8500001	8750000	128	335	0.2140	0.1683	b
HAP2_chr07	8750001	9000000	156	300	0.2609	0.1508	ambiguous
HAP2_chr07	9000001	9250000	190	335	0.3177	0.1683	ambiguous
HAP2_chr07	9250001	9500000	171	221	0.2860	0.1111	ambiguous
HAP2_chr07	9500001	9750000	192	339	0.3211	0.1704	ambiguous
HAP2_chr07	9750001	10000000	159	297	0.2659	0.1492	ambiguous
HAP2_chr07	10000001	10250000	170	273	0.2843	0.1372	ambiguous
HAP2_chr07	10250001	10500000	170	277	0.2843	0.1392	ambiguous
HAP2_chr07	10500001	10750000	166	296	0.2776	0.1487	ambiguous
HAP2_chr07	10750001	11000000	150	323	0.2508	0.1623	b
HAP2_chr07	11000001	11250000	181	286	0.3027	0.1437	ambiguous
HAP2_chr07	11250001	11500000	163	311	0.2726	0.1563	ambiguous
HAP2_chr07	11500001	11750000	174	262	0.2910	0.1317	ambiguous
HAP2_chr07	11750001	12000000	190	332	0.3177	0.1668	ambiguous
HAP2_chr07	12000001	12250000	171	303	0.2860	0.1523	ambiguous
HAP2_chr07	12250001	12500000	155	297	0.2592	0.1492	ambiguous
HAP2_chr07	12500001	12750000	170	265	0.2843	0.1332	ambiguous
HAP2_chr07	12750001	13000000	180	291	0.3010	0.1462	ambiguous
HAP2_chr07	13000001	13250000	175	294	0.2926	0.1477	ambiguous
HAP2_chr07	13250001	13500000	159	260	0.2659	0.1307	ambiguous
HAP2_chr07	13500001	13750000	184	328	0.3077	0.1648	ambiguous
HAP2_chr07	13750001	14000000	151	282	0.2525	0.1417	ambiguous
HAP2_chr07	14000001	14250000	188	309	0.3144	0.1553	ambiguous
HAP2_chr07	14250001	14500000	183	370	0.3060	0.1859	b
