unit	win_start	win_end	a_hits	b_hits	a_frac	b_frac	assigned
HAP1_chr05	1	250000	35	257	0.0192	0.2609	b
HAP1_chr05	250001	500000	66	332	0.0362	0.3371	b
HAP1_chr05	500001	750000	230	275	0.1260	0.2792	ambiguous
HAP1_chr05	750001	1000000	244	228	0.1337	0.2315	ambiguous
HAP1_chr05	1000001	1250000	286	248	0.1567	0.2518	ambiguous
HAP1_chr05	1250001	1500000	240	218	0.1315	0.2213	ambiguous
HAP1_chr05	1500001	1750000	209	266	0.1145	0.2701	ambiguous
HAP1_chr05	1750001	2000000	232	194	0.1271	0.1970	ambiguous
HAP1_chr05	2000001	2250000	254	219	0.1392	0.2223	ambiguous
HAP1_chr05	2250001	2500000	196	188	0.1074	0.1909	ambiguous
HAP1_chr05	2500001	2750000	193	144	0.1058	0.1462	ambiguous
HAP1_chr05	2750001	3000000	209	202	0.1145	0.2051	ambiguous
HAP1_chr05	3000001	3250000	233	202	0.1277	0.2051	ambiguous
HAP1_chr05	3250001	3500000	289	244	0.1584	0.2477	ambiguous
HAP1_chr05	3500001	3750000	200	218	0.1096	0.2213	ambiguous
HAP1_chr05	3750001	4000000	206	238	0.1129	0.2416	ambiguous
HAP1_chr05	4000001	4250000	212	176	0.1162	0.1787	ambiguous
HAP1_chr05	4250001	4500000	245	239	0.1342	0.2426	ambiguous
HAP1_chr05	4500001	4750000	227	215	0.1244	0.2183	ambiguous
HAP1_chr05	4750001	5000000	236	212	0.1293	0.2152	ambiguous
HAP1_chr05	5000001	5250000	305	219	0.1671	0.2223	ambiguous
HAP1_chr05	5250001	5500000	217	154	0.1189	0.1563	ambiguous
HAP1_chr05	5500001	5750000	195	241	0.1068	0.2447	ambiguous
HAP1_chr05	5750001	6000000	306	245	0.1677	0.2487	ambiguous
HAP1_chr05	6000001	6250000	223	225	0.1222	0.2284	ambiguous
HAP1_chr05	6250001	6500000	254	241	0.1392	0.2447	ambiguous
HAP1_chr05	6500001	6750000	256	294	0.1403	0.2985	ambiguous
