unit	win_start	win_end	a_hits	b_hits	a_frac	b_frac	assigned
HAP1_chr09	1	250000	190	297	0.1459	0.0638	ambiguous
HAP1_chr09	250001	500000	152	390	0.1167	0.0837	b
HAP1_chr09	500001	750000	207	439	0.1590	0.0942	b
HAP1_chr09	750001	1000000	171	362	0.1313	0.0777	b
HAP1_chr09	1000001	1250000	33	98	0.0253	0.0210	b
HAP1_chr09	1250001	1500000	27	75	0.0207	0.0161	b
HAP1_chr09	1500001	1750000	147	332	0.1129	0.0713	b
HAP1_chr09	1750001	2000000	244	274	0.1874	0.0588	ambiguous
HAP1_chr09	2000001	2250000	230	264	0.1767	0.0567	ambiguous
HAP1_chr09	2250001	2500000	218	360	0.1674	0.0773	ambiguous
HAP1_chr09	2500001	2750000	193	257	0.1482	0.0552	ambiguous
HAP1_chr09	2750001	3000000	239	389	0.1836	0.0835	ambiguous
HAP1_chr09	3000001	3250000	209	281	0.1605	0.0603	ambiguous
HAP1_chr09	3250001	3500000	229	246	0.1759	0.0528	ambiguous
HAP1_chr09	3500001	3750000	264	204	0.2028	0.0438	ambiguous
HAP1_chr09	3750001	4000000	192	227	0.1475	0.0487	ambiguous
HAP1_chr09	4000001	4250000	190	265	0.1459	0.0569	ambiguous
HAP1_chr09	4250001	4500000	254	293	0.1951	0.0629	ambiguous
HAP1_chr09	4500001	4750000	142	270	0.1091	0.0580	ambiguous
HAP1_chr09	4750001	5000000	111	284	0.0853	0.0610	b
HAP1_chr09	5000001	5250000	215	245	0.1651	0.0526	ambiguous
HAP1_chr09	5250001	5500000	190	192	0.1459	0.0412	ambiguous
HAP1_chr09	5500001	5750000	221	196	0.1697	0.0421	ambiguous
HAP1_chr09	5750001	6000000	232	189	0.1782	0.0406	ambiguous
HAP1_chr09	6000001	6250000	241	1365	0.1851	0.2930	b
HAP1_chr09	6250001	6500000	129	2034	0.0991	0.4367	b
HAP1_chr09	6500001	6750000	150	1786	0.1152	0.3834	b
HAP1_chr09	6750001	7000000	116	1817	0.0891	0.3901	b
HAP1_chr09	7000001	7250000	467	1563	0.3587	0.3356	b
HAP1_chr09	7250001	7500000	392	390	0.3011	0.0837	ambiguous
HAP1_chr09	7500001	7750000	443	449	0.3402	0.0964	ambiguous
HAP1_chr09	7750001	8000000	325	1753	0.2496	0.3763	b
HAP1_chr09	8000001	8250000	193	1362	0.1482	0.2924	b
HAP1_chr09	8250001	8500000	218	1610	0.1674	0.3456	b
HAP1_chr09	8500001	8750000	559	1703	0.4293	0.3656	b
HAP1_chr09	8750001	9000000	512	355	0.3932	0.0762	ambiguous
HAP1_chr09	9000001	9250000	508	556	0.3902	0.1194	ambiguous
HAP1_chr09	9250001	9500000	361	388	0.2773	0.0833	ambiguous
HAP1_chr09	9500001	9750000	473	478	0.3633	0.1026	ambiguous
HAP1_chr09	9750001	10000000	202	145	0.1551	0.0311	ambiguous
HAP1_chr09	10000001	10250000	240	206	0.1843	0.0442	ambiguous
HAP1_chr09	10250001	10500000	204	259	0.1567	0.0556	ambiguous
HAP1_chr09	10500001	10750000	199	286	0.1528	0.0614	ambiguous
HAP1_chr09	10750001	11000000	246	297	0.1889	0.0638	ambiguous
HAP1_chr09	11000001	11250000	192	253	0.1475	0.0543	ambiguous
HAP1_chr09	11250001	11500000	224	341	0.1720	0.0732	ambiguous
HAP1_chr09	11500001	11750000	213	186	0.1636	0.0399	ambiguous
HAP1_chr09	11750001	12000000	175	175	0.1344	0.0376	ambiguous
HAP1_chr09	12000001	12250000	209	285	0.1605	0.0612	ambiguous
HAP1_chr09	12250001	12500000	180	226	0.1382	0.0485	ambiguous
HAP1_chr09	12500001	12750000	202	195	0.1551	0.0419	ambiguous
HAP1_chr09	12750001	13000000	235	252	0.1805	0.0541	ambiguous
HAP1_chr09	13000001	13250000	127	163	0.0975	0.0350	ambiguous
HAP1_chr09	13250001	13500000	221	310	0.1697	0.0666	ambiguous
HAP1_chr09	13500001	13750000	204	239	0.1567	0.0513	ambiguous
HAP1_chr09	13750001	14000000	231	258	0.1774	0.0554	ambiguous
HAP1_chr09	14000001	14250000	245	236	0.1882	0.0507	ambiguous
HAP1_chr09	14250001	14500000	219	205	0.1682	0.0440	ambiguous
HAP1_chr09	14500001	14750000	180	326	0.1382	0.0700	ambiguous
HAP1_chr09	14750001	15000000	182	231	0.1398	0.0496	ambiguous
HAP1_chr09	15000001	15250000	212	233	0.1628	0.0500	ambiguous
HAP1_chr09	15250001	15500000	236	281	0.1813	0.0603	ambiguous
HAP1_chr09	15500001	15750000	221	353	0.1697	0.0758	ambiguous
HAP1_chr09	15750001	16000000	218	391	0.1674	0.0839	ambiguous
HAP1_chr09	16000001	16250000	185	302	0.1421	0.0648	ambiguous
HAP1_chr09	16250001	16500000	270	416	0.2074	0.0893	ambiguous
HAP1_chr09	16500001	16750000	213	362	0.1636	0.0777	ambiguous
HAP1_chr09	16750001	17000000	200	360	0.1536	0.0773	ambiguous
HAP1_chr09	17000001	17250000	127	373	0.0975	0.0801	b
HAP1_chr09	17250001	17500000	247	425	0.1897	0.0912	ambiguous
HAP1_chr09	17500001	17750000	195	397	0.1498	0.0852	b
HAP1_chr09	17750001	18000000	197	330	0.1513	0.0708	ambiguous
HAP1_chr09	18000001	18250000	184	322	0.1413	0.0691	ambiguous
HAP1_chr09	18250001	18500000	236	304	0.1813	0.0653	ambiguous
HAP1_chr09	18500001	18750000	137	323	0.1052	0.0693	b
HAP1_chr09	18750001	19000000	150	374	0.1152	0.0803	b
HAP1_chr09	19000001	19250000	174	372	0.1336	0.0799	b
HAP1_chr09	19250001	19500000	140	396	0.1075	0.0850	b
HAP1_chr09	19500001	19750000	170	388	0.1306	0.0833	b
HAP1_chr09	19750001	20000000	176	433	0.1352	0.0930	b
HAP1_chr09	20000001	20250000	193	436	0.1482	0.0936	b
HAP1_chr09	20250001	20500000	171	353	0.1313	0.0758	b
HAP1_chr09	20500001	20750000	141	320	0.1083	0.0687	b
HAP1_chr09	20750001	21000000	176	453	0.1352	0.0973	b
HAP1_chr09	21000001	21250000	184	347	0.1413	0.0745	ambiguous
HAP1_chr09	21250001	21500000	190	373	0.1459	0.0801	ambiguous
HAP1_chr09	21500001	21750000	149	391	0.1144	0.0839	b
HAP1_chr09	21750001	22000000	200	375	0.1536	0.0805	ambiguous
HAP1_chr09	22000001	22250000	161	319	0.1237	0.0685	ambiguous
HAP1_chr09	22250001	22500000	186	385	0.1429	0.0827	b
HAP1_chr09	22500001	22750000	165	409	0.1267	0.0878	b
HAP1_chr09	22750001	23000000	170	376	0.1306	0.0807	b
HAP1_chr09	23000001	23250000	201	383	0.1544	0.0822	ambiguous
HAP1_chr09	23250001	23500000	149	297	0.1144	0.0638	ambiguous
HAP1_chr09	23500001	23750000	182	329	0.1398	0.0706	ambiguous
HAP1_chr09	23750001	24000000	238	425	0.1828	0.0912	ambiguous
HAP1_chr09	24000001	24250000	165	308	0.1267	0.0661	ambiguous
HAP1_chr09	24250001	24500000	192	346	0.1475	0.0743	ambiguous
HAP1_chr09	24500001	24750000	163	456	0.1252	0.0979	b
HAP1_chr09	24750001	25000000	143	339	0.1098	0.0728	b
HAP1_chr09	25000001	25250000	170	333	0.1306	0.0715	ambiguous
