unit	win_start	win_end	a_hits	b_hits	a_frac	b_frac	assigned
HAP1_chr08	1	250000	164	53	0.1057	0.0358	a
HAP1_chr08	250001	500000	511	208	0.3295	0.1404	a
HAP1_chr08	500001	750000	212	189	0.1367	0.1275	ambiguous
HAP1_chr08	750001	1000000	292	185	0.1883	0.1248	ambiguous
HAP1_chr08	1000001	1250000	306	201	0.1973	0.1356	ambiguous
HAP1_chr08	1250001	1500000	307	219	0.1979	0.1478	ambiguous
HAP1_chr08	1500001	1750000	234	202	0.1509	0.1363	ambiguous
HAP1_chr08	1750001	2000000	327	263	0.2108	0.1775	ambiguous
HAP1_chr08	2000001	2250000	294	232	0.1896	0.1565	ambiguous
HAP1_chr08	2250001	2500000	313	259	0.2018	0.1748	ambiguous
HAP1_chr08	2500001	2750000	417	238	0.2689	0.1606	ambiguous
HAP1_chr08	2750001	3000000	299	244	0.1928	0.1646	ambiguous
HAP1_chr08	3000001	3250000	318	199	0.2050	0.1343	ambiguous
HAP1_chr08	3250001	3500000	286	198	0.1844	0.1336	ambiguous
HAP1_chr08	3500001	3750000	345	213	0.2224	0.1437	ambiguous
HAP1_chr08	3750001	4000000	237	184	0.1528	0.1242	ambiguous
HAP1_chr08	4000001	4250000	297	231	0.1915	0.1559	ambiguous
HAP1_chr08	4250001	4500000	266	186	0.1715	0.1255	ambiguous
HAP1_chr08	4500001	4750000	372	270	0.2398	0.1822	ambiguous
HAP1_chr08	4750001	5000000	256	166	0.1651	0.1120	ambiguous
HAP1_chr08	5000001	5250000	345	270	0.2224	0.1822	ambiguous
HAP1_chr08	5250001	5500000	298	212	0.1921	0.1430	ambiguous
HAP1_chr08	5500001	5750000	342	279	0.2205	0.1883	ambiguous
HAP1_chr08	5750001	6000000	336	212	0.2166	0.1430	ambiguous
HAP1_chr08	6000001	6250000	346	271	0.2231	0.1829	ambiguous
HAP1_chr08	6250001	6500000	363	345	0.2340	0.2328	ambiguous
HAP1_chr08	6500001	6750000	278	256	0.1792	0.1727	ambiguous
HAP1_chr08	6750001	7000000	257	217	0.1657	0.1464	ambiguous
HAP1_chr08	7000001	7250000	255	238	0.1644	0.1606	ambiguous
HAP1_chr08	7250001	7500000	270	250	0.1741	0.1687	ambiguous
