unit	win_start	win_end	a_hits	b_hits	a_frac	b_frac	assigned
HAP1_chr01	1	250000	434	3	0.1202	0.0016	a
HAP1_chr01	250001	500000	415	10	0.1149	0.0052	a
HAP1_chr01	500001	750000	503	37	0.1393	0.0192	a
HAP1_chr01	750001	1000000	230	173	0.0637	0.0898	ambiguous
HAP1_chr01	1000001	1250000	270	293	0.0748	0.1521	ambiguous
HAP1_chr01	1250001	1500000	295	201	0.0817	0.1044	ambiguous
HAP1_chr01	1500001	1750000	322	274	0.0891	0.1423	ambiguous
HAP1_chr01	1750001	2000000	315	277	0.0872	0.1438	ambiguous
HAP1_chr01	2000001	2250000	259	271	0.0717	0.1407	ambiguous
HAP1_chr01	2250001	2500000	257	240	0.0712	0.1246	ambiguous
HAP1_chr01	2500001	2750000	257	292	0.0712	0.1516	ambiguous
HAP1_chr01	2750001	3000000	214	257	0.0592	0.1334	ambiguous
HAP1_chr01	3000001	3250000	255	241	0.0706	0.1251	ambiguous
HAP1_chr01	3250001	3500000	293	268	0.0811	0.1391	ambiguous
HAP1_chr01	3500001	3750000	252	242	0.0698	0.1256	ambiguous
HAP1_chr01	3750001	4000000	307	340	0.0850	0.1765	ambiguous
HAP1_chr01	4000001	4250000	333	422	0.0922	0.2191	ambiguous
HAP1_chr01	4250001	4500000	270	237	0.0748	0.1231	ambiguous
HAP1_chr01	4500001	4750000	284	235	0.0786	0.1220	ambiguous
HAP1_chr01	4750001	5000000	192	186	0.0532	0.0966	ambiguous
HAP1_chr01	5000001	5250000	233	232	0.0645	0.1205	ambiguous
HAP1_chr01	5250001	5500000	280	308	0.0775	0.1599	ambiguous
HAP1_chr01	5500001	5750000	267	399	0.0739	0.2072	ambiguous
HAP1_chr01	5750001	6000000	269	351	0.0745	0.1822	ambiguous
HAP1_chr01	6000001	6250000	256	319	0.0709	0.1656	ambiguous
HAP1_chr01	6250001	6500000	273	310	0.0756	0.1610	ambiguous
HAP1_chr01	6500001	6750000	287	314	0.0795	0.1630	ambiguous
HAP1_chr01	6750001	7000000	239	183	0.0662	0.0950	ambiguous
HAP1_chr01	7000001	7250000	285	391	0.0789	0.2030	ambiguous
HAP1_chr01	7250001	7500000	286	316	0.0792	0.1641	ambiguous
HAP1_chr01	7500001	7750000	240	224	0.0664	0.1163	ambiguous
HAP1_chr01	7750001	8000000	205	219	0.0568	0.1137	ambiguous
HAP1_chr01	8000001	8250000	279	310	0.0772	0.1610	ambiguous
HAP1_chr01	8250001	8500000	184	200	0.0509	0.1038	ambiguous
HAP1_chr01	8500001	8750000	243	295	0.0673	0.1532	ambiguous
HAP1_chr01	8750001	9000000	253	304	0.0700	0.1578	ambiguous
HAP1_chr01	9000001	9250000	199	330	0.0551	0.1713	ambiguous
HAP1_chr01	9250001	9500000	215	261	0.0595	0.1355	ambiguous
HAP1_chr01	9500001	9750000	194	255	0.0537	0.1324	ambiguous
HAP1_chr01	9750001	10000000	157	255	0.0435	0.1324	ambiguous
HAP1_chr01	10000001	10250000	174	351	0.0482	0.1822	b
HAP1_chr01	10250001	10500000	210	299	0.0581	0.1552	ambiguous
HAP1_chr01	10500001	10750000	182	340	0.0504	0.1765	ambiguous
HAP1_chr01	10750001	11000000	588	358	0.1628	0.1859	ambiguous
HAP1_chr01	11000001	11250000	585	89	0.1620	0.0462	a
HAP1_chr01	11250001	11500000	551	101	0.1525	0.0524	a
HAP1_chr01	11500001	11750000	552	177	0.1528	0.0919	a
HAP1_chr01	11750001	12000000	569	402	0.1575	0.2087	ambiguous
HAP1_chr01	12000001	12250000	341	392	0.0944	0.2035	ambiguous
HAP1_chr01	12250001	12500000	640	553	0.1772	0.2871	ambiguous
HAP1_chr01	12500001	12750000	819	152	0.2267	0.0789	a
HAP1_chr01	12750001	13000000	388	187	0.1074	0.0971	a
HAP1_chr01	13000001	13250000	421	168	0.1166	0.0872	a
HAP1_chr01	13250001	13500000	397	164	0.1099	0.0852	a
HAP1_chr01	13500001	13750000	691	559	0.1913	0.2902	ambiguous
HAP1_chr01	13750001	14000000	966	395	0.2674	0.2051	a
HAP1_chr01	14000001	14250000	956	17	0.2647	0.0088	a
HAP1_chr01	14250001	14500000	1002	30	0.2774	0.0156	a
HAP1_chr01	14500001	14750000	991	29	0.2744	0.0151	a
HAP1_chr01	14750001	15000000	992	29	0.2746	0.0151	a
HAP1_chr01	15000001	15250000	941	22	0.2605	0.0114	a
HAP1_chr01	15250001	15500000	1267	151	0.3508	0.0784	a
HAP1_chr01	15500001	15750000	455	147	0.1260	0.0763	a
HAP1_chr01	15750001	16000000	362	237	0.1002	0.1231	ambiguous
HAP1_chr01	16000001	16250000	188	222	0.0520	0.1153	ambiguous
HAP1_chr01	16250001	16500000	202	329	0.0559	0.1708	ambiguous
HAP1_chr01	16500001	16750000	235	330	0.0651	0.1713	ambiguous
HAP1_chr01	16750001	17000000	244	333	0.0676	0.1729	ambiguous
HAP1_chr01	17000001	17250000	183	150	0.0507	0.0779	ambiguous
HAP1_chr01	17250001	17500000	232	298	0.0642	0.1547	ambiguous
HAP1_chr01	17500001	17750000	258	467	0.0714	0.2425	ambiguous
HAP1_chr01	17750001	18000000	274	363	0.0759	0.1885	ambiguous
HAP1_chr01	18000001	18250000	240	339	0.0664	0.1760	ambiguous
HAP1_chr01	18250001	18500000	245	349	0.0678	0.1812	ambiguous
HAP1_chr01	18500001	18750000	233	422	0.0645	0.2191	ambiguous
HAP1_chr01	18750001	19000000	265	308	0.0734	0.1599	ambiguous
HAP1_chr01	19000001	19250000	285	274	0.0789	0.1423	ambiguous
HAP1_chr01	19250001	19500000	237	367	0.0656	0.1906	ambiguous
HAP1_chr01	19500001	19750000	266	251	0.0736	0.1303	ambiguous
HAP1_chr01	19750001	20000000	301	504	0.0833	0.2617	ambiguous
