unit	win_start	win_end	a_hits	b_hits	a_frac	b_frac	assigned
HAP1_chr16	1	250000	171	241	0.0660	0.1380	ambiguous
HAP1_chr16	250001	500000	197	190	0.0761	0.1088	ambiguous
HAP1_chr16	500001	750000	225	185	0.0869	0.1059	ambiguous
HAP1_chr16	750001	1000000	247	173	0.0954	0.0990	ambiguous
HAP1_chr16	1000001	1250000	615	95	0.2375	0.0544	a
HAP1_chr16	1250001	1500000	657	94	0.2538	0.0538	a
HAP1_chr16	1500001	1750000	227	163	0.0877	0.0933	ambiguous
HAP1_chr16	1750001	2000000	221	152	0.0854	0.0870	ambiguous
HAP1_chr16	2000001	2250000	175	267	0.0676	0.1528	ambiguous
HAP1_chr16	2250001	2500000	218	179	0.0842	0.1025	ambiguous
HAP1_chr16	2500001	2750000	258	318	0.0997	0.1820	ambiguous
HAP1_chr16	2750001	3000000	180	204	0.0695	0.1168	ambiguous
HAP1_chr16	3000001	3250000	225	165	0.0869	0.0944	ambiguous
HAP1_chr16	3250001	3500000	248	286	0.0958	0.1637	ambiguous
HAP1_chr16	3500001	3750000	187	322	0.0722	0.1843	ambiguous
HAP1_chr16	3750001	4000000	216	227	0.0834	0.1299	ambiguous
HAP1_chr16	4000001	4250000	157	297	0.0606	0.1700	ambiguous
HAP1_chr16	4250001	4500000	198	132	0.0765	0.0756	ambiguous
HAP1_chr16	4500001	4750000	163	166	0.0630	0.0950	ambiguous
HAP1_chr16	4750001	5000000	214	196	0.0827	0.1122	ambiguous
HAP1_chr16	5000001	5250000	210	247	0.0811	0.1414	ambiguous
HAP1_chr16	5250001	5500000	177	190	0.0684	0.1088	ambiguous
HAP1_chr16	5500001	5750000	150	276	0.0579	0.1580	ambiguous
HAP1_chr16	5750001	6000000	187	160	0.0722	0.0916	ambiguous
HAP1_chr16	6000001	6250000	266	336	0.1027	0.1923	ambiguous
HAP1_chr16	6250001	6500000	172	318	0.0664	0.1820	ambiguous
HAP1_chr16	6500001	6750000	142	173	0.0548	0.0990	ambiguous
HAP1_chr16	6750001	7000000	230	320	0.0888	0.1832	ambiguous
HAP1_chr16	7000001	7250000	195	160	0.0753	0.0916	ambiguous
HAP1_chr16	7250001	7500000	186	202	0.0718	0.1156	ambiguous
HAP1_chr16	7500001	7750000	312	629	0.1205	0.3600	b
HAP1_chr16	7750001	8000000	233	607	0.0900	0.3475	b
HAP1_chr16	8000001	8250000	212	595	0.0819	0.3406	b
HAP1_chr16	8250001	8500000	194	431	0.0749	0.2467	b
HAP1_chr16	8500001	8750000	163	100	0.0630	0.0572	ambiguous
HAP1_chr16	8750001	9000000	184	201	0.0711	0.1151	ambiguous
HAP1_chr16	9000001	9250000	133	280	0.0514	0.1603	b
HAP1_chr16	9250001	9500000	154	263	0.0595	0.1505	ambiguous
HAP1_chr16	9500001	9750000	134	301	0.0518	0.1723	b
HAP1_chr16	9750001	10000000	91	285	0.0351	0.1631	b
HAP1_chr16	10000001	10250000	89	258	0.0344	0.1477	b
HAP1_chr16	10250001	10500000	120	217	0.0463	0.1242	ambiguous
HAP1_chr16	10500001	10750000	74	193	0.0286	0.1105	b
