chrom_a	chrom_b	distance	z_score	p_value	q_value	accepted
chr04	chr08	0.097807	-12.134	0	0	True
chr10	chr13	0.098285	-12.020	0	0	True
chr05	chr11	0.098370	-12.000	0	0	True
chr01	chr06	0.098487	-11.972	0	0	True
chr07	chr09	0.098997	-11.851	0	0	True
chr03	chr12	0.099534	-11.723	0	0	True
chr02	chr14	0.105701	-10.255	0	0	True
chr01	chr02	0.140756	-1.911	0.0280311	0.30559	False
chr02	chr03	0.140894	-1.878	0.0302232	0.30559	False
chr02	chr10	0.141418	-1.753	0.0397985	0.362166	False
chr03	chr10	0.141674	-1.692	0.0453256	0.374966	False
chr02	chr07	0.142139	-1.581	0.0568929	0.431438	False
chr03	chr07	0.142494	-1.497	0.0672252	0.470576	False
chr07	chr10	0.142705	-1.447	0.0740025	0.471736	False
chr01	chr03	0.142815	-1.420	0.0777586	0.471736	False
chr01	chr07	0.143026	-1.370	0.0853302	0.485316	False
chr02	chr09	0.143343	-1.295	0.0977143	0.517905	False
chr05	chr10	0.143555	-1.244	0.106709	0.517905	False
chr01	chr10	0.143608	-1.232	0.109037	0.517905	False
chr02	chr05	0.143714	-1.206	0.113825	0.517905	False
chr01	chr05	0.144012	-1.135	0.128096	0.555082	False
chr03	chr05	0.144764	-0.956	0.169412	0.61567	False
chr02	chr08	0.144805	-0.947	0.171872	0.61567	False
chr02	chr13	0.144812	-0.945	0.172328	0.61567	False
chr01	chr08	0.144839	-0.939	0.173988	0.61567	False
chr05	chr07	0.144871	-0.931	0.175906	0.61567	False
chr02	chr11	0.145041	-0.891	0.186584	0.628856	False
chr02	chr04	0.145247	-0.842	0.200028	0.636443	False
chr03	chr08	0.145288	-0.832	0.202823	0.636443	False
chr08	chr10	0.145699	-0.734	0.231533	0.685123	False
chr07	chr08	0.145746	-0.723	0.234902	0.685123	False
chr02	chr12	0.145827	-0.703	0.240922	0.685123	False
chr02	chr06	0.146180	-0.619	0.267836	0.738579	False
chr05	chr08	0.146535	-0.535	0.296412	0.793339	False
chr09	chr10	0.146715	-0.492	0.311332	0.809462	False
chr01	chr09	0.147158	-0.387	0.34956	0.8751	False
chr03	chr09	0.147459	-0.315	0.376389	0.8751	False
chr09	chr13	0.147601	-0.281	0.389333	0.8751	False
chr03	chr04	0.148349	-0.103	0.458956	0.8751	False
chr03	chr13	0.148661	-0.029	0.48849	0.8751	False
chr09	chr12	0.148729	-0.013	0.494993	0.8751	False
chr04	chr10	0.148753	-0.007	0.497201	0.8751	False
chr04	chr07	0.148834	0.012	0.504964	0.8751	False
chr07	chr11	0.148872	0.021	0.508549	0.8751	False
chr01	chr11	0.148894	0.027	0.51059	0.8751	False
chr07	chr13	0.148957	0.042	0.51664	0.8751	False
chr10	chr12	0.149036	0.060	0.524109	0.8751	False
chr11	chr13	0.149037	0.061	0.524251	0.8751	False
chr01	chr04	0.149321	0.128	0.551024	0.8751	False
chr04	chr09	0.149452	0.159	0.563313	0.8751	False
chr06	chr07	0.149454	0.160	0.5635	0.8751	False
chr10	chr11	0.149486	0.168	0.566592	0.8751	False
chr09	chr11	0.149493	0.169	0.567201	0.8751	False
chr06	chr09	0.149510	0.173	0.568792	0.8751	False
chr07	chr12	0.149537	0.180	0.571363	0.8751	False
chr01	chr13	0.149615	0.198	0.578592	0.8751	False
chr03	chr06	0.149731	0.226	0.589409	0.8751	False
chr04	chr13	0.149743	0.229	0.59045	0.8751	False
chr05	chr13	0.149750	0.230	0.591097	0.8751	False
chr05	chr09	0.149772	0.236	0.59313	0.8751	False
chr03	chr11	0.149782	0.238	0.594077	0.8751	False
chr01	chr12	0.149805	0.244	0.596222	0.8751	False
chr12	chr13	0.150270	0.354	0.638408	0.885804	False
chr06	chr10	0.150353	0.374	0.645807	0.885804	False
chr08	chr09	0.150515	0.413	0.660045	0.885804	False
chr04	chr05	0.150537	0.418	0.661962	0.885804	False
chr08	chr13	0.150803	0.481	0.684771	0.885804	False
chr11	chr12	0.150879	0.499	0.69115	0.885804	False
chr06	chr12	0.151060	0.542	0.706139	0.885804	False
chr06	chr13	0.151123	0.557	0.711344	0.885804	False
chr04	chr11	0.151295	0.598	0.725186	0.885804	False
chr06	chr11	0.151350	0.611	0.729476	0.885804	False
chr05	chr12	0.151382	0.619	0.732031	0.885804	False
chr04	chr12	0.151455	0.636	0.737704	0.885804	False
chr04	chr06	0.151558	0.661	0.74563	0.885804	False
chr08	chr11	0.151598	0.670	0.748693	0.885804	False
chr05	chr06	0.151609	0.673	0.749527	0.885804	False
chr06	chr08	0.151886	0.739	0.770028	0.890147	False
chr08	chr12	0.151924	0.748	0.772765	0.890147	False
chr10	chr14	0.152237	0.822	0.794567	0.90382	False
chr03	chr14	0.153948	1.230	0.890587	0.992106	False
chr07	chr14	0.154260	1.304	0.9039	0.992106	False
chr13	chr14	0.154649	1.397	0.918739	0.992106	False
chr05	chr14	0.155093	1.502	0.933501	0.992106	False
chr08	chr14	0.155534	1.607	0.946	0.992106	False
chr01	chr14	0.156207	1.767	0.961418	0.992106	False
chr09	chr14	0.156287	1.786	0.962985	0.992106	False
chr12	chr14	0.156852	1.921	0.972633	0.992106	False
chr11	chr14	0.157975	2.188	0.985678	0.992106	False
chr04	chr14	0.158811	2.387	0.991514	0.992106	False
chr06	chr14	0.158922	2.414	0.992106	0.992106	False
