chrom	unit_a	unit_b	hap_a	hap_b	distance	resolution_limited
chr01	HAP1_chr01	HAP2_chr01	HAP1	HAP2	0.004597	False
chr02	HAP1_chr02	HAP2_chr02	HAP1	HAP2	0.004557	False
chr03	HAP1_chr03	HAP2_chr03	HAP1	HAP2	0.005978	False
chr04	HAP1_chr04	HAP2_chr04	HAP1	HAP2	0.005671	False
chr05	HAP1_chr05	HAP2_chr05	HAP1	HAP2	0.004153	False
chr06	HAP1_chr06	HAP2_chr06	HAP1	HAP2	0.004423	False
chr07	HAP1_chr07	HAP2_chr07	HAP1	HAP2	0.004349	False
chr08	HAP1_chr08	HAP2_chr08	HAP1	HAP2	0.005355	False
chr09	HAP1_chr09	HAP2_chr09	HAP1	HAP2	0.004491	False
chr10	HAP1_chr10	HAP2_chr10	HAP1	HAP2	0.003572	False
chr11	HAP1_chr11	HAP2_chr11	HAP1	HAP2	0.006579	False
chr12	HAP1_chr12	HAP2_chr12	HAP1	HAP2	0.004255	False
chr13	HAP1_chr13	HAP2_chr13	HAP1	HAP2	0.011781	False
chr14	HAP1_chr14	HAP2_chr14	HAP1	HAP2	0.004143	False
chr15	HAP1_chr15	HAP2_chr15	HAP1	HAP2	0.002174	False
chr16	HAP1_chr16	HAP2_chr16	HAP1	HAP2	0.004609	False
chr17	HAP1_chr17	HAP2_chr17	HAP1	HAP2	0.007527	False
chr18	HAP1_chr18	HAP2_chr18	HAP1	HAP2	0.004429	False
chr19	HAP1_chr19	HAP2_chr19	HAP1	HAP2	0.003817	False
chr20	HAP1_chr20	HAP2_chr20	HAP1	HAP2	0.001798	False
chr21	HAP1_chr21	HAP2_chr21	HAP1	HAP2	0.004741	False
chr22	HAP1_chr22	HAP2_chr22	HAP1	HAP2	0.003949	False
chr23	HAP1_chr23	HAP2_chr23	HAP1	HAP2	0.005610	False
chr24	HAP1_chr24	HAP2_chr24	HAP1	HAP2	0.002997	False
chr25	HAP1_chr25	HAP2_chr25	HAP1	HAP2	0.006577	False
