chrom_a	chrom_b	distance	z_score	p_value	q_value	accepted
chr02	chr07	0.070979	-13.137	0	0	True
chr04	chr05	0.072842	-12.665	0	0	True
chr09	chr11	0.072912	-12.647	0	0	True
chr18	chr25	0.073373	-12.530	0	0	True
chr06	chr12	0.074765	-12.177	0	0	True
chr19	chr23	0.076395	-11.763	0	0	True
chr08	chr14	0.077906	-11.380	0	0	True
chr10	chr16	0.080600	-10.696	0	0	True
chr01	chr03	0.087711	-8.892	0	0	True
chr10	chr24	0.090873	-8.089	2.77556e-16	8.32667e-15	False
chr17	chr22	0.091849	-7.842	2.22045e-15	6.05576e-14	True
chr13	chr20	0.096007	-6.787	5.74218e-12	1.43555e-10	True
chr16	chr21	0.097794	-6.333	1.20184e-10	2.77347e-09	False
chr03	chr15	0.099385	-5.929	1.51963e-09	3.25635e-08	False
chr01	chr20	0.101464	-5.402	3.29763e-08	6.59526e-07	False
chr21	chr24	0.104038	-4.749	1.0229e-06	1.91793e-05	True
chr01	chr15	0.108744	-3.555	0.000189329	0.00334109	False
chr01	chr17	0.109226	-3.432	0.000299328	0.00498879	False
chr08	chr17	0.115215	-1.913	0.0278995	0.435348	False
chr01	chr22	0.115283	-1.895	0.0290232	0.435348	False
chr17	chr23	0.115594	-1.816	0.034652	0.474695	False
chr02	chr04	0.115663	-1.799	0.0360154	0.474695	False
chr03	chr22	0.115682	-1.794	0.0363933	0.474695	False
chr04	chr17	0.116094	-1.689	0.0455622	0.541532	False
chr04	chr08	0.116118	-1.683	0.0461544	0.541532	False
chr01	chr04	0.116150	-1.675	0.0469328	0.541532	False
chr17	chr20	0.116244	-1.651	0.0493185	0.547983	False
chr01	chr02	0.116476	-1.593	0.0556289	0.596024	False
chr04	chr06	0.116546	-1.575	0.0576583	0.596465	False
chr03	chr04	0.116852	-1.497	0.0671845	0.669453	False
chr06	chr17	0.117005	-1.458	0.0723568	0.669453	False
chr11	chr17	0.117021	-1.454	0.0729352	0.669453	False
chr02	chr03	0.117044	-1.449	0.0737296	0.669453	False
chr01	chr05	0.117103	-1.433	0.0758713	0.669453	False
chr05	chr14	0.117368	-1.366	0.0859244	0.704973	False
chr05	chr09	0.117374	-1.365	0.0861834	0.704973	False
chr09	chr14	0.117414	-1.355	0.08776	0.704973	False
chr14	chr22	0.117452	-1.345	0.0892966	0.704973	False
chr14	chr15	0.117641	-1.297	0.0973022	0.719929	False
chr02	chr08	0.117734	-1.273	0.101424	0.719929	False
chr17	chr18	0.117735	-1.273	0.101503	0.719929	False
chr17	chr21	0.117739	-1.272	0.101649	0.719929	False
chr20	chr23	0.117773	-1.264	0.10319	0.719929	False
chr04	chr11	0.117845	-1.245	0.106497	0.725904	False
chr08	chr20	0.117974	-1.213	0.112633	0.725904	False
chr08	chr23	0.117983	-1.210	0.113082	0.725904	False
chr06	chr08	0.118014	-1.202	0.114635	0.725904	False
chr10	chr17	0.118066	-1.189	0.117161	0.725904	False
chr02	chr06	0.118094	-1.182	0.118564	0.725904	False
chr02	chr17	0.118321	-1.124	0.130407	0.772479	False
chr12	chr14	0.118357	-1.115	0.13234	0.772479	False
chr04	chr20	0.118434	-1.096	0.136598	0.772479	False
chr18	chr21	0.118490	-1.081	0.139747	0.772479	False
chr08	chr11	0.118543	-1.068	0.142715	0.772479	False
chr06	chr20	0.118560	-1.064	0.143705	0.772479	False
chr22	chr24	0.118609	-1.051	0.14654	0.772479	False
chr21	chr23	0.118786	-1.006	0.157109	0.772479	False
chr15	chr19	0.118830	-0.995	0.159762	0.772479	False
chr02	chr11	0.118855	-0.989	0.161309	0.772479	False
chr03	chr17	0.118869	-0.985	0.16221	0.772479	False
chr06	chr23	0.118923	-0.972	0.165565	0.772479	False
chr03	chr06	0.118984	-0.956	0.169493	0.772479	False
chr05	chr12	0.118989	-0.955	0.169814	0.772479	False
chr08	chr10	0.118996	-0.953	0.170231	0.772479	False
chr04	chr10	0.119048	-0.940	0.173594	0.772479	False
chr19	chr24	0.119076	-0.933	0.175406	0.772479	False
chr11	chr20	0.119131	-0.919	0.179032	0.772479	False
chr03	chr08	0.119146	-0.915	0.180062	0.772479	False
chr14	chr24	0.119189	-0.904	0.18294	0.772479	False
chr15	chr22	0.119247	-0.890	0.186851	0.772479	False
chr08	chr21	0.119300	-0.876	0.190501	0.772479	False
chr02	chr10	0.119323	-0.870	0.192109	0.772479	False
chr14	chr25	0.119350	-0.863	0.193952	0.772479	False
chr14	chr17	0.119354	-0.862	0.194266	0.772479	False
chr10	chr20	0.119409	-0.849	0.198075	0.772479	False
chr10	chr23	0.119422	-0.845	0.199012	0.772479	False
chr09	chr12	0.119492	-0.827	0.203989	0.772479	False
chr18	chr23	0.119512	-0.822	0.205502	0.772479	False
chr02	chr20	0.119522	-0.820	0.20617	0.772479	False
chr14	chr19	0.119545	-0.814	0.207893	0.772479	False
