unit_a	unit_b	k	shared	kmers_a	kmers_b	jaccard	containment	distance	resolution_limited	z
HAP1_chr01	HAP1_chr02	11	2010873	2046851	2046847	0.965455	0.982425	0.001612	False	9.2828
HAP1_chr01	HAP1_chr02	13	11170075	15958155	15943573	0.538793	0.700600	0.027406	False	1302.8039
HAP1_chr01	HAP1_chr02	15	12453205	35451205	35355831	0.213409	0.352225	0.069656	False	6622.2766
HAP1_chr01	HAP1_chr02	17	9029225	44014933	43829690	0.114562	0.206007	0.093056	False	18579.0013
HAP1_chr01	HAP1_chr02	19	7933313	47535902	47235388	0.091358	0.167953	0.094066	False	61939.7746
HAP1_chr01	HAP1_chr02	23	7514261	51957291	51409347	0.078394	0.146165	0.083841	False	862407.4450
HAP1_chr01	HAP1_chr03	11	1995548	2046851	2028495	0.959491	0.983758	0.001899	False	11.1631
HAP1_chr01	HAP1_chr03	13	10572474	15958155	14693874	0.526529	0.719516	0.028561	False	1355.8427
HAP1_chr01	HAP1_chr03	15	11651681	35451205	31005812	0.212601	0.375790	0.069864	False	6712.1617
HAP1_chr01	HAP1_chr03	17	8725505	44014933	38130944	0.118843	0.228830	0.091123	False	19297.9576
HAP1_chr01	HAP1_chr03	19	7834287	47535902	41412040	0.096584	0.189179	0.091389	False	65340.9558
HAP1_chr01	HAP1_chr03	23	7477645	51957291	45916064	0.082721	0.162855	0.081679	False	908092.7987
HAP1_chr01	HAP1_chr04	11	1999214	2046851	2033034	0.960851	0.983365	0.001833	False	10.6082
HAP1_chr01	HAP1_chr04	13	10696393	15958155	14975408	0.528552	0.714264	0.028368	False	1339.2994
HAP1_chr01	HAP1_chr04	15	11742685	35451205	31865545	0.211298	0.368507	0.070202	False	6644.5952
HAP1_chr01	HAP1_chr04	17	8674548	44014933	39162568	0.116432	0.221501	0.092202	False	18916.5337
HAP1_chr01	HAP1_chr04	19	7727795	47535902	42403654	0.093999	0.182244	0.092693	False	63690.2564
HAP1_chr01	HAP1_chr04	23	7333109	51957291	46724373	0.080276	0.156944	0.082885	False	882803.3362
HAP1_chr01	HAP1_chr05	11	2015006	2046851	2052706	0.966638	0.984442	0.001555	False	8.1494
HAP1_chr01	HAP1_chr05	13	11344647	15958155	16580960	0.535265	0.710900	0.027735	False	1231.7360
HAP1_chr01	HAP1_chr05	15	12260109	35451205	38043398	0.200216	0.345831	0.073181	False	6150.2788
HAP1_chr01	HAP1_chr05	17	8122402	44014933	47391088	0.097527	0.184537	0.101620	False	15990.0218
HAP1_chr01	HAP1_chr05	19	6769380	47535902	50523525	0.074152	0.142406	0.104211	False	51076.7884
HAP1_chr01	HAP1_chr05	23	6290128	51957291	53592667	0.063370	0.121063	0.092481	False	707054.6564
HAP1_chr01	HAP1_chr06	11	2007118	2046851	2042601	0.963879	0.982629	0.001688	False	9.5680
HAP1_chr01	HAP1_chr06	13	10898949	15958155	15451309	0.531383	0.705374	0.028100	False	1309.7414
HAP1_chr01	HAP1_chr06	15	11878611	35451205	33266256	0.208988	0.357077	0.070808	False	6532.5065
HAP1_chr01	HAP1_chr06	17	8550340	44014933	40773789	0.112153	0.209702	0.094179	False	18249.2104
HAP1_chr01	HAP1_chr06	19	7503539	47535902	43755269	0.089554	0.171489	0.095028	False	60872.0908
HAP1_chr01	HAP1_chr06	23	7089321	51957291	47407427	0.076828	0.149540	0.084655	False	847283.6247
HAP1_chr01	HAP1_chr07	11	2001363	2046851	2035582	0.961699	0.983190	0.001793	False	10.3618
HAP1_chr01	HAP1_chr07	13	10685438	15958155	14999144	0.527107	0.712403	0.028506	False	1329.9110
HAP1_chr01	HAP1_chr07	15	11620339	35451205	31833429	0.208757	0.365036	0.070869	False	6565.0234
HAP1_chr01	HAP1_chr07	17	8444306	44014933	38977726	0.113273	0.216644	0.093654	False	18448.2589
HAP1_chr01	HAP1_chr07	19	7454782	47535902	41937362	0.090891	0.177760	0.094312	False	61777.8244
HAP1_chr01	HAP1_chr07	23	7071483	51957291	45683074	0.078079	0.154794	0.084003	False	860954.7996
HAP1_chr01	HAP1_chr08	11	2006273	2046851	2041874	0.963419	0.982565	0.001710	False	9.4738
HAP1_chr01	HAP1_chr08	13	10897076	15958155	15437461	0.531603	0.705885	0.028079	False	1312.0681
HAP1_chr01	HAP1_chr08	15	11935593	35451205	33418833	0.209637	0.357152	0.070637	False	6549.1533
HAP1_chr01	HAP1_chr08	17	8608745	44014933	41127905	0.112482	0.209316	0.094024	False	18293.7503
HAP1_chr01	HAP1_chr08	19	7556180	47535902	44251794	0.089707	0.170754	0.094946	False	60953.7363
HAP1_chr01	HAP1_chr08	23	7140955	51957291	48096827	0.076856	0.148470	0.084640	False	847316.0174
HAP1_chr01	HAP1_chr09	11	2005020	2046851	2039976	0.963115	0.982865	0.001724	False	9.9030
HAP1_chr01	HAP1_chr09	13	10939394	15958155	15528679	0.532397	0.704464	0.028004	False	1307.8171
HAP1_chr01	HAP1_chr09	15	11931486	35451205	33830893	0.208045	0.352680	0.071057	False	6488.1942
HAP1_chr01	HAP1_chr09	17	8479967	44014933	41548771	0.110010	0.204097	0.095200	False	17917.0894
HAP1_chr01	HAP1_chr09	19	7389186	47535902	44519803	0.087274	0.165975	0.096275	False	59423.4796
HAP1_chr01	HAP1_chr09	23	6962315	51957291	48056817	0.074822	0.144877	0.085724	False	826462.9580
HAP1_chr01	HAP1_chr10	11	1993181	2046851	2026177	0.958331	0.983715	0.001955	False	11.0951
HAP1_chr01	HAP1_chr10	13	10400922	15958155	14482281	0.519021	0.718183	0.029287	False	1338.6883
HAP1_chr01	HAP1_chr10	15	11095175	35451205	30035183	0.203988	0.369406	0.072146	False	6470.1060
HAP1_chr01	HAP1_chr10	17	8000930	44014933	36418298	0.110461	0.219695	0.094984	False	18089.4931
HAP1_chr01	HAP1_chr10	19	7051554	47535902	39019920	0.088694	0.180717	0.095494	False	60583.4104
HAP1_chr01	HAP1_chr10	23	6678034	51957291	42296145	0.076255	0.157888	0.084957	False	844978.8207
HAP1_chr01	HAP1_chr11	11	1982693	2046851	2015166	0.953528	0.983886	0.002189	False	11.3100
HAP1_chr01	HAP1_chr11	13	9943827	15958155	13945995	0.498180	0.713024	0.031377	False	1285.7331
HAP1_chr01	HAP1_chr11	15	9855080	35451205	28508925	0.182147	0.345684	0.078475	False	5810.6705
HAP1_chr01	HAP1_chr11	17	6344416	44014933	34410740	0.088018	0.184373	0.107143	False	14689.2272
HAP1_chr01	HAP1_chr11	19	5174515	47535902	36655059	0.065487	0.141168	0.110326	False	45843.8821
HAP1_chr01	HAP1_chr11	23	4546420	51957291	39253059	0.052460	0.115823	0.100247	False	597143.7837
HAP1_chr01	HAP1_chr12	11	1983996	2046851	2012019	0.956201	0.986072	0.002059	False	14.4405
HAP1_chr01	HAP1_chr12	13	10669723	15958155	13729167	0.561045	0.777157	0.025397	False	1620.2794
HAP1_chr01	HAP1_chr12	15	13865189	35451205	27665929	0.281516	0.501165	0.054831	False	8906.6184
HAP1_chr01	HAP1_chr12	17	11992504	44014933	33210153	0.183842	0.361110	0.068782	False	28659.1114
HAP1_chr01	HAP1_chr12	19	10819913	47535902	35325944	0.150189	0.306288	0.070665	False	97775.5429
HAP1_chr01	HAP1_chr12	23	9509193	51957291	37815974	0.118474	0.251460	0.067473	False	1272492.1709
HAP1_chr01	HAP1_chr13	11	1993511	2046851	2028526	0.957560	0.982739	0.001993	False	9.6938
HAP1_chr01	HAP1_chr13	13	10163943	15958155	14585064	0.498739	0.696873	0.031319	False	1225.4242
HAP1_chr01	HAP1_chr13	15	9727942	35451205	30409784	0.173302	0.319895	0.081293	False	5447.8358
