chrom	unit_a	unit_b	hap_a	hap_b	distance	resolution_limited
chr01	HAP1_chr01	HAP2_chr01	HAP1	HAP2	0.018388	False
chr01	HAP1_chr01	HAP3_chr01	HAP1	HAP3	0.019259	False
chr01	HAP1_chr01	HAP4_chr01	HAP1	HAP4	0.020450	False
chr01	HAP2_chr01	HAP3_chr01	HAP2	HAP3	0.017705	False
chr01	HAP2_chr01	HAP4_chr01	HAP2	HAP4	0.020974	False
chr01	HAP3_chr01	HAP4_chr01	HAP3	HAP4	0.022215	False
chr02	HAP1_chr02	HAP2_chr02	HAP1	HAP2	0.027353	False
chr02	HAP1_chr02	HAP3_chr02	HAP1	HAP3	0.026159	False
chr02	HAP1_chr02	HAP4_chr02	HAP1	HAP4	0.065436	False
chr02	HAP2_chr02	HAP3_chr02	HAP2	HAP3	0.015715	False
chr02	HAP2_chr02	HAP4_chr02	HAP2	HAP4	0.064141	False
chr02	HAP3_chr02	HAP4_chr02	HAP3	HAP4	0.064904	False
chr03	HAP1_chr03	HAP2_chr03	HAP1	HAP2	0.016851	False
chr03	HAP1_chr03	HAP3_chr03	HAP1	HAP3	0.019449	False
chr03	HAP1_chr03	HAP4_chr03	HAP1	HAP4	0.137012	False
chr03	HAP2_chr03	HAP3_chr03	HAP2	HAP3	0.019282	False
chr03	HAP2_chr03	HAP4_chr03	HAP2	HAP4	0.136301	False
chr03	HAP3_chr03	HAP4_chr03	HAP3	HAP4	0.137130	False
chr04	HAP1_chr04	HAP2_chr04	HAP1	HAP2	0.016773	False
chr04	HAP1_chr04	HAP3_chr04	HAP1	HAP3	0.014974	False
chr04	HAP1_chr04	HAP4_chr04	HAP1	HAP4	0.140447	False
chr04	HAP2_chr04	HAP3_chr04	HAP2	HAP3	0.014428	False
chr04	HAP2_chr04	HAP4_chr04	HAP2	HAP4	0.140297	False
chr04	HAP3_chr04	HAP4_chr04	HAP3	HAP4	0.139623	False
chr05	HAP1_chr05	HAP2_chr05	HAP1	HAP2	0.016031	False
chr05	HAP1_chr05	HAP3_chr05	HAP1	HAP3	0.018108	False
chr05	HAP1_chr05	HAP4_chr05	HAP1	HAP4	0.133289	False
chr05	HAP2_chr05	HAP3_chr05	HAP2	HAP3	0.018290	False
chr05	HAP2_chr05	HAP4_chr05	HAP2	HAP4	0.132972	False
chr05	HAP3_chr05	HAP4_chr05	HAP3	HAP4	0.133646	False
chr06	HAP1_chr06	HAP2_chr06	HAP1	HAP2	0.029926	False
chr06	HAP1_chr06	HAP3_chr06	HAP1	HAP3	0.028968	False
chr06	HAP1_chr06	HAP4_chr06	HAP1	HAP4	0.139843	False
chr06	HAP2_chr06	HAP3_chr06	HAP2	HAP3	0.021672	False
chr06	HAP2_chr06	HAP4_chr06	HAP2	HAP4	0.137655	False
chr06	HAP3_chr06	HAP4_chr06	HAP3	HAP4	0.137242	False
chr07	HAP1_chr07	HAP2_chr07	HAP1	HAP2	0.032329	False
chr07	HAP1_chr07	HAP3_chr07	HAP1	HAP3	0.019810	False
chr07	HAP1_chr07	HAP4_chr07	HAP1	HAP4	0.146885	False
chr07	HAP2_chr07	HAP3_chr07	HAP2	HAP3	0.030885	False
chr07	HAP2_chr07	HAP4_chr07	HAP2	HAP4	0.142891	False
chr07	HAP3_chr07	HAP4_chr07	HAP3	HAP4	0.146753	False
chr08	HAP1_chr08	HAP2_chr08	HAP1	HAP2	0.027177	False
chr08	HAP1_chr08	HAP3_chr08	HAP1	HAP3	0.024619	False
chr08	HAP1_chr08	HAP4_chr08	HAP1	HAP4	0.144416	False
chr08	HAP2_chr08	HAP3_chr08	HAP2	HAP3	0.024231	False
chr08	HAP2_chr08	HAP4_chr08	HAP2	HAP4	0.142405	False
chr08	HAP3_chr08	HAP4_chr08	HAP3	HAP4	0.142914	False
chr09	HAP1_chr09	HAP2_chr09	HAP1	HAP2	0.011493	False
chr09	HAP1_chr09	HAP3_chr09	HAP1	HAP3	0.020149	False
chr09	HAP1_chr09	HAP4_chr09	HAP1	HAP4	0.140578	False
chr09	HAP2_chr09	HAP3_chr09	HAP2	HAP3	0.018740	False
chr09	HAP2_chr09	HAP4_chr09	HAP2	HAP4	0.140228	False
chr09	HAP3_chr09	HAP4_chr09	HAP3	HAP4	0.140491	False
