seq_id	source	length	reason
Sy_Chr04_15_M2	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/SchYoun1/SchYoun1.M2.fa	59133001	no-chrom-match
Sy_Chr11_14_M2	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/SchYoun1/SchYoun1.M2.fa	61469535	no-chrom-match
Sy_Chr08_16_M2	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/SchYoun1/SchYoun1.M2.fa	74276067	no-chrom-match
Sy_Chr19_22_M2	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/SchYoun1/SchYoun1.M2.fa	75691561	no-chrom-match
Sy_Chr20_23_M2	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/SchYoun1/SchYoun1.M2.fa	67882479	no-chrom-match
Sy_Chr04_15_P2	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/SchYoun1/SchYoun1.P2.fa	60161718	no-chrom-match
Sy_Chr11_14_P2	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/SchYoun1/SchYoun1.P2.fa	62657866	no-chrom-match
Sy_Chr08_16_P2	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/SchYoun1/SchYoun1.P2.fa	74138516	no-chrom-match
Sy_Chr19_22_P2	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/SchYoun1/SchYoun1.P2.fa	70736621	no-chrom-match
Sy_Chr20_23_P2	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/SchYoun1/SchYoun1.P2.fa	67940996	no-chrom-match
