chrom_a	chrom_b	distance	z_score	p_value	q_value	accepted
chr02	chr07	0.073677	-14.121	0	0	True
chr04	chr05	0.075067	-13.677	0	0	True
chr08	chr10	0.075472	-13.548	0	0	True
chr23	chr25	0.075985	-13.384	0	0	True
chr13	chr14	0.076914	-13.087	0	0	True
chr17	chr26	0.079942	-12.119	0	0	True
chr09	chr11	0.080386	-11.978	0	0	True
chr03	chr12	0.086074	-10.160	0	0	True
chr15	chr18	0.092202	-8.202	1.11022e-16	3.60822e-15	True
chr12	chr21	0.092256	-8.185	1.11022e-16	3.60822e-15	False
chr16	chr20	0.093277	-7.858	1.94289e-15	5.74036e-14	True
chr03	chr24	0.093543	-7.773	3.83027e-15	1.03736e-13	False
chr01	chr15	0.096075	-6.964	1.64924e-12	4.12309e-11	False
chr06	chr22	0.096220	-6.918	2.28823e-12	5.31195e-11	True
chr19	chr21	0.101504	-5.229	8.49929e-08	1.84151e-06	True
chr01	chr06	0.101702	-5.166	1.19339e-07	2.42408e-06	False
chr03	chr19	0.101986	-5.076	1.93191e-07	3.69336e-06	False
chr01	chr22	0.102515	-4.906	4.63734e-07	8.37297e-06	False
chr01	chr16	0.103302	-4.655	1.62019e-06	2.77138e-05	False
chr15	chr16	0.109532	-2.665	0.00385494	0.0626428	False
chr01	chr20	0.109744	-2.597	0.00470625	0.0728348	False
chr06	chr20	0.110255	-2.433	0.00747691	0.110454	False
chr11	chr16	0.110708	-2.289	0.0110493	0.156132	False
chr16	chr17	0.110791	-2.262	0.0118466	0.157472	False
chr06	chr16	0.110818	-2.254	0.0121132	0.157472	False
chr15	chr17	0.110882	-2.233	0.0127748	0.159685	False
chr08	chr16	0.111523	-2.028	0.0212715	0.256046	False
chr06	chr11	0.111859	-1.921	0.027373	0.317723	False
chr08	chr15	0.112023	-1.868	0.030853	0.345766	False
chr16	chr19	0.112270	-1.789	0.0367753	0.389676	False
chr11	chr15	0.112286	-1.785	0.0371691	0.389676	False
chr06	chr08	0.112614	-1.680	0.0464982	0.472247	False
chr08	chr11	0.112805	-1.619	0.0527657	0.499237	False
chr06	chr15	0.112815	-1.615	0.0531106	0.499237	False
chr05	chr08	0.112907	-1.586	0.0563859	0.499237	False
chr02	chr05	0.112986	-1.561	0.0592886	0.499237	False
chr15	chr19	0.112997	-1.557	0.0596951	0.499237	False
chr08	chr17	0.113060	-1.537	0.0621505	0.499237	False
chr05	chr15	0.113125	-1.516	0.0647245	0.499237	False
chr21	chr22	0.113164	-1.504	0.0662834	0.499237	False
chr09	chr15	0.113170	-1.502	0.0665306	0.499237	False
chr05	chr16	0.113179	-1.499	0.0669026	0.499237	False
chr09	chr21	0.113191	-1.495	0.0674221	0.499237	False
chr02	chr08	0.113195	-1.494	0.0675889	0.499237	False
chr09	chr14	0.113310	-1.457	0.0725354	0.514741	False
chr05	chr11	0.113318	-1.455	0.0728556	0.514741	False
chr01	chr02	0.113513	-1.392	0.0819037	0.5437	False
chr05	chr06	0.113525	-1.389	0.0824855	0.5437	False
chr15	chr21	0.113528	-1.388	0.0826314	0.5437	False
chr16	chr22	0.113549	-1.381	0.0836461	0.5437	False
chr11	chr17	0.113590	-1.368	0.0856786	0.545991	False
chr04	chr09	0.113711	-1.329	0.0918922	0.572957	False
chr01	chr08	0.113751	-1.316	0.094018	0.572957	False
chr17	chr19	0.113817	-1.295	0.0976321	0.572957	False
chr06	chr17	0.113836	-1.289	0.0986554	0.572957	False
chr16	chr23	0.113837	-1.289	0.0987248	0.572957	False
chr02	chr16	0.113895	-1.270	0.101986	0.579963	False
chr06	chr13	0.113922	-1.262	0.103501	0.579963	False
chr02	chr15	0.113969	-1.247	0.106244	0.582662	False
chr02	chr06	0.113991	-1.240	0.107568	0.582662	False
chr01	chr05	0.114076	-1.212	0.112694	0.58781	False
chr16	chr21	0.114142	-1.191	0.116765	0.58781	False
chr20	chr21	0.114171	-1.182	0.118609	0.58781	False
chr12	chr15	0.114224	-1.165	0.121938	0.58781	False
chr21	chr25	0.114226	-1.164	0.122116	0.58781	False
chr02	chr11	0.114261	-1.154	0.124347	0.58781	False
chr09	chr22	0.114265	-1.152	0.124625	0.58781	False
chr09	chr16	0.114266	-1.152	0.124691	0.58781	False
chr17	chr21	0.114272	-1.150	0.125135	0.58781	False
chr13	chr16	0.114295	-1.143	0.126605	0.58781	False
chr17	chr23	0.114345	-1.127	0.129971	0.589271	False
chr15	chr22	0.114353	-1.124	0.130546	0.589271	False
chr01	chr04	0.114533	-1.066	0.143145	0.637288	False
chr15	chr23	0.114628	-1.036	0.15004	0.65896	False
chr20	chr22	0.114656	-1.027	0.152174	0.65942	False
chr09	chr17	0.114727	-1.005	0.157538	0.669706	False
chr14	chr21	0.114771	-0.990	0.160968	0.669706	False
chr13	chr15	0.114775	-0.989	0.161319	0.669706	False
chr01	chr11	0.114838	-0.969	0.166273	0.669706	False
chr05	chr17	0.114859	-0.962	0.167932	0.669706	False
chr05	chr12	0.114866	-0.960	0.168494	0.669706	False
chr19	chr23	0.114915	-0.945	0.172443	0.669706	False
chr09	chr20	0.114958	-0.931	0.176016	0.669706	False
chr14	chr16	0.114967	-0.928	0.17674	0.669706	False
chr08	chr09	0.114984	-0.922	0.178153	0.669706	False
chr12	chr16	0.114990	-0.920	0.178695	0.669706	False
chr08	chr12	0.115010	-0.914	0.180327	0.669706	False
chr06	chr14	0.115022	-0.910	0.181336	0.669706	False
chr02	chr12	0.115111	-0.882	0.188973	0.671974	False
chr09	chr10	0.115124	-0.878	0.190033	0.671974	False
chr05	chr13	0.115124	-0.878	0.190098	0.671974	False
chr01	chr09	0.115136	-0.874	0.191141	0.671974	False
chr17	chr22	0.115160	-0.866	0.193237	0.671974	False
chr04	chr14	0.115173	-0.862	0.194356	0.671974	False
chr14	chr15	0.115204	-0.852	0.197115	0.674341	False
chr08	chr13	0.115297	-0.822	0.205443	0.695511	False
chr21	chr26	0.115332	-0.811	0.208639	0.69905	False
chr14	chr22	0.115421	-0.783	0.216898	0.719304	False
chr04	chr15	0.115508	-0.755	0.225174	0.739209	False
chr01	chr10	0.115567	-0.736	0.230822	0.750173	False
chr22	chr25	0.115629	-0.716	0.236894	0.756831	False
chr11	chr13	0.115646	-0.711	0.238574	0.756831	False
chr01	chr14	0.115673	-0.702	0.24128	0.756831	False
chr13	chr17	0.115704	-0.692	0.244379	0.756831	False
chr04	chr10	0.115722	-0.687	0.246163	0.756831	False
chr22	chr26	0.115728	-0.684	0.246843	0.756831	False
chr06	chr09	0.115847	-0.647	0.258922	0.782692	False
chr04	chr16	0.115873	-0.638	0.261644	0.782692	False
chr11	chr12	0.115881	-0.636	0.262503	0.782692	False
chr15	chr20	0.115936	-0.618	0.268211	0.783493	False
chr17	chr20	0.115949	-0.614	0.269634	0.783493	False
chr15	chr25	0.115953	-0.613	0.270004	0.783493	False
chr11	chr19	0.116010	-0.595	0.276059	0.792213	False
chr04	chr08	0.116032	-0.588	0.278414	0.792213	False
chr16	chr25	0.116049	-0.582	0.280321	0.792213	False
chr14	chr17	0.116093	-0.568	0.284968	0.798401	False
chr01	chr12	0.116123	-0.558	0.28834	0.800944	False
chr02	chr17	0.116191	-0.537	0.295774	0.800999	False
chr08	chr19	0.116269	-0.512	0.304413	0.800999	False
chr14	chr20	0.116292	-0.504	0.307018	0.800999	False
chr09	chr25	0.116331	-0.492	0.311381	0.800999	False
chr06	chr12	0.116355	-0.484	0.314097	0.800999	False
chr08	chr21	0.116386	-0.474	0.317592	0.800999	False
chr15	chr26	0.116397	-0.471	0.318846	0.800999	False
chr21	chr24	0.116402	-0.469	0.319445	0.800999	False
chr19	chr22	0.116425	-0.462	0.322076	0.800999	False
chr02	chr13	0.116432	-0.460	0.322878	0.800999	False
chr12	chr17	0.116434	-0.459	0.323136	0.800999	False
chr10	chr16	0.116436	-0.458	0.323308	0.800999	False
chr25	chr26	0.116464	-0.449	0.326557	0.800999	False
chr10	chr21	0.116485	-0.443	0.32898	0.800999	False
chr04	chr22	0.116497	-0.439	0.330368	0.800999	False
chr05	chr09	0.116509	-0.435	0.331788	0.800999	False
chr01	chr13	0.116510	-0.435	0.331904	0.800999	False
chr01	chr03	0.116575	-0.414	0.339447	0.800999	False
chr21	chr23	0.116603	-0.405	0.342788	0.800999	False
chr10	chr14	0.116620	-0.400	0.344757	0.800999	False
chr02	chr04	0.116623	-0.399	0.345081	0.800999	False
chr05	chr14	0.116627	-0.397	0.345552	0.800999	False
chr08	chr14	0.116630	-0.396	0.345906	0.800999	False
chr20	chr26	0.116655	-0.388	0.348827	0.800999	False
chr20	chr25	0.116677	-0.382	0.351401	0.800999	False
chr11	chr22	0.116692	-0.377	0.35327	0.800999	False
chr22	chr24	0.116706	-0.372	0.354904	0.800999	False
chr16	chr26	0.116747	-0.359	0.359733	0.806298	False
chr11	chr14	0.116818	-0.336	0.368373	0.820008	False
chr04	chr11	0.116874	-0.319	0.375048	0.82684	False
chr04	chr17	0.116897	-0.311	0.377838	0.82684	False
chr10	chr22	0.116965	-0.289	0.386155	0.82684	False
chr01	chr17	0.116977	-0.286	0.387623	0.82684	False
chr12	chr13	0.116992	-0.281	0.38946	0.82684	False
chr04	chr21	0.117007	-0.276	0.391268	0.82684	False
chr10	chr15	0.117031	-0.268	0.394217	0.82684	False
chr09	chr26	0.117036	-0.267	0.394801	0.82684	False
chr17	chr25	0.117052	-0.262	0.396832	0.82684	False
chr06	chr21	0.117074	-0.254	0.399575	0.82684	False
chr11	chr21	0.117076	-0.254	0.399791	0.82684	False
chr11	chr23	0.117116	-0.241	0.404799	0.82684	False
chr02	chr09	0.117144	-0.232	0.408176	0.82684	False
chr04	chr06	0.117152	-0.230	0.409231	0.82684	False
chr09	chr13	0.117155	-0.229	0.409604	0.82684	False
chr02	chr14	0.117227	-0.206	0.418537	0.835688	False
chr08	chr22	0.117232	-0.204	0.41913	0.835688	False
chr19	chr20	0.117360	-0.163	0.435173	0.86203	False
chr14	chr25	0.117381	-0.156	0.437847	0.86203	False
chr01	chr21	0.117433	-0.140	0.444467	0.86203	False
chr06	chr19	0.117441	-0.137	0.44535	0.86203	False
chr01	chr07	0.117443	-0.137	0.445603	0.86203	False
chr10	chr11	0.117486	-0.123	0.451102	0.865537	False
chr04	chr20	0.117512	-0.115	0.454393	0.865537	False
chr10	chr17	0.117520	-0.112	0.455406	0.865537	False
chr05	chr10	0.117547	-0.103	0.458891	0.867091	False
chr06	chr10	0.117626	-0.078	0.468857	0.872386	False
chr18	chr21	0.117629	-0.077	0.469238	0.872386	False
chr19	chr25	0.117633	-0.076	0.469746	0.872386	False
chr19	chr26	0.117731	-0.045	0.482248	0.890514	False
chr16	chr24	0.117806	-0.020	0.491835	0.899033	False
chr09	chr19	0.117835	-0.011	0.495467	0.899033	False
chr05	chr19	0.117854	-0.005	0.497921	0.899033	False
chr08	chr23	0.117859	-0.004	0.498558	0.899033	False
chr03	chr05	0.117914	0.014	0.505506	0.899033	False
chr05	chr21	0.117933	0.020	0.507927	0.899033	False
chr14	chr26	0.117963	0.029	0.51175	0.899033	False
chr04	chr12	0.117963	0.030	0.511846	0.899033	False
chr04	chr07	0.117970	0.032	0.512706	0.899033	False
chr09	chr24	0.118005	0.043	0.517196	0.899033	False
chr05	chr23	0.118031	0.051	0.520507	0.899033	False
chr07	chr09	0.118044	0.055	0.522066	0.899033	False
chr22	chr23	0.118082	0.068	0.526933	0.899033	False
chr17	chr18	0.118091	0.070	0.528014	0.899033	False
chr12	chr14	0.118099	0.073	0.529158	0.899033	False
chr13	chr21	0.118132	0.084	0.53332	0.899033	False
chr07	chr08	0.118154	0.091	0.536082	0.899033	False
chr06	chr23	0.118158	0.092	0.536654	0.899033	False
chr23	chr26	0.118231	0.115	0.545846	0.905564	False
chr09	chr12	0.118254	0.123	0.548757	0.905564	False
chr13	chr19	0.118263	0.125	0.549927	0.905564	False
chr03	chr08	0.118277	0.130	0.551697	0.905564	False
chr11	chr25	0.118306	0.139	0.555298	0.906893	False
chr02	chr03	0.118372	0.160	0.563712	0.913714	False
chr03	chr04	0.118453	0.186	0.57382	0.913714	False
chr20	chr24	0.118484	0.196	0.577701	0.913714	False
chr05	chr22	0.118511	0.205	0.581105	0.913714	False
chr24	chr25	0.118527	0.210	0.583008	0.913714	False
chr07	chr16	0.118529	0.210	0.58332	0.913714	False
chr07	chr14	0.118530	0.211	0.583413	0.913714	False
chr24	chr26	0.118536	0.213	0.584161	0.913714	False
chr03	chr15	0.118567	0.223	0.588051	0.913714	False
chr12	chr19	0.118605	0.235	0.592709	0.913714	False
chr02	chr10	0.118618	0.239	0.594382	0.913714	False
chr10	chr12	0.118626	0.241	0.595373	0.913714	False
chr14	chr19	0.118631	0.243	0.596023	0.913714	False
chr11	chr20	0.118665	0.254	0.600225	0.915836	False
chr04	chr25	0.118690	0.262	0.603246	0.916145	False
chr03	chr09	0.118745	0.279	0.610005	0.917954	False
chr10	chr25	0.118757	0.283	0.611475	0.917954	False
chr13	chr23	0.118770	0.287	0.613067	0.917954	False
chr09	chr18	0.118802	0.298	0.616975	0.917954	False
chr10	chr20	0.118815	0.302	0.618559	0.917954	False
chr04	chr13	0.118878	0.322	0.62627	0.921875	False
chr08	chr20	0.118883	0.324	0.626875	0.921875	False
chr07	chr10	0.118911	0.332	0.630167	0.922541	False
chr18	chr26	0.118970	0.351	0.637321	0.928831	False
chr18	chr25	0.119023	0.368	0.643683	0.930997	False
chr09	chr23	0.119038	0.373	0.645379	0.930997	False
chr02	chr21	0.119067	0.382	0.648852	0.930997	False
chr13	chr22	0.119096	0.392	0.652311	0.930997	False
chr19	chr24	0.119147	0.408	0.658343	0.930997	False
chr06	chr07	0.119161	0.412	0.659983	0.930997	False
chr14	chr24	0.119179	0.418	0.662059	0.930997	False
chr11	chr26	0.119224	0.433	0.667357	0.930997	False
chr03	chr14	0.119289	0.453	0.674782	0.930997	False
chr03	chr06	0.119299	0.456	0.675961	0.930997	False
chr05	chr07	0.119299	0.456	0.675961	0.930997	False
chr07	chr15	0.119299	0.457	0.675989	0.930997	False
chr12	chr23	0.119300	0.457	0.676047	0.930997	False
chr14	chr23	0.119329	0.466	0.679399	0.931113	False
chr07	chr11	0.119370	0.479	0.68413	0.931113	False
chr18	chr22	0.119376	0.481	0.684726	0.931113	False
chr20	chr23	0.119426	0.497	0.690438	0.933668	False
chr03	chr10	0.119443	0.503	0.692351	0.933668	False
chr10	chr26	0.119554	0.538	0.704709	0.934901	False
chr08	chr26	0.119598	0.552	0.709544	0.934901	False
chr07	chr21	0.119609	0.555	0.710692	0.934901	False
chr15	chr24	0.119626	0.561	0.712628	0.934901	False
chr05	chr20	0.119628	0.562	0.712792	0.934901	False
chr02	chr23	0.119638	0.565	0.71388	0.934901	False
chr03	chr11	0.119661	0.572	0.716347	0.934901	False
chr10	chr13	0.119708	0.587	0.721412	0.934901	False
chr01	chr25	0.119748	0.600	0.725661	0.934901	False
chr10	chr19	0.119761	0.604	0.727071	0.934901	False
chr12	chr22	0.119782	0.611	0.729297	0.934901	False
chr03	chr16	0.119810	0.620	0.732251	0.934901	False
chr13	chr20	0.119813	0.621	0.732566	0.934901	False
chr01	chr19	0.119822	0.624	0.733538	0.934901	False
chr08	chr25	0.119850	0.632	0.736442	0.934936	False
chr04	chr26	0.119924	0.656	0.744133	0.939316	False
chr02	chr19	0.119939	0.661	0.745673	0.939316	False
chr17	chr24	0.119993	0.678	0.751174	0.940269	False
chr02	chr22	0.120058	0.699	0.757711	0.940269	False
chr16	chr18	0.120059	0.699	0.757861	0.940269	False
chr18	chr24	0.120089	0.709	0.76082	0.940269	False
chr18	chr20	0.120090	0.709	0.760895	0.940269	False
chr06	chr25	0.120135	0.724	0.765333	0.942171	False
chr05	chr25	0.120266	0.765	0.777989	0.954138	False
chr01	chr26	0.120319	0.782	0.782974	0.954849	False
chr03	chr21	0.120352	0.793	0.786105	0.954849	False
chr07	chr22	0.120366	0.797	0.787383	0.954849	False
chr23	chr24	0.120466	0.829	0.796563	0.96239	False
chr12	chr25	0.120583	0.867	0.806972	0.968007	False
chr04	chr19	0.120585	0.868	0.807169	0.968007	False
chr10	chr24	0.120623	0.880	0.810455	0.968238	False
chr12	chr20	0.120656	0.890	0.81332	0.968238	False
chr03	chr07	0.120691	0.901	0.816307	0.968248	False
chr04	chr24	0.120797	0.935	0.825088	0.971583	False
chr06	chr26	0.120802	0.937	0.825561	0.971583	False
chr13	chr25	0.120843	0.950	0.828891	0.971583	False
chr18	chr19	0.120897	0.967	0.833219	0.971583	False
chr01	chr23	0.120992	0.997	0.840696	0.971583	False
chr03	chr13	0.121023	1.007	0.843125	0.971583	False
chr07	chr12	0.121106	1.034	0.849354	0.971583	False
chr05	chr26	0.121178	1.057	0.854743	0.971583	False
chr10	chr23	0.121198	1.063	0.85616	0.971583	False
chr07	chr25	0.121232	1.074	0.858591	0.971583	False
chr04	chr23	0.121236	1.075	0.858895	0.971583	False
chr02	chr20	0.121239	1.076	0.859091	0.971583	False
chr14	chr18	0.121257	1.082	0.860409	0.971583	False
chr07	chr17	0.121298	1.095	0.863246	0.971583	False
chr03	chr17	0.121308	1.098	0.863962	0.971583	False
chr13	chr26	0.121623	1.199	0.884757	0.990679	False
chr02	chr25	0.121660	1.211	0.887039	0.990679	False
chr18	chr23	0.121765	1.244	0.893338	0.990718	False
chr07	chr26	0.121801	1.256	0.895395	0.990718	False
chr11	chr24	0.121815	1.260	0.896219	0.990718	False
chr12	chr26	0.121940	1.300	0.90324	0.995095	False
chr03	chr22	0.122182	1.378	0.915868	0.999075	False
chr06	chr18	0.122331	1.425	0.922981	0.999075	False
chr07	chr20	0.122434	1.458	0.927581	0.999075	False
chr07	chr13	0.122477	1.472	0.929455	0.999075	False
chr02	chr26	0.122520	1.485	0.931292	0.999075	False
chr08	chr24	0.122702	1.544	0.938672	0.999075	False
chr03	chr20	0.122756	1.561	0.940754	0.999075	False
chr04	chr18	0.122771	1.566	0.941308	0.999075	False
chr03	chr25	0.122794	1.573	0.942154	0.999075	False
chr06	chr24	0.122981	1.633	0.948777	0.999075	False
chr11	chr18	0.123026	1.647	0.950271	0.999075	False
chr13	chr24	0.123057	1.657	0.951264	0.999075	False
chr05	chr24	0.123130	1.680	0.953568	0.999075	False
chr01	chr24	0.123320	1.741	0.959196	0.999075	False
chr03	chr26	0.123761	1.882	0.9701	0.999075	False
chr03	chr23	0.123804	1.896	0.97102	0.999075	False
