unit_a	unit_b	k	shared	kmers_a	kmers_b	jaccard	containment	distance	resolution_limited	z
HAP1_chr01	HAP1_chr02	11	1774074	1862716	1933087	0.877503	0.952412	0.006134	False	43.5631
HAP1_chr01	HAP1_chr02	13	5236717	9176272	10893448	0.353045	0.570680	0.050028	False	1308.0182
HAP1_chr01	HAP1_chr02	15	2822415	14290861	18107493	0.095429	0.197498	0.116491	False	3371.0833
HAP1_chr01	HAP1_chr02	17	1480523	15676967	20064563	0.043213	0.094439	0.146516	False	7545.4907
HAP1_chr01	HAP1_chr02	19	1159736	16193415	20719883	0.032437	0.071618	0.145644	False	23422.6497
HAP1_chr01	HAP1_chr02	23	946888	16809311	21424182	0.025395	0.056331	0.130658	False	295965.9434
HAP1_chr01	HAP1_chr03	11	1757615	1862716	1909397	0.872483	0.943576	0.006412	False	47.3516
HAP1_chr01	HAP1_chr03	13	4992086	9176272	10232539	0.346270	0.544021	0.051133	False	1311.4065
HAP1_chr01	HAP1_chr03	15	2619824	14290861	16559627	0.092801	0.183322	0.118193	False	3282.0333
HAP1_chr01	HAP1_chr03	17	1362208	15676967	18238141	0.041846	0.086892	0.148330	False	7284.0570
HAP1_chr01	HAP1_chr03	19	1063906	16193415	18796395	0.031360	0.065700	0.147366	False	22560.3950
HAP1_chr01	HAP1_chr03	23	872216	16809311	19387238	0.024692	0.051889	0.131849	False	286590.2508
HAP1_chr01	HAP1_chr04	11	1763364	1862716	1917353	0.874379	0.946663	0.006307	False	46.2435
HAP1_chr01	HAP1_chr04	13	5080274	9176272	10446514	0.349340	0.553632	0.050629	False	1315.4610
HAP1_chr01	HAP1_chr04	15	2715192	14290861	17100804	0.094684	0.189995	0.116969	False	3349.6838
HAP1_chr01	HAP1_chr04	17	1427310	15676967	18926087	0.043023	0.091045	0.146765	False	7493.9817
HAP1_chr01	HAP1_chr04	19	1114811	16193415	19553072	0.032191	0.068843	0.146033	False	23178.2707
HAP1_chr01	HAP1_chr04	23	907542	16809311	20227942	0.025119	0.053990	0.131121	False	291935.0263
HAP1_chr01	HAP1_chr05	11	1752922	1862716	1902691	0.871024	0.941057	0.006493	False	48.4067
