chrom_a	chrom_b	distance	z_score	p_value	q_value	accepted
chr10	chr12	0.031309	-50.613	0	0	True
chr04	chr05	0.031705	-50.224	0	0	True
chr09	chr11	0.034541	-47.435	0	0	True
chr15	chr16	0.034926	-47.055	0	0	True
chr08	chr13	0.035984	-46.015	0	0	True
chr02	chr03	0.036499	-45.508	0	0	True
chr17	chr18	0.038288	-43.749	0	0	True
chr01	chr14	0.040343	-41.728	0	0	True
chr06	chr07	0.044069	-38.063	0	0	True
chr01	chr06	0.066556	-15.947	0	0	False
chr01	chr07	0.066853	-15.654	0	0	False
chr07	chr14	0.074925	-7.716	5.9952e-15	7.64389e-14	False
chr02	chr13	0.080210	-2.518	0.00589654	0.0693978	False
chr02	chr04	0.080274	-2.455	0.00704737	0.0770176	False
chr13	chr16	0.080315	-2.415	0.00786743	0.0802478	False
chr02	chr12	0.080433	-2.299	0.0107468	0.102766	False
chr01	chr02	0.080461	-2.271	0.0115683	0.104115	False
chr02	chr11	0.080539	-2.194	0.0141013	0.119861	False
chr11	chr13	0.080588	-2.147	0.0158965	0.128009	False
chr07	chr13	0.080783	-1.954	0.0253222	0.193715	False
chr12	chr13	0.080820	-1.918	0.0275497	0.200719	False
chr13	chr18	0.080866	-1.873	0.0305106	0.212187	False
chr11	chr12	0.080894	-1.846	0.0324782	0.216051	False
chr07	chr12	0.081148	-1.595	0.0553276	0.343894	False
chr07	chr11	0.081165	-1.579	0.0571649	0.343894	False
chr09	chr13	0.081184	-1.560	0.0593687	0.343894	False
chr02	chr08	0.081196	-1.549	0.0606872	0.343894	False
chr01	chr13	0.081284	-1.462	0.0719057	0.382039	False
chr03	chr08	0.081288	-1.458	0.0724126	0.382039	False
chr03	chr13	0.081490	-1.259	0.10399	0.522488	False
chr04	chr12	0.081507	-1.243	0.106995	0.522488	False
chr04	chr11	0.081519	-1.230	0.109279	0.522488	False
chr08	chr11	0.081577	-1.174	0.120184	0.549207	False
chr01	chr11	0.081609	-1.143	0.126552	0.549207	False
chr08	chr10	0.081622	-1.130	0.12933	0.549207	False
chr08	chr09	0.081627	-1.124	0.130474	0.549207	False
chr08	chr12	0.081649	-1.103	0.135065	0.549207	False
chr01	chr04	0.081656	-1.097	0.136404	0.549207	False
chr02	chr07	0.081675	-1.077	0.140642	0.55175	False
chr04	chr13	0.081708	-1.044	0.148129	0.559163	False
chr03	chr09	0.081716	-1.037	0.149841	0.559163	False
chr13	chr14	0.081735	-1.019	0.154179	0.561651	False
chr03	chr10	0.081812	-0.943	0.172855	0.606766	False
chr08	chr15	0.081818	-0.937	0.174495	0.606766	False
chr01	chr12	0.081838	-0.917	0.179538	0.610429	False
chr16	chr18	0.081877	-0.879	0.18983	0.63139	False
chr10	chr13	0.081927	-0.830	0.203314	0.661853	False
chr11	chr16	0.081958	-0.799	0.212114	0.676115	False
chr09	chr10	0.082010	-0.748	0.227167	0.697846	False
chr07	chr08	0.082021	-0.737	0.230442	0.697846	False
chr07	chr16	0.082028	-0.730	0.232615	0.697846	False
chr06	chr13	0.082050	-0.709	0.239279	0.704032	False
chr03	chr06	0.082097	-0.662	0.253937	0.733062	False
chr03	chr05	0.082131	-0.629	0.264768	0.735102	False
chr08	chr14	0.082131	-0.629	0.264768	0.735102	False
chr12	chr16	0.082155	-0.606	0.27239	0.735102	False
chr02	chr09	0.082159	-0.601	0.273861	0.735102	False
chr13	chr15	0.082195	-0.566	0.285775	0.735991	False
chr09	chr14	0.082197	-0.565	0.286193	0.735991	False
chr08	chr17	0.082204	-0.557	0.288624	0.735991	False
chr02	chr16	0.082241	-0.520	0.301433	0.750851	False
chr13	chr17	0.082250	-0.512	0.304267	0.750851	False
chr03	chr14	0.082363	-0.401	0.344198	0.83591	False
chr09	chr15	0.082380	-0.384	0.350465	0.837829	False
chr02	chr05	0.082410	-0.354	0.361643	0.840278	False
chr09	chr12	0.082413	-0.352	0.362473	0.840278	False
chr06	chr08	0.082451	-0.314	0.376764	0.85413	False
chr09	chr16	0.082463	-0.302	0.381347	0.85413	False
chr04	chr08	0.082474	-0.292	0.385196	0.85413	False
chr03	chr04	0.082525	-0.241	0.4046	0.871994	False
chr08	chr16	0.082532	-0.234	0.407461	0.871994	False
chr09	chr17	0.082553	-0.214	0.415209	0.871994	False
chr11	chr18	0.082577	-0.190	0.424627	0.871994	False
chr03	chr12	0.082580	-0.187	0.425784	0.871994	False
chr02	chr10	0.082586	-0.181	0.428002	0.871994	False
chr01	chr08	0.082621	-0.147	0.441453	0.871994	False
chr02	chr06	0.082644	-0.125	0.450394	0.871994	False
chr04	chr07	0.082645	-0.123	0.45088	0.871994	False
chr10	chr11	0.082666	-0.103	0.45897	0.871994	False
chr03	chr11	0.082672	-0.097	0.46141	0.871994	False
chr06	chr09	0.082682	-0.087	0.465219	0.871994	False
chr09	chr18	0.082692	-0.077	0.469227	0.871994	False
chr07	chr09	0.082702	-0.068	0.473043	0.871994	False
chr07	chr18	0.082730	-0.040	0.484111	0.881773	False
chr10	chr14	0.082762	-0.009	0.496466	0.892897	False
chr11	chr15	0.082823	0.051	0.520489	0.892897	False
chr15	chr17	0.082839	0.067	0.526854	0.892897	False
chr03	chr15	0.082853	0.081	0.532234	0.892897	False
chr02	chr14	0.082853	0.081	0.532429	0.892897	False
chr10	chr15	0.082881	0.109	0.543268	0.892897	False
chr06	chr10	0.082901	0.129	0.551157	0.892897	False
chr14	chr17	0.082919	0.146	0.558154	0.892897	False
chr02	chr15	0.082934	0.160	0.563679	0.892897	False
chr11	chr17	0.082935	0.162	0.56426	0.892897	False
chr07	chr10	0.082935	0.162	0.564454	0.892897	False
chr01	chr16	0.082966	0.192	0.576234	0.892897	False
chr14	chr16	0.082972	0.198	0.578351	0.892897	False
chr11	chr14	0.082978	0.205	0.581043	0.892897	False
chr06	chr14	0.082999	0.225	0.588999	0.892897	False
chr01	chr03	0.083006	0.231	0.591483	0.892897	False
chr14	chr18	0.083013	0.239	0.594346	0.892897	False
chr05	chr08	0.083018	0.244	0.596252	0.892897	False
chr14	chr15	0.083031	0.256	0.6011	0.892897	False
chr12	chr18	0.083078	0.302	0.618741	0.910263	False
chr05	chr13	0.083103	0.328	0.628355	0.915603	False
chr08	chr18	0.083147	0.370	0.644231	0.921845	False
chr12	chr15	0.083148	0.371	0.644689	0.921845	False
chr12	chr14	0.083181	0.404	0.656882	0.930583	False
chr10	chr17	0.083213	0.436	0.668468	0.938308	False
chr16	chr17	0.083249	0.471	0.681125	0.939177	False
chr01	chr09	0.083260	0.481	0.684803	0.939177	False
chr05	chr09	0.083289	0.509	0.694781	0.939177	False
chr04	chr09	0.083316	0.536	0.704022	0.939177	False
chr03	chr16	0.083369	0.589	0.721942	0.939177	False
chr02	chr18	0.083387	0.606	0.72785	0.939177	False
chr07	chr15	0.083394	0.614	0.730294	0.939177	False
