chrom_a	chrom_b	distance	z_score	p_value	q_value	accepted
chr06	chr16	0.061095	-3.976	3.50062e-05	0.00665118	True
chr08	chr15	0.064800	-3.566	0.000181419	0.0138017	True
chr09	chr18	0.065682	-3.468	0.000262263	0.0138017	True
chr05	chr13	0.066253	-3.405	0.000331168	0.0138017	True
chr10	chr20	0.066635	-3.362	0.000386447	0.0138017	True
chr02	chr14	0.066936	-3.329	0.000435844	0.0138017	True
chr01	chr12	0.067701	-3.244	0.000588928	0.0155674	True
chr07	chr17	0.067977	-3.214	0.000655469	0.0155674	True
chr04	chr19	0.073644	-2.586	0.00486076	0.102616	False
chr03	chr04	0.079824	-1.901	0.028672	0.47226	False
chr03	chr11	0.080323	-1.845	0.0324931	0.47226	False
chr01	chr03	0.081935	-1.667	0.0477778	0.47226	False
chr02	chr03	0.081991	-1.661	0.0483982	0.47226	False
chr03	chr07	0.082366	-1.619	0.0527235	0.47226	False
chr03	chr08	0.082676	-1.585	0.0565296	0.47226	False
chr03	chr10	0.082731	-1.579	0.0572163	0.47226	False
chr03	chr06	0.083050	-1.543	0.0613945	0.47226	False
chr04	chr07	0.083111	-1.536	0.0622085	0.47226	False
chr01	chr04	0.083119	-1.536	0.062324	0.47226	False
chr02	chr04	0.083213	-1.525	0.0636126	0.47226	False
chr04	chr08	0.083645	-1.477	0.0698102	0.47226	False
chr03	chr09	0.083727	-1.468	0.071036	0.47226	False
chr01	chr02	0.084138	-1.423	0.0774222	0.47226	False
chr02	chr08	0.084170	-1.419	0.0779378	0.47226	False
chr02	chr07	0.084178	-1.418	0.078063	0.47226	False
chr07	chr08	0.084190	-1.417	0.0782613	0.47226	False
chr04	chr10	0.084211	-1.415	0.0785981	0.47226	False
chr04	chr06	0.084248	-1.410	0.0791973	0.47226	False
chr01	chr07	0.084331	-1.401	0.0805631	0.47226	False
chr02	chr10	0.084495	-1.383	0.0833269	0.47226	False
chr07	chr10	0.084505	-1.382	0.0834927	0.47226	False
chr01	chr08	0.084699	-1.360	0.0868384	0.47226	False
chr08	chr10	0.084787	-1.351	0.0883907	0.47226	False
chr02	chr06	0.085108	-1.315	0.0942284	0.47226	False
chr04	chr09	0.085121	-1.314	0.0944706	0.47226	False
chr06	chr07	0.085121	-1.314	0.0944706	0.47226	False
chr01	chr10	0.085202	-1.305	0.0959952	0.47226	False
chr01	chr06	0.085224	-1.302	0.0964159	0.47226	False
chr06	chr08	0.085252	-1.299	0.0969377	0.47226	False
chr06	chr10	0.085402	-1.282	0.0998347	0.474215	False
chr07	chr09	0.085618	-1.259	0.10409	0.474336	False
chr02	chr09	0.085656	-1.254	0.104853	0.474336	False
chr08	chr09	0.085969	-1.220	0.111287	0.481078	False
chr01	chr09	0.085975	-1.219	0.111408	0.481078	False
chr09	chr10	0.086377	-1.174	0.120103	0.503922	False
chr06	chr09	0.086524	-1.158	0.123378	0.503922	False
chr05	chr11	0.086580	-1.152	0.124654	0.503922	False
chr15	chr19	0.088916	-0.893	0.185903	0.708823	False
chr11	chr12	0.089056	-0.878	0.190078	0.708823	False
chr11	chr15	0.089450	-0.834	0.20214	0.708823	False
chr12	chr15	0.089897	-0.784	0.216384	0.708823	False
chr11	chr17	0.089921	-0.782	0.217189	0.708823	False
chr15	chr17	0.090151	-0.756	0.224763	0.708823	False
chr12	chr19	0.090176	-0.753	0.225578	0.708823	False
chr11	chr19	0.090261	-0.744	0.228417	0.708823	False
chr14	chr15	0.090642	-0.702	0.241387	0.708823	False
chr12	chr17	0.090675	-0.698	0.242538	0.708823	False
chr02	chr05	0.090700	-0.695	0.243396	0.708823	False
chr14	chr17	0.090706	-0.695	0.243604	0.708823	False
chr11	chr14	0.090711	-0.694	0.243787	0.708823	False
chr17	chr20	0.090976	-0.665	0.253087	0.708823	False
chr11	chr20	0.091022	-0.660	0.254712	0.708823	False
chr16	chr17	0.091056	-0.656	0.255931	0.708823	False
chr12	chr14	0.091066	-0.655	0.256288	0.708823	False
chr12	chr20	0.091144	-0.646	0.259052	0.708823	False
chr11	chr16	0.091191	-0.641	0.260777	0.708823	False
chr15	chr20	0.091195	-0.641	0.260912	0.708823	False
chr17	chr19	0.091323	-0.626	0.265524	0.708823	False
chr15	chr16	0.091342	-0.624	0.266224	0.708823	False
chr12	chr16	0.091445	-0.613	0.269994	0.708823	False
chr19	chr20	0.091479	-0.609	0.271241	0.708823	False
chr05	chr08	0.091560	-0.600	0.274215	0.708823	False
chr14	chr19	0.091583	-0.598	0.275046	0.708823	False
chr14	chr16	0.091900	-0.562	0.28691	0.708823	False
chr05	chr07	0.092016	-0.550	0.291313	0.708823	False
chr16	chr20	0.092054	-0.545	0.29275	0.708823	False
chr16	chr19	0.092130	-0.537	0.295643	0.708823	False
chr05	chr06	0.092149	-0.535	0.29637	0.708823	False
chr05	chr10	0.092363	-0.511	0.304622	0.708823	False
chr14	chr20	0.092387	-0.508	0.305583	0.708823	False
chr03	chr05	0.092395	-0.508	0.305884	0.708823	False
chr12	chr18	0.092396	-0.507	0.305913	0.708823	False
chr13	chr15	0.092523	-0.493	0.310848	0.711579	False
chr15	chr18	0.092688	-0.475	0.317355	0.717826	False
chr01	chr05	0.092939	-0.447	0.327332	0.718825	False
chr18	chr20	0.092949	-0.446	0.327712	0.718825	False
chr11	chr18	0.093062	-0.434	0.332257	0.718825	False
chr17	chr18	0.093100	-0.429	0.333808	0.718825	False
chr04	chr05	0.093249	-0.413	0.339826	0.718825	False
chr05	chr09	0.093266	-0.411	0.340496	0.718825	False
chr18	chr19	0.093527	-0.382	0.351172	0.733217	False
chr14	chr18	0.093675	-0.366	0.357294	0.736259	False
chr16	chr18	0.093750	-0.357	0.36038	0.736259	False
chr11	chr13	0.094027	-0.327	0.37194	0.751794	False
chr12	chr13	0.094273	-0.299	0.382285	0.76457	False
chr13	chr17	0.094785	-0.243	0.404112	0.799805	False
chr13	chr19	0.094896	-0.230	0.408884	0.800907	False
chr13	chr16	0.095031	-0.216	0.414685	0.80398	False
chr13	chr14	0.095189	-0.198	0.421533	0.809003	False
chr13	chr20	0.095628	-0.149	0.440638	0.837213	False
chr13	chr18	0.095900	-0.119	0.452577	0.851383	False
chr08	chr12	0.100262	0.364	0.642174	0.933507	False
chr08	chr11	0.100459	0.386	0.650271	0.933507	False
chr01	chr11	0.100702	0.413	0.66021	0.933507	False
chr08	chr16	0.100726	0.416	0.661194	0.933507	False
chr02	chr11	0.101106	0.458	0.676435	0.933507	False
chr03	chr13	0.101645	0.518	0.697621	0.933507	False
chr07	chr11	0.101715	0.525	0.700312	0.933507	False
chr08	chr19	0.101860	0.541	0.705863	0.933507	False
chr02	chr12	0.101864	0.542	0.706016	0.933507	False
chr02	chr16	0.102016	0.559	0.711802	0.933507	False
chr03	chr12	0.102282	0.588	0.721788	0.933507	False
chr10	chr16	0.102384	0.599	0.725541	0.933507	False
chr03	chr16	0.102469	0.609	0.728663	0.933507	False
chr08	chr17	0.102469	0.609	0.728663	0.933507	False
chr07	chr16	0.102599	0.623	0.733445	0.933507	False
chr07	chr12	0.102699	0.634	0.737082	0.933507	False
chr03	chr19	0.102827	0.649	0.74167	0.933507	False
chr10	chr11	0.102913	0.658	0.744724	0.933507	False
chr04	chr11	0.102968	0.664	0.746687	0.933507	False
chr02	chr19	0.103031	0.671	0.748943	0.933507	False
chr10	chr12	0.103038	0.672	0.749155	0.933507	False
chr06	chr11	0.103161	0.686	0.7535	0.933507	False
chr10	chr19	0.103204	0.690	0.755001	0.933507	False
chr02	chr15	0.103313	0.702	0.758774	0.933507	False
chr07	chr19	0.103389	0.711	0.761391	0.933507	False
chr04	chr12	0.103397	0.712	0.761657	0.933507	False
chr01	chr16	0.103487	0.722	0.764761	0.933507	False
chr08	chr14	0.103635	0.738	0.76974	0.933507	False
chr07	chr15	0.103740	0.750	0.773294	0.933507	False
chr09	chr11	0.103856	0.762	0.777114	0.933507	False
chr06	chr12	0.103991	0.778	0.781576	0.933507	False
chr10	chr15	0.104000	0.779	0.78187	0.933507	False
chr09	chr16	0.104054	0.784	0.783621	0.933507	False
chr04	chr16	0.104058	0.785	0.783759	0.933507	False
chr03	chr15	0.104123	0.792	0.785849	0.933507	False
chr02	chr17	0.104241	0.805	0.789657	0.933507	False
chr06	chr19	0.104443	0.828	0.796057	0.933507	False
chr01	chr19	0.104511	0.835	0.798184	0.933507	False
chr01	chr15	0.104608	0.846	0.801181	0.933507	False
chr06	chr15	0.104609	0.846	0.801235	0.933507	False
chr10	chr17	0.104690	0.855	0.803714	0.933507	False
chr08	chr20	0.104700	0.856	0.804006	0.933507	False
chr09	chr12	0.104751	0.862	0.80558	0.933507	False
chr01	chr17	0.104922	0.881	0.81076	0.933507	False
chr03	chr17	0.105096	0.900	0.815928	0.933507	False
chr06	chr17	0.105654	0.962	0.83191	0.933507	False
chr04	chr15	0.105657	0.962	0.832014	0.933507	False
chr07	chr14	0.105764	0.974	0.834975	0.933507	False
chr02	chr20	0.105913	0.991	0.839041	0.933507	False
chr10	chr14	0.105971	0.997	0.840593	0.933507	False
chr01	chr14	0.106142	1.016	0.845156	0.933507	False
chr09	chr19	0.106152	1.017	0.845419	0.933507	False
chr08	chr18	0.106309	1.034	0.849521	0.933507	False
chr07	chr20	0.106355	1.039	0.850703	0.933507	False
chr03	chr14	0.106420	1.047	0.852384	0.933507	False
chr06	chr14	0.106468	1.052	0.853607	0.933507	False
chr09	chr15	0.106507	1.056	0.854584	0.933507	False
chr05	chr16	0.106519	1.058	0.854887	0.933507	False
chr04	chr17	0.106727	1.081	0.860086	0.933507	False
chr03	chr20	0.106811	1.090	0.862134	0.933507	False
chr02	chr18	0.106958	1.106	0.865709	0.933507	False
chr09	chr17	0.107048	1.116	0.867855	0.933507	False
chr08	chr13	0.107178	1.131	0.870906	0.933507	False
chr09	chr14	0.107358	1.151	0.87507	0.933507	False
chr05	chr12	0.107602	1.178	0.880537	0.933507	False
chr02	chr13	0.107768	1.196	0.884165	0.933507	False
chr01	chr20	0.107785	1.198	0.884522	0.933507	False
chr06	chr20	0.107846	1.205	0.885854	0.933507	False
chr05	chr15	0.107994	1.221	0.888989	0.933507	False
chr05	chr17	0.108020	1.224	0.889518	0.933507	False
chr04	chr14	0.108070	1.230	0.890565	0.933507	False
chr10	chr18	0.108155	1.239	0.892309	0.933507	False
chr07	chr18	0.108194	1.243	0.893112	0.933507	False
chr06	chr13	0.108364	1.262	0.896537	0.933507	False
chr09	chr20	0.108474	1.274	0.898713	0.933507	False
chr10	chr13	0.108526	1.280	0.899745	0.933507	False
chr05	chr14	0.108713	1.301	0.903331	0.933507	False
chr06	chr18	0.108856	1.317	0.90603	0.933507	False
chr07	chr13	0.108874	1.319	0.90635	0.933507	False
chr04	chr20	0.108947	1.327	0.907701	0.933507	False
chr01	chr18	0.108998	1.332	0.908632	0.933507	False
chr05	chr19	0.109006	1.333	0.908769	0.933507	False
chr01	chr13	0.109164	1.351	0.911621	0.933507	False
