chrom	unit_a	unit_b	hap_a	hap_b	distance	resolution_limited
chr01	HAP1_chr01	HAP2_chr01	HAP1	HAP2	0.007194	False
chr02	HAP1_chr02	HAP2_chr02	HAP1	HAP2	0.007086	False
chr03	HAP1_chr03	HAP2_chr03	HAP1	HAP2	0.011023	False
chr04	HAP1_chr04	HAP2_chr04	HAP1	HAP2	0.009629	False
chr05	HAP1_chr05	HAP2_chr05	HAP1	HAP2	0.007136	False
chr06	HAP1_chr06	HAP2_chr06	HAP1	HAP2	0.008143	False
chr07	HAP1_chr07	HAP2_chr07	HAP1	HAP2	0.009396	False
chr08	HAP1_chr08	HAP2_chr08	HAP1	HAP2	0.008101	False
chr09	HAP1_chr09	HAP2_chr09	HAP1	HAP2	0.006436	False
chr10	HAP1_chr10	HAP2_chr10	HAP1	HAP2	0.004973	False
chr11	HAP1_chr11	HAP2_chr11	HAP1	HAP2	0.007303	False
chr12	HAP1_chr12	HAP2_chr12	HAP1	HAP2	0.008889	False
chr13	HAP1_chr13	HAP2_chr13	HAP1	HAP2	0.008268	False
chr14	HAP1_chr14	HAP2_chr14	HAP1	HAP2	0.008559	False
chr15	HAP1_chr15	HAP2_chr15	HAP1	HAP2	0.006517	False
chr16	HAP1_chr16	HAP2_chr16	HAP1	HAP2	0.006283	False
chr17	HAP1_chr17	HAP2_chr17	HAP1	HAP2	0.008594	False
chr18	HAP1_chr18	HAP2_chr18	HAP1	HAP2	0.007141	False
chr19	HAP1_chr19	HAP2_chr19	HAP1	HAP2	0.008184	False
chr20	HAP1_chr20	HAP2_chr20	HAP1	HAP2	0.016440	False
chr21	HAP1_chr21	HAP2_chr21	HAP1	HAP2	0.006602	False
chr22	HAP1_chr22	HAP2_chr22	HAP1	HAP2	0.005144	False
chr23	HAP1_chr23	HAP2_chr23	HAP1	HAP2	0.010637	False
chr24	HAP1_chr24	HAP2_chr24	HAP1	HAP2	0.003652	False
chr25	HAP1_chr25	HAP2_chr25	HAP1	HAP2	0.007170	False
chr26	HAP1_chr26	HAP2_chr26	HAP1	HAP2	0.004533	False
chr27	HAP1_chr27	HAP2_chr27	HAP1	HAP2	0.008605	False
chr28	HAP1_chr28	HAP2_chr28	HAP1	HAP2	0.011509	False
chr29	HAP1_chr29	HAP2_chr29	HAP1	HAP2	0.008075	False
chr30	HAP1_chr30	HAP2_chr30	HAP1	HAP2	0.007932	False
chr31	HAP1_chr31	HAP2_chr31	HAP1	HAP2	0.006134	False
chr32	HAP1_chr32	HAP2_chr32	HAP1	HAP2	0.006443	False
chr33	HAP1_chr33	HAP2_chr33	HAP1	HAP2	0.009310	False
chr34	HAP1_chr34	HAP2_chr34	HAP1	HAP2	0.005540	False
chr35	HAP1_chr35	HAP2_chr35	HAP1	HAP2	0.007169	False
chr36	HAP1_chr36	HAP2_chr36	HAP1	HAP2	0.011663	False
