unit_a	unit_b	k_sweep	chosen_k	kmers_a	kmers_b	shared	union	jaccard_at_chosen_k	containment_at_chosen_k	distance	containment_p	resolution_limited	k_consistency_spread
HAP1_chr01	HAP1_chr02	11,13,15,17,19,23	23	45168935	30040361	1369802	73839494	0.018551	0.045599	0.144020	0.125633	False	0.120054
HAP1_chr01	HAP1_chr03	11,13,15,17,19,23	23	45168935	37337738	2165545	80341128	0.026954	0.057999	0.128133	0.116441	False	0.109420
HAP1_chr01	HAP1_chr04	11,13,15,17,19,23	23	45168935	33885950	1982541	77072344	0.025723	0.058506	0.130114	0.116106	False	0.110562
HAP1_chr01	HAP1_chr05	11,13,15,17,19,23	23	45168935	32469740	1999132	75639543	0.026430	0.061569	0.128965	0.114143	False	0.108168
HAP1_chr01	HAP1_chr06	11,13,15,17,19,23	23	45168935	29573252	1894555	72847632	0.026007	0.064063	0.129648	0.112612	False	0.108073
HAP1_chr01	HAP1_chr07	11,13,15,17,19,23	23	45168935	32224379	1970952	75422362	0.026132	0.061163	0.129445	0.114398	False	0.109237
HAP1_chr01	HAP1_chr08	11,13,15,17,19,23	23	45168935	31847751	1989218	75027468	0.026513	0.062460	0.128832	0.113589	False	0.108296
HAP1_chr01	HAP2_chr01	11,13,15,17,19,23	23	45168935	29982310	9867071	65284174	0.151140	0.329096	0.058137	0.047173	False	0.037681
HAP1_chr01	HAP2_chr02	11,13,15,17,19,23	23	45168935	27868121	1577912	71459144	0.022081	0.056621	0.136596	0.117364	False	0.113424
HAP1_chr01	HAP2_chr03	11,13,15,17,19,23	23	45168935	47894920	7539522	85524333	0.088156	0.166918	0.079130	0.074885	False	0.061036
HAP1_chr01	HAP2_chr04	11,13,15,17,19,23	23	45168935	33969916	1556620	77582231	0.020064	0.045823	0.140676	0.125446	False	0.119486
HAP1_chr01	HAP2_chr05	11,13,15,17,19,23	23	45168935	31742150	1713089	75197996	0.022781	0.053969	0.135270	0.119203	False	0.113305
HAP1_chr01	HAP2_chr06	11,13,15,17,19,23	23	45168935	29557101	1616071	73109965	0.022105	0.054676	0.136551	0.118704	False	0.113948
HAP1_chr01	HAP2_chr07	11,13,15,17,19,23	23	45168935	30406385	1581005	73994315	0.021367	0.051996	0.137997	0.120628	False	0.116230
HAP1_chr01	HAP2_chr08	11,13,15,17,19,23	23	45168935	32270268	1813594	75625609	0.023981	0.056200	0.133088	0.117650	False	0.111990
HAP1_chr01	HAP3_chr01	11,13,15,17,19,23	23	45168935	29565106	9707719	65026322	0.149289	0.328351	0.058603	0.047267	False	0.062818
HAP1_chr01	HAP3_chr02	11,13,15,17,19,23	23	45168935	28160371	1839936	71489370	0.025737	0.065338	0.130091	0.111852	False	0.107988
HAP1_chr01	HAP3_chr03	11,13,15,17,19,23	23	45168935	43394472	6712749	81850658	0.082012	0.154691	0.082024	0.077940	False	0.064858
HAP1_chr01	HAP3_chr04	11,13,15,17,19,23	23	45168935	33595055	1665814	77098176	0.021606	0.049585	0.137522	0.122441	False	0.117008
HAP1_chr01	HAP3_chr05	11,13,15,17,19,23	23	45168935	31452941	1693945	74927931	0.022608	0.053856	0.135595	0.119283	False	0.113352
HAP1_chr01	HAP3_chr06	11,13,15,17,19,23	23	45168935	30505960	1652468	74022427	0.022324	0.054169	0.136132	0.119062	False	0.114089
HAP1_chr01	HAP3_chr07	11,13,15,17,19,23	23	45168935	30798172	1588212	74378895	0.021353	0.051568	0.138024	0.120944	False	0.116287
HAP1_chr01	HAP3_chr08	11,13,15,17,19,23	23	45168935	31508631	1718597	74958969	0.022927	0.054544	0.134998	0.118797	False	0.113358
HAP1_chr01	HAP4_chr01	11,13,15,17,19,23	23	45168935	30775341	9995690	65948586	0.151568	0.324795	0.058030	0.047718	False	0.037710
HAP1_chr01	HAP4_chr02	11,13,15,17,19,23	23	45168935	28543613	1618673	72093875	0.022452	0.056709	0.135888	0.117305	False	0.113086
HAP1_chr01	HAP4_chr03	11,13,15,17,19,23	23	45168935	51694793	7855793	89007935	0.088259	0.173920	0.079083	0.073230	False	0.061539
HAP1_chr01	HAP4_chr04	11,13,15,17,19,23	23	45168935	32222954	1634868	75757021	0.021580	0.050736	0.137573	0.121565	False	0.116344
HAP1_chr01	HAP4_chr05	11,13,15,17,19,23	23	45168935	30005630	1630328	73544237	0.022168	0.054334	0.136430	0.118945	False	0.113674
HAP1_chr01	HAP4_chr06	11,13,15,17,19,23	23	45168935	28036331	1656459	71548807	0.023151	0.059083	0.134584	0.115729	False	0.111555
HAP1_chr01	HAP4_chr07	11,13,15,17,19,23	23	45168935	19659093	1253739	63574289	0.019721	0.063774	0.141411	0.112787	False	0.111535
HAP1_chr01	HAP4_chr08	11,13,15,17,19,23	23	45168935	28801791	1614601	72356125	0.022315	0.056059	0.136149	0.117747	False	0.113266
HAP1_chr02	HAP1_chr03	11,13,15,17,19,23	23	30040361	37337738	1247438	66130661	0.018863	0.041525	0.143308	0.129183	False	0.118103
HAP1_chr02	HAP1_chr04	11,13,15,17,19,23	23	30040361	33885950	1237524	62688787	0.019741	0.041195	0.141368	0.129485	False	0.152962
HAP1_chr02	HAP1_chr05	11,13,15,17,19,23	23	30040361	32469740	1193565	61316536	0.019466	0.039732	0.141967	0.130853	False	0.153387
HAP1_chr02	HAP1_chr06	11,13,15,17,19,23	23	30040361	29573252	1077785	58535828	0.018412	0.036445	0.144340	0.134111	False	0.156083
HAP1_chr02	HAP1_chr07	11,13,15,17,19,23	23	30040361	32224379	1254424	61010316	0.020561	0.041758	0.139634	0.128972	False	0.151149
HAP1_chr02	HAP1_chr08	11,13,15,17,19,23	23	30040361	31847751	1173850	60714262	0.019334	0.039076	0.142256	0.131482	False	0.153473
HAP1_chr02	HAP2_chr01	11,13,15,17,19,23	23	30040361	29982310	1345608	58677063	0.022932	0.044880	0.134988	0.126237	False	0.147096
HAP1_chr02	HAP2_chr02	11,13,15,17,19,23	23	30040361	27868121	7748080	50160402	0.154466	0.278027	0.057316	0.054134	False	0.058578
HAP1_chr02	HAP2_chr03	11,13,15,17,19,23	23	30040361	47894920	1543554	76391727	0.020206	0.051383	0.140376	0.121082	False	0.117432
HAP1_chr02	HAP2_chr04	11,13,15,17,19,23	23	30040361	33969916	1723775	62286502	0.027675	0.057382	0.127017	0.116852	False	0.139872
HAP1_chr02	HAP2_chr05	11,13,15,17,19,23	23	30040361	31742150	1327708	60454803	0.021962	0.044197	0.136827	0.126819	False	0.149025
HAP1_chr02	HAP2_chr06	11,13,15,17,19,23	23	30040361	29557101	1261092	58336370	0.021618	0.042666	0.137499	0.128157	False	0.149933
HAP1_chr02	HAP2_chr07	11,13,15,17,19,23	23	30040361	30406385	1250008	59196738	0.021116	0.041611	0.138499	0.129105	False	0.150881
HAP1_chr02	HAP2_chr08	11,13,15,17,19,23	23	30040361	32270268	1376491	60934138	0.022590	0.045821	0.135628	0.125448	False	0.147590
HAP1_chr02	HAP3_chr01	11,13,15,17,19,23	23	30040361	29565106	1350919	58254548	0.023190	0.045693	0.134514	0.125555	False	0.146562
HAP1_chr02	HAP3_chr02	11,13,15,17,19,23	23	30040361	28160371	6972300	51228432	0.136102	0.247593	0.062122	0.058889	False	0.063435
HAP1_chr02	HAP3_chr03	11,13,15,17,19,23	23	30040361	43394472	1506883	71927950	0.020950	0.050162	0.138835	0.122000	False	0.115703
HAP1_chr02	HAP3_chr04	11,13,15,17,19,23	23	30040361	33595055	1380116	62255300	0.022169	0.045942	0.136428	0.125348	False	0.111107
HAP1_chr02	HAP3_chr05	11,13,15,17,19,23	23	30040361	31452941	1303561	60189741	0.021658	0.043394	0.137421	0.127516	False	0.149581
HAP1_chr02	HAP3_chr06	11,13,15,17,19,23	23	30040361	30505960	1292729	59253592	0.021817	0.043033	0.137109	0.127832	False	0.149524
HAP1_chr02	HAP3_chr07	11,13,15,17,19,23	23	30040361	30798172	1293733	59544800	0.021727	0.043066	0.137285	0.127803	False	0.149622
HAP1_chr02	HAP3_chr08	11,13,15,17,19,23	23	30040361	31508631	1334721	60214271	0.022166	0.044431	0.136433	0.126619	False	0.148296
HAP1_chr02	HAP4_chr01	11,13,15,17,19,23	23	30040361	30775341	1391850	59423852	0.023422	0.046333	0.134090	0.125026	False	0.146173
HAP1_chr02	HAP4_chr02	11,13,15,17,19,23	23	30040361	28543613	7868323	50715651	0.155146	0.275660	0.057151	0.054485	False	0.058423
HAP1_chr02	HAP4_chr03	11,13,15,17,19,23	23	30040361	51694793	1654810	80080344	0.020664	0.055086	0.139420	0.118418	False	0.117052
HAP1_chr02	HAP4_chr04	11,13,15,17,19,23	23	30040361	32222954	1348811	60914504	0.022143	0.044900	0.136478	0.126220	False	0.148521
HAP1_chr02	HAP4_chr05	11,13,15,17,19,23	23	30040361	30005630	1351198	58694793	0.023021	0.045031	0.134825	0.126109	False	0.147345
HAP1_chr02	HAP4_chr06	11,13,15,17,19,23	23	30040361	28036331	1213155	56863537	0.021334	0.043271	0.138061	0.127623	False	0.150373
HAP1_chr02	HAP4_chr07	11,13,15,17,19,23	23	30040361	19659093	1004431	48695023	0.020627	0.051092	0.139497	0.121298	False	0.151163
HAP1_chr02	HAP4_chr08	11,13,15,17,19,23	23	30040361	28801791	1299352	57542800	0.022581	0.045114	0.135645	0.126040	False	0.147591
