unit_a	unit_b	chrom	n_markers_a	n_markers_b	n_highcopy_a	n_highcopy_b	te_marker_fraction	windowed_distance_cv
HAP1_chr01	HAP2_chr01	chr01	859	773	11642	11531	0.070427	0.190957
HAP1_chr02	HAP2_chr02	chr02	1082	1387	6567	6686	0.186297	0.387646
HAP1_chr03	HAP2_chr03	chr03	546	622	5826	5908	0.099540	0.312201
HAP1_chr04	HAP2_chr04	chr04	3811	3099	7898	7783	0.440661	0.006105
HAP1_chr05	HAP2_chr05	chr05	2333	251	5686	4022	0.266172	0.466980
HAP1_chr06	HAP2_chr06	chr06	2222	759	7022	5897	0.230745	0.467110
HAP1_chr07	HAP2_chr07	chr07	86	502	2691	3096	0.101607	0.059785
HAP1_chr08	HAP2_chr08	chr08	4427	290	6259	3357	0.490537	0.029005
HAP1_chr09	HAP2_chr09	chr09	287	526	3670	3886	0.107597	0.519336
HAP1_chr10	HAP2_chr10	chr10	1533	183	3662	2802	0.265470	0.452419
HAP1_chr11	HAP2_chr11	chr11	1511	432	3482	2605	0.319205	0.102451
HAP1_chr12	HAP2_chr12	chr12	814	301	3727	3234	0.160178	0.010784
HAP1_chr13	HAP2_chr13	chr13	10220	1662	10828	2639	0.882305	0.000602
HAP1_chr14	HAP2_chr14	chr14	1160	136	3566	2973	0.198195	0.041891
HAP1_chr15	HAP2_chr15	chr15	1475	389	5962	5372	0.164461	0.171238
HAP1_chr16	HAP2_chr16	chr16	457	59	2028	1662	0.139837	0.160469
HAP1_chr17	HAP2_chr17	chr17	1477	137	3300	2239	0.291388	0.043865
HAP1_chr18	HAP2_chr18	chr18	531	223	3696	3390	0.106407	0.065306
HAP1_chr19	HAP2_chr19	chr19	1477	508	3746	3143	0.288141	0.053646
HAP1_chr20	HAP2_chr20	chr20	27	107	1014	1094	0.063567	1.015552
HAP1_chr21	HAP2_chr21	chr21	1839	244	3856	2731	0.316229	0.052741
HAP1_chr22	HAP2_chr22	chr22	1950	32	3191	1553	0.417791	0.008082
HAP1_chr23	HAP2_chr23	chr23	502	279	2666	2474	0.151946	0.372539
HAP1_chr24	HAP2_chr24	chr24	708	253	2563	2078	0.207067	0.213278
HAP1_chr25	HAP2_chr25	chr25	382	73	969	661	0.279141	0.130514
