chrom_a	chrom_b	distance	z_score	p_value	q_value	accepted
chr07	chr08	0.086682	-10.896	0	0	True
chr09	chr12	0.087003	-10.783	0	0	True
chr14	chr15	0.088779	-10.160	0	0	True
chr04	chr18	0.090856	-9.431	0	0	True
chr11	chr17	0.091511	-9.201	0	0	True
chr05	chr06	0.093409	-8.535	0	0	True
chr10	chr13	0.100213	-6.147	3.94186e-10	8.61577e-09	True
chr05	chr10	0.100897	-5.907	1.73899e-09	3.32583e-08	False
chr01	chr03	0.101563	-5.673	6.99734e-09	1.18955e-07	True
chr11	chr13	0.103159	-5.114	1.58052e-07	2.4182e-06	False
chr02	chr03	0.103948	-4.836	6.61021e-07	9.1942e-06	False
chr03	chr16	0.104928	-4.493	3.51865e-06	4.48628e-05	False
chr14	chr18	0.108040	-3.400	0.000336694	0.00396263	False
chr01	chr07	0.110067	-2.689	0.00358461	0.0391747	False
chr01	chr09	0.110777	-2.440	0.00734799	0.0749495	False
chr01	chr06	0.111940	-2.031	0.0211051	0.19308	False
chr06	chr07	0.111960	-2.025	0.0214543	0.19308	False
chr01	chr04	0.112028	-2.001	0.0227153	0.19308	False
chr01	chr17	0.112205	-1.939	0.0262742	0.211577	False
chr04	chr07	0.112276	-1.914	0.0278296	0.212896	False
chr01	chr12	0.112359	-1.885	0.0297443	0.216709	False
chr01	chr14	0.113328	-1.545	0.061225	0.419643	False
chr01	chr08	0.113371	-1.529	0.0630836	0.419643	False
chr07	chr12	0.113583	-1.455	0.0728484	0.462494	False
chr12	chr13	0.113639	-1.436	0.0755709	0.462494	False
chr01	chr13	0.113723	-1.406	0.0798577	0.469932	False
chr09	chr17	0.114035	-1.296	0.0974268	0.552085	False
chr07	chr09	0.114148	-1.257	0.104416	0.557537	False
chr01	chr18	0.114168	-1.250	0.105677	0.557537	False
chr01	chr02	0.114360	-1.182	0.118545	0.60458	False
chr01	chr15	0.114457	-1.148	0.125433	0.609131	False
chr01	chr10	0.114560	-1.112	0.133029	0.609131	False
chr10	chr12	0.114590	-1.101	0.135343	0.609131	False
chr04	chr08	0.114590	-1.101	0.135362	0.609131	False
chr09	chr13	0.114752	-1.045	0.148118	0.647487	False
chr10	chr17	0.115080	-0.930	0.176289	0.715157	False
chr04	chr12	0.115202	-0.887	0.187598	0.715157	False
chr04	chr06	0.115230	-0.877	0.190255	0.715157	False
chr13	chr17	0.115237	-0.874	0.190923	0.715157	False
chr07	chr17	0.115323	-0.844	0.199271	0.715157	False
chr07	chr10	0.115428	-0.807	0.209699	0.715157	False
chr05	chr12	0.115467	-0.794	0.213688	0.715157	False
chr12	chr14	0.115494	-0.784	0.216432	0.715157	False
chr07	chr13	0.115513	-0.778	0.218418	0.715157	False
