chrom	unit_a	unit_b	hap_a	hap_b	distance	resolution_limited
chr01	HAP1_chr01	HAP2_chr01	HAP1	HAP2	0.002189	False
chr02	HAP1_chr02	HAP2_chr02	HAP1	HAP2	0.001480	False
chr03	HAP1_chr03	HAP2_chr03	HAP1	HAP2	0.001928	False
chr04	HAP1_chr04	HAP2_chr04	HAP1	HAP2	0.002678	False
chr05	HAP1_chr05	HAP2_chr05	HAP1	HAP2	0.000980	False
chr06	HAP1_chr06	HAP2_chr06	HAP1	HAP2	0.002258	False
chr07	HAP1_chr07	HAP2_chr07	HAP1	HAP2	0.002315	False
chr08	HAP1_chr08	HAP2_chr08	HAP1	HAP2	0.002565	False
chr09	HAP1_chr09	HAP2_chr09	HAP1	HAP2	0.001788	False
chr10	HAP1_chr10	HAP2_chr10	HAP1	HAP2	0.002422	False
chr11	HAP1_chr11	HAP2_chr11	HAP1	HAP2	0.001340	False
chr12	HAP1_chr12	HAP2_chr12	HAP1	HAP2	0.001211	False
chr13	HAP1_chr13	HAP2_chr13	HAP1	HAP2	0.002762	False
chr14	HAP1_chr14	HAP2_chr14	HAP1	HAP2	0.002553	False
chr15	HAP1_chr15	HAP2_chr15	HAP1	HAP2	0.002642	False
chr16	HAP1_chr16	HAP2_chr16	HAP1	HAP2	0.003680	False
chr17	HAP1_chr17	HAP2_chr17	HAP1	HAP2	0.002178	False
chr18	HAP1_chr18	HAP2_chr18	HAP1	HAP2	0.002086	False
chr19	HAP1_chr19	HAP2_chr19	HAP1	HAP2	0.002342	False
chr20	HAP1_chr20	HAP2_chr20	HAP1	HAP2	0.003455	False
chr21	HAP1_chr21	HAP2_chr21	HAP1	HAP2	0.001722	False
chr22	HAP1_chr22	HAP2_chr22	HAP1	HAP2	0.002461	False
chr23	HAP1_chr23	HAP2_chr23	HAP1	HAP2	0.003304	False
chr24	HAP1_chr24	HAP2_chr24	HAP1	HAP2	0.002847	False
chr25	HAP1_chr25	HAP2_chr25	HAP1	HAP2	0.002223	False
chr26	HAP1_chr26	HAP2_chr26	HAP1	HAP2	0.002222	False
chr27	HAP1_chr27	HAP2_chr27	HAP1	HAP2	0.001993	False
chr28	HAP1_chr28	HAP2_chr28	HAP1	HAP2	0.003442	False
chr29	HAP1_chr29	HAP2_chr29	HAP1	HAP2	0.002122	False
chr30	HAP1_chr30	HAP2_chr30	HAP1	HAP2	0.002510	False
chr31	HAP1_chr31	HAP2_chr31	HAP1	HAP2	0.002198	False
chr32	HAP1_chr32	HAP2_chr32	HAP1	HAP2	0.003830	False
chr33	HAP1_chr33	HAP2_chr33	HAP1	HAP2	0.002895	False
chr34	HAP1_chr34	HAP2_chr34	HAP1	HAP2	0.001362	False
