chrom_a	chrom_b	distance	z_score	p_value	q_value	accepted
chr06	chr11	0.128800	-3.346	0.000410118	0.0627481	False
chr05	chr06	0.132154	-2.886	0.00195367	0.149456	False
chr05	chr10	0.134203	-2.604	0.00460273	0.160755	False
chr10	chr11	0.134307	-2.590	0.00479804	0.160755	False
chr05	chr11	0.134886	-2.511	0.00602651	0.160755	False
chr06	chr10	0.135306	-2.453	0.00708462	0.160755	False
chr05	chr08	0.135764	-2.390	0.00842224	0.160755	False
chr09	chr15	0.135978	-2.361	0.00911989	0.160755	False
chr06	chr09	0.136110	-2.343	0.00957502	0.160755	False
chr03	chr05	0.136364	-2.308	0.0105069	0.160755	False
chr01	chr06	0.137350	-2.172	0.0149123	0.197983	False
chr05	chr09	0.137467	-2.156	0.0155281	0.197983	False
chr03	chr06	0.137775	-2.114	0.0172542	0.203068	False
chr03	chr09	0.138229	-2.052	0.020096	0.21962	False
chr06	chr15	0.139472	-1.881	0.0299742	0.270546	False
chr05	chr15	0.139772	-1.840	0.0328842	0.270546	False
chr04	chr08	0.139927	-1.819	0.0344767	0.270546	False
chr04	chr05	0.140075	-1.798	0.0360558	0.270546	False
chr01	chr05	0.140091	-1.796	0.03623	0.270546	False
chr03	chr08	0.140167	-1.786	0.037067	0.270546	False
chr09	chr11	0.140173	-1.785	0.0371337	0.270546	False
chr11	chr15	0.140488	-1.742	0.0407779	0.278614	False
chr06	chr08	0.140579	-1.729	0.0418831	0.278614	False
chr08	chr10	0.141064	-1.663	0.0481887	0.298685	False
chr09	chr10	0.141205	-1.643	0.050158	0.298685	False
chr08	chr11	0.141247	-1.638	0.0507569	0.298685	False
chr04	chr06	0.141897	-1.548	0.0607692	0.344359	False
chr08	chr09	0.142447	-1.473	0.0703941	0.381452	False
chr01	chr11	0.142549	-1.459	0.0723014	0.381452	False
chr03	chr11	0.142986	-1.399	0.0809236	0.41271	False
chr10	chr15	0.143185	-1.372	0.0850981	0.42	False
chr03	chr10	0.143454	-1.335	0.0909947	0.434631	False
