chrom_a	chrom_b	distance	z_score	p_value	q_value	accepted
chr04	chr22	0.120080	-3.564	0.00018285	0.0548549	False
chr03	chr22	0.121059	-3.287	0.000505916	0.0758874	False
chr19	chr22	0.123038	-2.729	0.00318036	0.256886	False
chr03	chr04	0.123273	-2.662	0.00388156	0.256886	False
chr18	chr22	0.123391	-2.629	0.00428144	0.256886	False
chr03	chr05	0.123849	-2.500	0.00621782	0.27843	False
chr03	chr07	0.123990	-2.460	0.0069487	0.27843	False
chr04	chr18	0.124133	-2.420	0.00776984	0.27843	False
chr07	chr22	0.124226	-2.393	0.00835291	0.27843	False
chr05	chr22	0.124630	-2.279	0.0113317	0.313954	False
chr05	chr07	0.124698	-2.260	0.0119115	0.313954	False
chr01	chr22	0.124770	-2.240	0.0125581	0.313954	False
chr03	chr19	0.125108	-2.144	0.016009	0.349475	False
chr03	chr18	0.125134	-2.137	0.0163088	0.349475	False
chr16	chr22	0.125373	-2.069	0.0192589	0.371689	False
chr05	chr19	0.125415	-2.057	0.0198234	0.371689	False
chr02	chr22	0.125773	-1.956	0.0252084	0.402723	False
chr04	chr19	0.125779	-1.955	0.0253062	0.402723	False
chr02	chr05	0.125852	-1.934	0.0265478	0.402723	False
chr18	chr19	0.125940	-1.909	0.0281186	0.402723	False
chr01	chr03	0.125992	-1.895	0.029068	0.402723	False
chr15	chr22	0.126017	-1.888	0.029533	0.402723	False
chr05	chr18	0.126156	-1.848	0.0322845	0.421102	False
chr22	chr23	0.126253	-1.821	0.0343085	0.428856	False
chr02	chr03	0.126390	-1.782	0.0373638	0.434647	False
chr07	chr18	0.126418	-1.774	0.0380025	0.434647	False
chr07	chr19	0.126483	-1.756	0.0395411	0.434647	False
chr04	chr07	0.126525	-1.744	0.040567	0.434647	False
chr01	chr19	0.126669	-1.703	0.0442415	0.44599	False
chr09	chr22	0.126683	-1.700	0.044599	0.44599	False
chr04	chr05	0.126848	-1.653	0.0491664	0.453507	False
chr01	chr18	0.126874	-1.646	0.0499161	0.453507	False
chr03	chr16	0.126949	-1.625	0.0521333	0.453507	False
chr01	chr05	0.126961	-1.621	0.0525144	0.453507	False
chr16	chr18	0.126974	-1.617	0.0529092	0.453507	False
chr01	chr07	0.127034	-1.601	0.0547402	0.456169	False
chr02	chr19	0.127225	-1.547	0.0609765	0.472176	False
chr04	chr16	0.127310	-1.523	0.0639211	0.472176	False
chr01	chr04	0.127312	-1.522	0.0640228	0.472176	False
chr20	chr22	0.127315	-1.521	0.0641157	0.472176	False
chr02	chr18	0.127327	-1.518	0.0645307	0.472176	False
chr04	chr23	0.127399	-1.497	0.0671631	0.479737	False
chr06	chr22	0.127601	-1.440	0.0748663	0.521226	False
chr16	chr19	0.127666	-1.422	0.0774999	0.521226	False
chr22	chr25	0.127743	-1.400	0.0807145	0.521226	False
chr05	chr16	0.127747	-1.399	0.080873	0.521226	False
