unit_a	unit_b	k_sweep	chosen_k	kmers_a	kmers_b	shared	union	jaccard_at_chosen_k	containment_at_chosen_k	distance	containment_p	resolution_limited	k_consistency_spread
HAP1_chr01	HAP1_chr02	11,13,15,17,19,23	23	278772440	336046922	61712658	553106704	0.111575	0.221373	0.069813	0.063458	False	0.074628
HAP1_chr01	HAP1_chr03	11,13,15,17,19,23	23	278772440	340321342	62533942	556559840	0.112358	0.224319	0.069539	0.062920	False	0.074255
HAP1_chr01	HAP1_chr04	11,13,15,17,19,23	23	278772440	283140171	56932101	504980510	0.112741	0.204224	0.069406	0.066736	False	0.073432
HAP1_chr01	HAP1_chr05	11,13,15,17,19,23	23	278772440	302410020	58241867	522940593	0.111374	0.208923	0.069883	0.065812	False	0.074549
HAP1_chr01	HAP1_chr06	11,13,15,17,19,23	23	278772440	294882527	58244401	515410566	0.113006	0.208932	0.069314	0.065811	False	0.073705
HAP1_chr01	HAP1_chr07	11,13,15,17,19,23	23	278772440	299835255	58569735	520037960	0.112626	0.210099	0.069446	0.065584	False	0.073881
HAP1_chr01	HAP2_chr01	11,13,15,17,19,23	23	278772440	284644848	274915881	288501407	0.952910	0.986166	0.001061	0.000605	False	0.001137
HAP1_chr01	HAP2_chr02	11,13,15,17,19,23	23	278772440	335581064	61645135	552708369	0.111533	0.221131	0.069827	0.063503	False	0.074640
HAP1_chr01	HAP2_chr03	11,13,15,17,19,23	23	278772440	341084894	62504135	557353199	0.112145	0.224212	0.069613	0.062939	False	0.074348
HAP1_chr01	HAP2_chr04	11,13,15,17,19,23	23	278772440	280256339	56671938	502356841	0.112812	0.203291	0.069382	0.066921	False	0.073376
HAP1_chr01	HAP2_chr05	11,13,15,17,19,23	23	278772440	301140060	58086294	521826206	0.111313	0.208365	0.069904	0.065921	False	0.074572
HAP1_chr01	HAP2_chr06	11,13,15,17,19,23	23	278772440	288528056	57601323	509699173	0.113010	0.206625	0.069313	0.066261	False	0.073660
HAP1_chr01	HAP2_chr07	11,13,15,17,19,23	23	278772440	305455792	59019097	525209135	0.112373	0.211711	0.069534	0.065274	False	0.074034
HAP1_chr02	HAP1_chr03	11,13,15,17,19,23	23	336046922	340321342	68610845	607757419	0.112892	0.204170	0.069354	0.066746	False	0.074538
HAP1_chr02	HAP1_chr04	11,13,15,17,19,23	23	336046922	283140171	62059363	557127730	0.111392	0.219182	0.069877	0.063863	False	0.074460
HAP1_chr02	HAP1_chr05	11,13,15,17,19,23	23	336046922	302410020	63569594	574887348	0.110577	0.210210	0.070164	0.065563	False	0.075330
HAP1_chr02	HAP1_chr06	11,13,15,17,19,23	23	336046922	294882527	63460656	567468793	0.111831	0.215207	0.069723	0.064608	False	0.074639
HAP1_chr02	HAP1_chr07	11,13,15,17,19,23	23	336046922	299835255	64061492	571820685	0.112031	0.213656	0.069653	0.064902	False	0.074581
HAP1_chr02	HAP2_chr01	11,13,15,17,19,23	23	336046922	284644848	62338467	558353303	0.111647	0.219004	0.069787	0.063896	False	0.074660
HAP1_chr02	HAP2_chr02	11,13,15,17,19,23	23	336046922	335581064	333249036	338378950	0.984840	0.993051	0.000333	0.000303	False	0.000371
HAP1_chr02	HAP2_chr03	11,13,15,17,19,23	23	336046922	341084894	68595032	608536784	0.112721	0.204123	0.069413	0.066756	False	0.074617
HAP1_chr02	HAP2_chr04	11,13,15,17,19,23	23	336046922	280256339	61729417	554573844	0.111310	0.220261	0.069906	0.063663	False	0.074467
HAP1_chr02	HAP2_chr05	11,13,15,17,19,23	23	336046922	301140060	63388012	573798970	0.110471	0.210493	0.070202	0.065508	False	0.075370
HAP1_chr02	HAP2_chr06	11,13,15,17,19,23	23	336046922	288528056	62688357	561886621	0.111568	0.217270	0.069815	0.064220	False	0.074695
HAP1_chr02	HAP2_chr07	11,13,15,17,19,23	23	336046922	305455792	64595003	576907711	0.111968	0.211471	0.069675	0.065320	False	0.074659
HAP1_chr03	HAP1_chr04	11,13,15,17,19,23	23	340321342	283140171	63049306	560412207	0.112505	0.222679	0.069488	0.063219	False	0.073937
HAP1_chr03	HAP1_chr05	11,13,15,17,19,23	23	340321342	302410020	64531588	578199774	0.111608	0.213391	0.069801	0.064952	False	0.074869
HAP1_chr03	HAP1_chr06	11,13,15,17,19,23	23	340321342	294882527	64394217	570809652	0.112812	0.218372	0.069382	0.064014	False	0.074198
HAP1_chr03	HAP1_chr07	11,13,15,17,19,23	23	340321342	299835255	64843961	575312636	0.112711	0.216265	0.069417	0.064408	False	0.074257
HAP1_chr03	HAP2_chr01	11,13,15,17,19,23	23	340321342	284644848	63162880	561803310	0.112429	0.221901	0.069515	0.063361	False	0.074289
HAP1_chr03	HAP2_chr02	11,13,15,17,19,23	23	340321342	335581064	68536247	607366159	0.112842	0.204232	0.069371	0.066734	False	0.074551
HAP1_chr03	HAP2_chr03	11,13,15,17,19,23	23	340321342	341084894	334770006	346636230	0.965768	0.983688	0.000764	0.000715	False	0.000886
HAP1_chr03	HAP2_chr04	11,13,15,17,19,23	23	340321342	280256339	62744376	557833305	0.112479	0.223882	0.069497	0.062999	False	0.073919
HAP1_chr03	HAP2_chr05	11,13,15,17,19,23	23	340321342	301140060	64418025	577043377	0.111635	0.213914	0.069792	0.064853	False	0.074857
HAP1_chr03	HAP2_chr06	11,13,15,17,19,23	23	340321342	288528056	63579013	565270385	0.112475	0.220356	0.069498	0.063646	False	0.074281
HAP1_chr03	HAP2_chr07	11,13,15,17,19,23	23	340321342	305455792	65400345	580376789	0.112686	0.214107	0.069425	0.064816	False	0.074324
