unit_a	unit_b	k_sweep	chosen_k	kmers_a	kmers_b	shared	union	jaccard_at_chosen_k	containment_at_chosen_k	distance	containment_p	resolution_limited	k_consistency_spread
HAP1_chr01	HAP1_chr02	11,13,15,17,19,23	23	14117922	15084850	1111370	28091402	0.039563	0.078721	0.111979	0.104627	False	0.120429
HAP1_chr01	HAP1_chr03	11,13,15,17,19,23	23	14117922	30400416	2172419	42345919	0.051302	0.153877	0.101170	0.078151	False	0.105851
HAP1_chr01	HAP1_chr04	11,13,15,17,19,23	23	14117922	15637501	1173944	28581479	0.041074	0.083153	0.110413	0.102492	False	0.119809
HAP1_chr01	HAP1_chr05	11,13,15,17,19,23	23	14117922	26236654	1424986	38929590	0.036604	0.100935	0.115235	0.094898	False	0.126394
HAP1_chr01	HAP1_chr06	11,13,15,17,19,23	23	14117922	13282576	1089412	26311086	0.041405	0.082018	0.110077	0.103028	False	0.121199
HAP1_chr01	HAP1_chr07	11,13,15,17,19,23	23	14117922	13566618	1168700	26515840	0.044076	0.086145	0.107471	0.101112	False	0.117346
HAP1_chr01	HAP1_chr08	11,13,15,17,19,23	23	14117922	14245099	1089189	27273832	0.039935	0.077149	0.111587	0.105412	False	0.121106
HAP1_chr01	HAP1_chr09	11,13,15,17,19,23	23	14117922	16106441	1200180	29024183	0.041351	0.085011	0.110132	0.101630	False	0.119480
HAP1_chr01	HAP1_chr10	11,13,15,17,19,23	23	14117922	18346478	1185465	31278935	0.037900	0.083969	0.113777	0.102111	False	0.123666
HAP1_chr01	HAP1_chr11	11,13,15,17,19,23	23	14117922	18861483	1172689	31806716	0.036869	0.083064	0.114932	0.102534	False	0.124520
HAP1_chr01	HAP1_chr12	11,13,15,17,19,23	23	14117922	17958391	1229256	30847057	0.039850	0.087071	0.111677	0.100694	False	0.122061
HAP1_chr01	HAP1_chr13	11,13,15,17,19,23	23	14117922	16682463	1149086	29651299	0.038753	0.081392	0.112844	0.103327	False	0.122517
HAP1_chr01	HAP1_chr14	11,13,15,17,19,23	23	14117922	16937673	1155938	29899657	0.038661	0.081877	0.112944	0.103095	False	0.122885
HAP1_chr01	HAP1_chr15	11,13,15,17,19,23	23	14117922	15249936	1070075	28297783	0.037815	0.075796	0.113871	0.106100	False	0.123543
HAP1_chr01	HAP1_chr16	11,13,15,17,19,23	23	14117922	12835426	906793	26046555	0.034814	0.070648	0.117339	0.108830	False	0.126392
HAP1_chr01	HAP1_chr17	11,13,15,17,19,23	23	14117922	15751629	1138319	28731232	0.039620	0.080629	0.111919	0.103694	False	0.121559
HAP1_chr01	HAP1_chr18	11,13,15,17,19,23	23	14117922	15562230	1044116	28636036	0.036462	0.073957	0.115398	0.107054	False	0.124438
HAP1_chr01	HAP2_chr01	11,13,15,17,19,23	23	14117922	13001679	12976193	14143408	0.917473	0.998040	0.001913	0.000085	False	0.001551
HAP1_chr01	HAP2_chr02	11,13,15,17,19,23	23	14117922	13411491	969854	26559559	0.036516	0.072315	0.115336	0.107925	False	0.123739
HAP1_chr01	HAP2_chr03	11,13,15,17,19,23	23	14117922	30341973	2164155	42295740	0.051167	0.153291	0.101279	0.078304	False	0.105946
HAP1_chr01	HAP2_chr04	11,13,15,17,19,23	23	14117922	14917990	1092175	27943737	0.039085	0.077361	0.112488	0.105305	False	0.121833
HAP1_chr01	HAP2_chr05	11,13,15,17,19,23	23	14117922	26092891	1386337	38824476	0.035708	0.098197	0.116275	0.095980	False	0.127328
HAP1_chr01	HAP2_chr06	11,13,15,17,19,23	23	14117922	12910189	1035697	25992414	0.039846	0.080223	0.111681	0.103891	False	0.122488
HAP1_chr01	HAP2_chr07	11,13,15,17,19,23	23	14117922	12568879	1039752	25647049	0.040541	0.082724	0.110958	0.102694	False	0.120497
HAP1_chr01	HAP2_chr08	11,13,15,17,19,23	23	14117922	13915902	1009305	27024519	0.037348	0.072529	0.114391	0.107811	False	0.123707
HAP1_chr01	HAP2_chr09	11,13,15,17,19,23	23	14117922	16060427	1197855	28980494	0.041333	0.084846	0.110150	0.101705	False	0.119525
HAP1_chr01	HAP2_chr10	11,13,15,17,19,23	23	14117922	18246041	1164890	31199073	0.037337	0.082511	0.114403	0.102795	False	0.124299
HAP1_chr01	HAP2_chr11	11,13,15,17,19,23	23	14117922	18830619	1166156	31782385	0.036692	0.082601	0.115134	0.102752	False	0.124743
HAP1_chr01	HAP2_chr12	11,13,15,17,19,23	23	14117922	17951878	1228006	30841794	0.039816	0.086982	0.111712	0.100734	False	0.122100
HAP1_chr01	HAP2_chr13	11,13,15,17,19,23	23	14117922	16336235	1111979	29342178	0.037897	0.078764	0.113780	0.104606	False	0.123445
HAP1_chr01	HAP2_chr14	11,13,15,17,19,23	23	14117922	16912909	1152478	29878353	0.038572	0.081632	0.113040	0.103212	False	0.123004
HAP1_chr01	HAP2_chr15	11,13,15,17,19,23	23	14117922	15199265	1061397	28255790	0.037564	0.075181	0.114150	0.106417	False	0.123849
