unit_a	unit_b	k	shared	kmers_a	kmers_b	jaccard	containment	distance	resolution_limited	z
HAP1_chr01	HAP1_chr02	11	2020470	2059838	2051389	0.966382	0.984928	0.001568	True	3.9316
HAP1_chr01	HAP1_chr02	13	7275456	12946041	12378753	0.403087	0.587737	0.042625	False	1143.7053
HAP1_chr01	HAP1_chr02	15	5301757	21518230	20265100	0.145327	0.261620	0.091421	False	4981.4608
HAP1_chr01	HAP1_chr02	17	4049996	24540963	23038603	0.093040	0.175792	0.104149	False	15529.5751
HAP1_chr01	HAP1_chr02	19	3743619	26113567	24465390	0.079932	0.153017	0.100544	False	54840.0438
HAP1_chr01	HAP1_chr02	23	3587006	28415975	26512565	0.069866	0.135295	0.088503	False	775170.5395
HAP1_chr01	HAP1_chr03	11	2018517	2059838	2049378	0.965475	0.984941	0.001611	True	3.9492
HAP1_chr01	HAP1_chr03	13	7153997	12946041	12097267	0.399903	0.591373	0.043061	False	1150.9845
HAP1_chr01	HAP1_chr03	15	5233579	21518230	19531685	0.146123	0.267953	0.091103	False	5030.2937
HAP1_chr01	HAP1_chr03	17	4048467	24540963	22186214	0.094859	0.182477	0.103108	False	15828.6843
HAP1_chr01	HAP1_chr03	19	3761979	26113567	23621231	0.081831	0.159263	0.099401	False	56087.8121
HAP1_chr01	HAP1_chr03	23	3609642	28415975	25750011	0.071398	0.140180	0.087622	False	791528.4713
HAP1_chr01	HAP1_chr04	11	2028094	2059838	2060002	0.969570	0.984589	0.001416	True	3.3358
HAP1_chr01	HAP1_chr04	13	7615796	12946041	13309671	0.408575	0.588272	0.041886	False	1094.6744
HAP1_chr01	HAP1_chr04	15	5412206	21518230	22783800	0.139168	0.251517	0.093948	False	4707.9927
HAP1_chr01	HAP1_chr04	17	3903867	24540963	26006895	0.083695	0.159076	0.109871	False	14049.2946
HAP1_chr01	HAP1_chr04	19	3520843	26113567	27427338	0.070389	0.134828	0.106768	False	48700.4946
HAP1_chr01	HAP1_chr04	23	3331160	28415975	29231553	0.061329	0.117228	0.093821	False	685583.0819
HAP1_chr01	HAP1_chr05	11	1996697	2059838	2025327	0.956058	0.985864	0.002066	False	5.2509
HAP1_chr01	HAP1_chr05	13	6715023	12946041	11136461	0.386644	0.602976	0.044922	False	1166.6712
HAP1_chr01	HAP1_chr05	15	4788042	21518230	17651154	0.139263	0.271259	0.093908	False	4851.3863
HAP1_chr01	HAP1_chr05	17	3616230	24540963	19900014	0.088579	0.181720	0.106799	False	14927.8203
HAP1_chr01	HAP1_chr05	19	3320384	26113567	21030021	0.075768	0.157888	0.103156	False	52464.7174
HAP1_chr01	HAP1_chr05	23	3159735	28415975	22606148	0.066017	0.139773	0.090810	False	739483.5025
HAP1_chr01	HAP1_chr06	11	2008919	2059838	2038798	0.961335	0.985345	0.001810	True	4.5203
HAP1_chr01	HAP1_chr06	13	6960076	12946041	11709819	0.393318	0.594379	0.043975	False	1148.9658
HAP1_chr01	HAP1_chr06	15	4965276	21518230	18803996	0.140433	0.264054	0.093419	False	4851.2463
HAP1_chr01	HAP1_chr06	17	3738517	24540963	21246948	0.088908	0.175955	0.106599	False	14927.6281
HAP1_chr01	HAP1_chr06	19	3426092	26113567	22479660	0.075854	0.152409	0.103101	False	52358.1410
HAP1_chr01	HAP1_chr06	23	3239829	28415975	24198240	0.065618	0.133887	0.091057	False	732860.3072
HAP1_chr01	HAP1_chr07	11	2015698	2059838	2046395	0.964202	0.984999	0.001672	True	4.0303
HAP1_chr01	HAP1_chr07	13	7192755	12946041	12435220	0.395456	0.578418	0.043676	False	1093.4030
HAP1_chr01	HAP1_chr07	15	4940782	21518230	20565760	0.133020	0.240243	0.096600	False	4534.0497
HAP1_chr01	HAP1_chr07	17	3504368	24540963	23196081	0.079226	0.151076	0.112856	False	13355.4979
HAP1_chr01	HAP1_chr07	19	3124408	26113567	24309777	0.066057	0.128525	0.109898	False	45904.6385
HAP1_chr01	HAP1_chr07	23	2897829	28415975	25671551	0.056610	0.112881	0.097108	False	636410.3212
HAP1_chr01	HAP1_chr08	11	1999209	2059838	2028616	0.956905	0.985504	0.002024	True	4.7377
HAP1_chr01	HAP1_chr08	13	6748281	12946041	11493652	0.381444	0.587131	0.045675	False	1098.7497
HAP1_chr01	HAP1_chr08	15	4523520	21518230	18494234	0.127463	0.244591	0.099117	False	4393.0322
HAP1_chr01	HAP1_chr08	17	3173696	24540963	20753096	0.075348	0.152926	0.115596	False	12790.3623
HAP1_chr01	HAP1_chr08	19	2811624	26113567	21707091	0.062468	0.129526	0.112660	False	43716.0299
HAP1_chr01	HAP1_chr08	23	2598030	28415975	22851644	0.053381	0.113691	0.099529	False	604750.1338
HAP1_chr01	HAP1_chr09	11	1991869	2059838	2020578	0.953710	0.985792	0.002180	False	5.1410
HAP1_chr01	HAP1_chr09	13	6545010	12946041	11094258	0.374101	0.589946	0.046760	False	1094.5834
HAP1_chr01	HAP1_chr09	15	4288999	21518230	17520870	0.123424	0.244794	0.101024	False	4280.1077
HAP1_chr01	HAP1_chr09	17	2980444	24540963	19539222	0.072517	0.152536	0.117694	False	12378.4187
HAP1_chr01	HAP1_chr09	19	2635003	26113567	20384671	0.060073	0.129264	0.114599	False	42277.7879
HAP1_chr01	HAP1_chr09	23	2427712	28415975	21389444	0.051242	0.113500	0.101219	False	584100.9981
HAP1_chr01	HAP1_chr10	11	1942432	2059838	1967470	0.931677	0.987274	0.003274	False	7.1710
HAP1_chr01	HAP1_chr10	13	5732681	12946041	9232728	0.348574	0.620909	0.050754	False	1150.0040
HAP1_chr01	HAP1_chr10	15	3837119	21518230	13690679	0.122311	0.280272	0.101562	False	4439.1709
HAP1_chr01	HAP1_chr10	17	2820283	24540963	15120922	0.076552	0.186515	0.114730	False	13361.3060
HAP1_chr01	HAP1_chr10	19	2550885	26113567	15800391	0.064804	0.161444	0.110844	False	46501.5435
HAP1_chr01	HAP1_chr10	23	2379511	28415975	16692261	0.055689	0.142552	0.097784	False	648069.0696
