chrom_a	chrom_b	distance	z_score	p_value	q_value	accepted
chr03	chr05	0.081240	-2.828	0.00234067	0.175271	False
chr06	chr14	0.082070	-2.756	0.00292119	0.175271	False
chr11	chr12	0.087859	-2.257	0.0120183	0.48073	False
chr01	chr13	0.092203	-1.881	0.0299598	0.594206	False
chr04	chr06	0.095436	-1.602	0.0545586	0.594206	False
chr02	chr04	0.096303	-1.527	0.0633435	0.594206	False
chr02	chr08	0.096577	-1.504	0.0663323	0.594206	False
chr01	chr04	0.096883	-1.477	0.069813	0.594206	False
chr04	chr07	0.097099	-1.459	0.0723352	0.594206	False
chr03	chr04	0.097496	-1.424	0.0771847	0.594206	False
chr01	chr02	0.097502	-1.424	0.0772503	0.594206	False
chr04	chr09	0.097558	-1.419	0.0779592	0.594206	False
chr04	chr11	0.098025	-1.379	0.0840021	0.594206	False
chr07	chr16	0.098388	-1.347	0.0889425	0.594206	False
chr04	chr10	0.099045	-1.291	0.098429	0.594206	False
chr06	chr07	0.099098	-1.286	0.0992367	0.594206	False
chr02	chr03	0.099394	-1.260	0.103775	0.594206	False
chr02	chr06	0.099644	-1.239	0.107709	0.594206	False
chr01	chr03	0.099654	-1.238	0.107865	0.594206	False
chr09	chr10	0.099978	-1.210	0.113156	0.594206	False
chr06	chr11	0.100068	-1.202	0.114642	0.594206	False
chr01	chr06	0.100533	-1.162	0.122617	0.594206	False
chr07	chr11	0.100998	-1.122	0.130964	0.594206	False
chr03	chr06	0.101079	-1.115	0.132462	0.594206	False
chr01	chr11	0.101128	-1.111	0.133371	0.594206	False
chr02	chr07	0.101198	-1.105	0.134668	0.594206	False
chr01	chr07	0.101297	-1.096	0.136539	0.594206	False
chr02	chr11	0.101427	-1.085	0.139006	0.594206	False
chr03	chr07	0.101664	-1.064	0.1436	0.594206	False
chr08	chr10	0.102132	-1.024	0.152944	0.605265	False
chr03	chr11	0.102299	-1.010	0.15636	0.605265	False
chr10	chr14	0.103357	-0.918	0.179285	0.672318	False
chr08	chr09	0.103682	-0.890	0.186714	0.678961	False
chr09	chr14	0.104509	-0.819	0.2065	0.720571	False
chr10	chr13	0.105222	-0.757	0.224504	0.720571	False
chr10	chr12	0.105450	-0.737	0.230439	0.720571	False
chr10	chr15	0.105634	-0.721	0.235304	0.720571	False
chr09	chr12	0.105802	-0.707	0.23981	0.720571	False
chr09	chr13	0.105847	-0.703	0.241012	0.720571	False
chr05	chr10	0.106004	-0.690	0.24525	0.720571	False
