seq_id	source	length	reason
CDWVXC010000001.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	1290758	no-chrom-match
CDWVXC010000010.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	199510	below-min-len
CDWVXC010000011.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	199055	below-min-len
CDWVXC010000012.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	196607	below-min-len
CDWVXC010000013.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	189998	below-min-len
CDWVXC010000014.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	188069	below-min-len
CDWVXC010000015.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	187351	below-min-len
CDWVXC010000016.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	183521	below-min-len
CDWVXC010000017.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	183134	below-min-len
CDWVXC010000018.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	180075	below-min-len
CDWVXC010000019.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	160076	below-min-len
CDWVXC010000002.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	475236	below-min-len
CDWVXC010000020.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	159400	below-min-len
CDWVXC010000021.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	149111	below-min-len
CDWVXC010000022.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	141755	below-min-len
CDWVXC010000023.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	139892	below-min-len
CDWVXC010000024.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	139097	below-min-len
CDWVXC010000025.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	124246	below-min-len
CDWVXC010000026.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	123980	below-min-len
CDWVXC010000027.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	122755	below-min-len
CDWVXC010000028.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	121269	below-min-len
CDWVXC010000029.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	113088	below-min-len
CDWVXC010000003.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	462264	below-min-len
CDWVXC010000030.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	110082	below-min-len
CDWVXC010000031.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	107137	below-min-len
CDWVXC010000032.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	103953	below-min-len
CDWVXC010000033.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	102635	below-min-len
CDWVXC010000034.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	101072	below-min-len
CDWVXC010000035.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	96600	below-min-len
CDWVXC010000036.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	96116	below-min-len
CDWVXC010000037.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	95348	below-min-len
CDWVXC010000038.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	91953	below-min-len
CDWVXC010000039.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	90638	below-min-len
CDWVXC010000004.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	378454	below-min-len
CDWVXC010000040.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	89424	below-min-len
CDWVXC010000041.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	88215	below-min-len
CDWVXC010000042.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	87202	below-min-len
CDWVXC010000043.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	78380	below-min-len
CDWVXC010000044.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	76662	below-min-len
CDWVXC010000045.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	74905	below-min-len
CDWVXC010000046.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	74186	below-min-len
CDWVXC010000047.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	73526	below-min-len
CDWVXC010000048.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	73368	below-min-len
CDWVXC010000049.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	73000	below-min-len
CDWVXC010000005.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	342094	below-min-len
CDWVXC010000050.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	72080	below-min-len
CDWVXC010000051.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	71522	below-min-len
CDWVXC010000052.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	71453	below-min-len
CDWVXC010000053.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	68327	below-min-len
CDWVXC010000054.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	66904	below-min-len
CDWVXC010000055.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	64000	below-min-len
CDWVXC010000056.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	62688	below-min-len
CDWVXC010000057.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	62463	below-min-len
CDWVXC010000058.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	61450	below-min-len
CDWVXC010000059.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	60943	below-min-len
CDWVXC010000006.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	340618	below-min-len
CDWVXC010000060.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	60280	below-min-len
CDWVXC010000061.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	60000	below-min-len
CDWVXC010000062.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	59201	below-min-len
CDWVXC010000063.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	56725	below-min-len
CDWVXC010000064.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	56112	below-min-len
CDWVXC010000065.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	55000	below-min-len
CDWVXC010000066.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	53555	below-min-len
CDWVXC010000067.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	51690	below-min-len
CDWVXC010000068.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	50614	below-min-len
CDWVXC010000069.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	49307	below-min-len
CDWVXC010000007.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	285961	below-min-len
CDWVXC010000070.1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	42193	below-min-len
