unit_id	hap	chrom	seq_id	length	source	desc
HAP1_chr01	HAP1	1	OZ377883.1	55945015	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	Trifolium repens genome assembly, chromosome: 1
HAP1_chr02	HAP1	2	OZ377884.1	66149786	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	Trifolium repens genome assembly, chromosome: 2
HAP1_chr03	HAP1	3	OZ377885.1	62841326	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	Trifolium repens genome assembly, chromosome: 3
HAP1_chr04	HAP1	4	OZ377886.1	62073719	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	Trifolium repens genome assembly, chromosome: 4
HAP1_chr05	HAP1	5	OZ377887.1	61923754	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	Trifolium repens genome assembly, chromosome: 5
HAP1_chr06	HAP1	6	OZ377888.1	61743666	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	Trifolium repens genome assembly, chromosome: 6
HAP1_chr07	HAP1	7	OZ377889.1	61564042	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	Trifolium repens genome assembly, chromosome: 7
HAP1_chr08	HAP1	8	OZ377890.1	60750167	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	Trifolium repens genome assembly, chromosome: 8
HAP1_chr09	HAP1	9	OZ377891.1	59591716	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	Trifolium repens genome assembly, chromosome: 9
HAP1_chr10	HAP1	10	OZ377892.1	59528592	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	Trifolium repens genome assembly, chromosome: 10
HAP1_chr11	HAP1	11	OZ377893.1	59196037	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	Trifolium repens genome assembly, chromosome: 11
HAP1_chr12	HAP1	12	OZ377894.1	59039091	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	Trifolium repens genome assembly, chromosome: 12
HAP1_chr13	HAP1	13	OZ377895.1	58426562	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	Trifolium repens genome assembly, chromosome: 13
HAP1_chr14	HAP1	14	OZ377896.1	57326567	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	Trifolium repens genome assembly, chromosome: 14
HAP1_chr15	HAP1	15	OZ377897.1	56990185	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	Trifolium repens genome assembly, chromosome: 15
