unit_a	unit_b	k_sweep	chosen_k	kmers_a	kmers_b	shared	union	jaccard_at_chosen_k	containment_at_chosen_k	distance	containment_p	resolution_limited	k_consistency_spread
HAP1_chr01	HAP1_chr02	11,13,15,17,19,23	23	34880205	46495802	4175034	77200973	0.054080	0.119696	0.098992	0.088164	False	0.106990
HAP1_chr01	HAP1_chr03	11,13,15,17,19,23	23	34880205	46964866	3110972	78734099	0.039512	0.089190	0.112032	0.099753	False	0.119170
HAP1_chr01	HAP1_chr04	11,13,15,17,19,23	23	34880205	47016279	3966634	77929850	0.050900	0.113722	0.101495	0.090192	False	0.109494
HAP1_chr01	HAP1_chr05	11,13,15,17,19,23	23	34880205	45402197	3999647	76282755	0.052432	0.114668	0.100269	0.089864	False	0.108321
HAP1_chr01	HAP1_chr06	11,13,15,17,19,23	23	34880205	44811833	3897100	75794938	0.051416	0.111728	0.101078	0.090891	False	0.109113
HAP1_chr01	HAP1_chr07	11,13,15,17,19,23	23	34880205	42029440	4102011	72807634	0.056340	0.117603	0.097305	0.088864	False	0.104751
HAP1_chr01	HAP1_chr08	11,13,15,17,19,23	23	34880205	40769474	3213675	72436004	0.044366	0.092135	0.107198	0.098481	False	0.113958
HAP1_chr01	HAP1_chr09	11,13,15,17,19,23	23	34880205	43533408	2950241	75463372	0.039095	0.084582	0.112477	0.101827	False	0.119735
HAP1_chr01	HAP1_chr10	11,13,15,17,19,23	23	34880205	43819966	4108176	74591995	0.055075	0.117780	0.098240	0.088804	False	0.105943
HAP1_chr01	HAP1_chr11	11,13,15,17,19,23	23	34880205	44616270	3000461	76496014	0.039224	0.086022	0.112339	0.101168	False	0.119267
HAP1_chr01	HAP1_chr12	11,13,15,17,19,23	23	34880205	43217868	3924735	74173338	0.052913	0.112520	0.099892	0.090612	False	0.107808
HAP1_chr01	HAP1_chr13	11,13,15,17,19,23	23	34880205	42365923	3158408	74087720	0.042631	0.090550	0.108860	0.099161	False	0.115880
HAP1_chr01	HAP1_chr14	11,13,15,17,19,23	23	34880205	41760390	3049045	73591550	0.041432	0.087415	0.110050	0.100540	False	0.117044
HAP1_chr01	HAP1_chr15	11,13,15,17,19,23	23	34880205	42781681	2848866	74813020	0.038080	0.081676	0.113578	0.103192	False	0.120568
HAP1_chr01	HAP1_chr16	11,13,15,17,19,23	23	34880205	32922597	7400538	60402264	0.122521	0.224786	0.066170	0.062835	False	0.065889
HAP1_chr01	HAP2_chr01	11,13,15,17,19,23	23	34880205	34275232	21296300	47859137	0.444979	0.621332	0.021073	0.020478	False	0.020658
HAP1_chr01	HAP2_chr02	11,13,15,17,19,23	23	34880205	45715104	4053225	76542084	0.052954	0.116204	0.099860	0.089337	False	0.107810
HAP1_chr01	HAP2_chr03	11,13,15,17,19,23	23	34880205	46950443	3096934	78733714	0.039334	0.088788	0.112221	0.099930	False	0.119451
HAP1_chr01	HAP2_chr04	11,13,15,17,19,23	23	34880205	48339357	4158086	79061476	0.052593	0.119210	0.100143	0.088326	False	0.108156
HAP1_chr01	HAP2_chr05	11,13,15,17,19,23	23	34880205	45779412	4059570	76600047	0.052997	0.116386	0.099827	0.089276	False	0.107713
HAP1_chr01	HAP2_chr06	11,13,15,17,19,23	23	34880205	44608011	3947021	75541195	0.052250	0.113159	0.100413	0.090388	False	0.108437
HAP1_chr01	HAP2_chr07	11,13,15,17,19,23	23	34880205	41614064	4012641	72481628	0.055361	0.115041	0.098027	0.089736	False	0.105511
HAP1_chr01	HAP2_chr08	11,13,15,17,19,23	23	34880205	40800606	3254095	72426716	0.044929	0.093293	0.106672	0.097991	False	0.113362
HAP1_chr01	HAP2_chr09	11,13,15,17,19,23	23	34880205	43184567	2899661	75165111	0.038577	0.083132	0.113035	0.102502	False	0.120142
HAP1_chr01	HAP2_chr10	11,13,15,17,19,23	23	34880205	43064858	3985305	73959758	0.053885	0.114257	0.099141	0.090006	False	0.106885
HAP1_chr01	HAP2_chr11	11,13,15,17,19,23	23	34880205	44757333	2995032	76642506	0.039078	0.085866	0.112495	0.101239	False	0.119566
HAP1_chr01	HAP2_chr12	11,13,15,17,19,23	23	34880205	42479834	3858548	73501491	0.052496	0.110623	0.100219	0.091284	False	0.108072
HAP1_chr01	HAP2_chr13	11,13,15,17,19,23	23	34880205	43024002	3131472	74772735	0.041880	0.089778	0.109601	0.099496	False	0.116575
HAP1_chr01	HAP2_chr14	11,13,15,17,19,23	23	34880205	41350081	2982746	73247540	0.040721	0.085514	0.110772	0.101399	False	0.117698
