unit_a	unit_b	k	shared	kmers_a	kmers_b	jaccard	containment	distance	resolution_limited	z
HAP1_chr01	HAP1_chr02	11	1903452	1958545	2004861	0.924026	0.971870	0.003662	False	22.7270
HAP1_chr01	HAP1_chr02	13	8939898	12546897	14590711	0.491265	0.712519	0.032096	False	1491.5985
HAP1_chr01	HAP1_chr02	15	9266131	25736265	33191594	0.186585	0.360042	0.077120	False	6084.5289
HAP1_chr01	HAP1_chr02	17	5919977	31130313	41461318	0.088793	0.190168	0.106669	False	14884.5709
HAP1_chr01	HAP1_chr02	19	4717708	33035133	44201201	0.065055	0.142809	0.110653	False	45666.9257
HAP1_chr01	HAP1_chr02	23	4175034	34880205	46495802	0.054080	0.119696	0.098992	False	614941.4085
HAP1_chr01	HAP1_chr03	11	1903778	1958545	2006564	0.923567	0.972037	0.003686	False	21.7936
HAP1_chr01	HAP1_chr03	13	8879165	12546897	14715645	0.483000	0.707678	0.032974	False	1439.4475
HAP1_chr01	HAP1_chr03	15	8823927	25736265	33777126	0.174078	0.342860	0.081039	False	5661.9867
HAP1_chr01	HAP1_chr03	17	5131620	31130313	42281533	0.075155	0.164843	0.115736	False	12717.9385
HAP1_chr01	HAP1_chr03	19	3778581	33035133	44969028	0.050907	0.114381	0.122856	False	36240.5492
HAP1_chr01	HAP1_chr03	23	3110972	34880205	46964866	0.039512	0.089190	0.112032	False	455919.7931
HAP1_chr01	HAP1_chr04	11	1904118	1958545	2005542	0.924343	0.972210	0.003646	False	22.7450
HAP1_chr01	HAP1_chr04	13	8959196	12546897	14685655	0.490287	0.714057	0.032199	False	1479.8541
HAP1_chr01	HAP1_chr04	15	9236873	25736265	33689104	0.184044	0.358905	0.077891	False	5997.6446
HAP1_chr01	HAP1_chr04	17	5794461	31130313	42203035	0.085794	0.186136	0.108527	False	14425.3750
HAP1_chr01	HAP1_chr04	19	4542539	33035133	44933435	0.061866	0.137506	0.113141	False	43606.0693
HAP1_chr01	HAP1_chr04	23	3966634	34880205	47016279	0.050900	0.113722	0.101495	False	581002.8832
HAP1_chr01	HAP1_chr05	11	1901037	1958545	2001692	0.923192	0.970637	0.003705	False	23.1432
HAP1_chr01	HAP1_chr05	13	8877877	12546897	14480416	0.489154	0.707576	0.032318	False	1488.3387
HAP1_chr01	HAP1_chr05	15	9093369	25736265	32736174	0.184154	0.353329	0.077858	False	6006.2235
HAP1_chr01	HAP1_chr05	17	5741263	31130313	40726408	0.086837	0.184427	0.107873	False	14560.0165
HAP1_chr01	HAP1_chr05	19	4543322	33035133	43312589	0.063274	0.137530	0.112026	False	44425.9821
HAP1_chr01	HAP1_chr05	23	3999647	34880205	45402197	0.052432	0.114668	0.100269	False	596161.2304
HAP1_chr01	HAP1_chr06	11	1901574	1958545	2002169	0.923480	0.970912	0.003690	False	23.2074
HAP1_chr01	HAP1_chr06	13	8845996	12546897	14433823	0.487793	0.705035	0.032462	False	1484.5153
HAP1_chr01	HAP1_chr06	15	8981910	25736265	32433794	0.182603	0.348998	0.078334	False	5956.3937
HAP1_chr01	HAP1_chr06	17	5634273	31130313	40245908	0.085703	0.180990	0.108585	False	14371.0883
HAP1_chr01	HAP1_chr06	19	4444924	33035133	42770320	0.062288	0.134551	0.112803	False	43737.5413
HAP1_chr01	HAP1_chr06	23	3897100	34880205	44811833	0.051416	0.111728	0.101078	False	584689.9553
HAP1_chr01	HAP1_chr07	11	1892646	1958545	1989527	0.920805	0.966353	0.003828	False	25.3927
HAP1_chr01	HAP1_chr07	13	8618954	12546897	13755373	0.487406	0.686939	0.032503	False	1532.4349
HAP1_chr01	HAP1_chr07	15	8821322	25736265	30134281	0.187491	0.342758	0.076848	False	6137.5827
