chrom	unit_a	unit_b	hap_a	hap_b	distance	resolution_limited
chr01	HAP1_chr01	HAP2_chr01	HAP1	HAP2	0.021010	False
chr01	HAP1_chr01	HAP3_chr01	HAP1	HAP3	0.021530	False
chr01	HAP1_chr01	HAP4_chr01	HAP1	HAP4	0.025547	False
chr01	HAP2_chr01	HAP3_chr01	HAP2	HAP3	0.021427	False
chr01	HAP2_chr01	HAP4_chr01	HAP2	HAP4	0.025894	False
chr01	HAP3_chr01	HAP4_chr01	HAP3	HAP4	0.025796	False
chr02	HAP1_chr02	HAP2_chr02	HAP1	HAP2	0.019437	False
chr02	HAP1_chr02	HAP3_chr02	HAP1	HAP3	0.020026	False
chr02	HAP1_chr02	HAP4_chr02	HAP1	HAP4	0.024177	False
chr02	HAP2_chr02	HAP3_chr02	HAP2	HAP3	0.021271	False
chr02	HAP2_chr02	HAP4_chr02	HAP2	HAP4	0.026196	False
chr02	HAP3_chr02	HAP4_chr02	HAP3	HAP4	0.025018	False
chr03	HAP1_chr03	HAP2_chr03	HAP1	HAP2	0.022547	False
chr03	HAP1_chr03	HAP3_chr03	HAP1	HAP3	0.021276	False
chr03	HAP1_chr03	HAP4_chr03	HAP1	HAP4	0.023298	False
chr03	HAP2_chr03	HAP3_chr03	HAP2	HAP3	0.023607	False
chr03	HAP2_chr03	HAP4_chr03	HAP2	HAP4	0.024024	False
chr03	HAP3_chr03	HAP4_chr03	HAP3	HAP4	0.025558	False
chr04	HAP1_chr04	HAP2_chr04	HAP1	HAP2	0.025952	False
chr04	HAP1_chr04	HAP3_chr04	HAP1	HAP3	0.023252	False
chr04	HAP1_chr04	HAP4_chr04	HAP1	HAP4	0.025551	False
chr04	HAP2_chr04	HAP3_chr04	HAP2	HAP3	0.026037	False
chr04	HAP2_chr04	HAP4_chr04	HAP2	HAP4	0.027785	False
chr04	HAP3_chr04	HAP4_chr04	HAP3	HAP4	0.025981	False
chr05	HAP1_chr05	HAP2_chr05	HAP1	HAP2	0.022631	False
chr05	HAP1_chr05	HAP3_chr05	HAP1	HAP3	0.022966	False
chr05	HAP1_chr05	HAP4_chr05	HAP1	HAP4	0.021091	False
chr05	HAP2_chr05	HAP3_chr05	HAP2	HAP3	0.023930	False
chr05	HAP2_chr05	HAP4_chr05	HAP2	HAP4	0.020058	False
chr05	HAP3_chr05	HAP4_chr05	HAP3	HAP4	0.024480	False
chr06	HAP1_chr06	HAP2_chr06	HAP1	HAP2	0.024999	False
chr06	HAP1_chr06	HAP3_chr06	HAP1	HAP3	0.020645	False
chr06	HAP1_chr06	HAP4_chr06	HAP1	HAP4	0.022413	False
chr06	HAP2_chr06	HAP3_chr06	HAP2	HAP3	0.023827	False
chr06	HAP2_chr06	HAP4_chr06	HAP2	HAP4	0.026121	False
chr06	HAP3_chr06	HAP4_chr06	HAP3	HAP4	0.021390	False
chr07	HAP1_chr07	HAP2_chr07	HAP1	HAP2	0.023291	False
chr07	HAP1_chr07	HAP3_chr07	HAP1	HAP3	0.022143	False
chr07	HAP1_chr07	HAP4_chr07	HAP1	HAP4	0.021547	False
chr07	HAP2_chr07	HAP3_chr07	HAP2	HAP3	0.023292	False
chr07	HAP2_chr07	HAP4_chr07	HAP2	HAP4	0.022669	False
chr07	HAP3_chr07	HAP4_chr07	HAP3	HAP4	0.021874	False
chr08	HAP1_chr08	HAP2_chr08	HAP1	HAP2	0.023611	False
chr08	HAP1_chr08	HAP3_chr08	HAP1	HAP3	0.019471	False
chr08	HAP1_chr08	HAP4_chr08	HAP1	HAP4	0.021744	False
chr08	HAP2_chr08	HAP3_chr08	HAP2	HAP3	0.020065	False
chr08	HAP2_chr08	HAP4_chr08	HAP2	HAP4	0.024985	False
chr08	HAP3_chr08	HAP4_chr08	HAP3	HAP4	0.023409	False
chr09	HAP1_chr09	HAP2_chr09	HAP1	HAP2	0.032607	False
chr09	HAP1_chr09	HAP3_chr09	HAP1	HAP3	0.027043	False
chr09	HAP1_chr09	HAP4_chr09	HAP1	HAP4	0.027057	False
chr09	HAP2_chr09	HAP3_chr09	HAP2	HAP3	0.031978	False
chr09	HAP2_chr09	HAP4_chr09	HAP2	HAP4	0.034638	False
chr09	HAP3_chr09	HAP4_chr09	HAP3	HAP4	0.025760	False
chr10	HAP1_chr10	HAP2_chr10	HAP1	HAP2	0.022042	False
chr10	HAP1_chr10	HAP3_chr10	HAP1	HAP3	0.021370	False
chr10	HAP1_chr10	HAP4_chr10	HAP1	HAP4	0.023095	False
chr10	HAP2_chr10	HAP3_chr10	HAP2	HAP3	0.022744	False
chr10	HAP2_chr10	HAP4_chr10	HAP2	HAP4	0.024910	False
chr10	HAP3_chr10	HAP4_chr10	HAP3	HAP4	0.024648	False
chr11	HAP1_chr11	HAP2_chr11	HAP1	HAP2	0.028917	False
chr11	HAP1_chr11	HAP3_chr11	HAP1	HAP3	0.024278	False
chr11	HAP1_chr11	HAP4_chr11	HAP1	HAP4	0.025288	False
chr11	HAP2_chr11	HAP3_chr11	HAP2	HAP3	0.027778	False
chr11	HAP2_chr11	HAP4_chr11	HAP2	HAP4	0.028386	False
chr11	HAP3_chr11	HAP4_chr11	HAP3	HAP4	0.025990	False
chr12	HAP1_chr12	HAP2_chr12	HAP1	HAP2	0.026291	False
chr12	HAP1_chr12	HAP3_chr12	HAP1	HAP3	0.024311	False
chr12	HAP1_chr12	HAP4_chr12	HAP1	HAP4	0.027818	False
chr12	HAP2_chr12	HAP3_chr12	HAP2	HAP3	0.025723	False
chr12	HAP2_chr12	HAP4_chr12	HAP2	HAP4	0.027330	False
chr12	HAP3_chr12	HAP4_chr12	HAP3	HAP4	0.028441	False
chr13	HAP1_chr13	HAP2_chr13	HAP1	HAP2	0.024324	False
chr13	HAP1_chr13	HAP3_chr13	HAP1	HAP3	0.023673	False
chr13	HAP1_chr13	HAP4_chr13	HAP1	HAP4	0.026404	False
chr13	HAP2_chr13	HAP3_chr13	HAP2	HAP3	0.024309	False
chr13	HAP2_chr13	HAP4_chr13	HAP2	HAP4	0.024708	False
chr13	HAP3_chr13	HAP4_chr13	HAP3	HAP4	0.028208	False
chr14	HAP1_chr14	HAP2_chr14	HAP1	HAP2	0.026766	False
chr14	HAP1_chr14	HAP3_chr14	HAP1	HAP3	0.028125	False
chr14	HAP1_chr14	HAP4_chr14	HAP1	HAP4	0.028031	False
chr14	HAP2_chr14	HAP3_chr14	HAP2	HAP3	0.026581	False
chr14	HAP2_chr14	HAP4_chr14	HAP2	HAP4	0.026419	False
chr14	HAP3_chr14	HAP4_chr14	HAP3	HAP4	0.029402	False
chr15	HAP1_chr15	HAP2_chr15	HAP1	HAP2	0.026137	False
chr15	HAP1_chr15	HAP3_chr15	HAP1	HAP3	0.026108	False
chr15	HAP1_chr15	HAP4_chr15	HAP1	HAP4	0.024820	False
chr15	HAP2_chr15	HAP3_chr15	HAP2	HAP3	0.024871	False
chr15	HAP2_chr15	HAP4_chr15	HAP2	HAP4	0.026261	False
chr15	HAP3_chr15	HAP4_chr15	HAP3	HAP4	0.028082	False
