unit_a	unit_b	chrom	n_markers_a	n_markers_b	n_highcopy_a	n_highcopy_b	te_marker_fraction	windowed_distance_cv
HAP1_chr01	HAP2_chr01	chr01	6311	9407	18407	21179	0.397060	0.108596
HAP1_chr01	HAP3_chr01	chr01	2500	4649	18407	18844	0.191914	0.212641
HAP1_chr01	HAP4_chr01	chr01	6613	7209	18407	18707	0.372420	0.082710
HAP2_chr01	HAP3_chr01	chr01	8872	6528	21179	18844	0.384779	0.090861
HAP2_chr01	HAP4_chr01	chr01	5811	2216	21179	18707	0.201249	0.038054
HAP3_chr01	HAP4_chr01	chr01	6703	6687	18844	18707	0.356582	0.111592
HAP1_chr02	HAP2_chr02	chr02	4494	2034	13493	12002	0.256050	0.012835
HAP1_chr02	HAP3_chr02	chr02	3802	2974	13493	13076	0.255034	0.013137
HAP1_chr02	HAP4_chr02	chr02	5197	1960	13493	10441	0.299031	0.011979
HAP2_chr02	HAP3_chr02	chr02	731	1853	12002	13076	0.103039	0.045393
HAP2_chr02	HAP4_chr02	chr02	3559	2185	12002	10441	0.255937	0.162057
HAP3_chr02	HAP4_chr02	chr02	4625	2073	13076	10441	0.284815	0.062200
HAP1_chr03	HAP2_chr03	chr03	10648	3963	17293	11970	0.499299	0.012109
HAP1_chr03	HAP3_chr03	chr03	3062	1549	17293	16208	0.137638	0.014729
HAP1_chr03	HAP4_chr03	chr03	7802	5832	17293	16708	0.400988	0.014527
HAP2_chr03	HAP3_chr03	chr03	4028	8881	11970	16208	0.458123	0.155748
HAP2_chr03	HAP4_chr03	chr03	2319	6935	11970	16708	0.322686	0.257172
HAP3_chr03	HAP4_chr03	chr03	6582	7064	16208	16708	0.414570	0.167549
HAP1_chr04	HAP2_chr04	chr04	3373	2410	10278	10015	0.284975	0.111023
HAP1_chr04	HAP3_chr04	chr04	570	1421	10278	10848	0.094244	0.045393
HAP1_chr04	HAP4_chr04	chr04	3751	2743	10278	9881	0.322139	0.066466
HAP2_chr04	HAP3_chr04	chr04	2313	3984	10015	10848	0.301826	0.107877
HAP2_chr04	HAP4_chr04	chr04	1484	1307	10015	9881	0.140279	0.184781
HAP3_chr04	HAP4_chr04	chr04	4410	2659	10848	9881	0.341020	0.146369
HAP1_chr05	HAP2_chr05	chr05	4710	512	10518	8846	0.269676	0.010206
HAP1_chr05	HAP3_chr05	chr05	2159	1405	10518	9689	0.176375	0.012270
HAP1_chr05	HAP4_chr05	chr05	5701	2203	10518	6913	0.453445	0.010546
HAP2_chr05	HAP3_chr05	chr05	666	4048	8846	9689	0.254330	0.261794
HAP2_chr05	HAP4_chr05	chr05	3813	2084	8846	6913	0.374199	0.100659
HAP3_chr05	HAP4_chr05	chr05	4372	1997	9689	6913	0.383628	0.114393
HAP1_chr06	HAP2_chr06	chr06	517	509	10368	10349	0.049525	0.012220
HAP1_chr06	HAP3_chr06	chr06	2366	1184	10368	9529	0.178419	0.009798
HAP1_chr06	HAP4_chr06	chr06	2623	1333	10368	9416	0.199960	0.014932
HAP2_chr06	HAP3_chr06	chr06	2355	1113	10349	9529	0.174464	0.212936
HAP2_chr06	HAP4_chr06	chr06	2665	1253	10349	9416	0.198229	0.074978
HAP3_chr06	HAP4_chr06	chr06	885	801	9529	9416	0.088994	0.113122
HAP1_chr07	HAP2_chr07	chr07	3967	2456	9827	8108	0.358127	0.078096
HAP1_chr07	HAP3_chr07	chr07	4684	686	9827	6182	0.335436	0.088966
HAP1_chr07	HAP4_chr07	chr07	4125	2555	9827	8043	0.373811	0.122891
HAP2_chr07	HAP3_chr07	chr07	2693	455	8108	6182	0.220294	0.047459
HAP2_chr07	HAP4_chr07	chr07	1545	1432	8108	8043	0.184323	0.141040
HAP3_chr07	HAP4_chr07	chr07	608	2793	6182	8043	0.239086	0.134668
HAP1_chr08	HAP2_chr08	chr08	4281	1310	10368	8676	0.293583	0.055385
HAP1_chr08	HAP3_chr08	chr08	3903	176	10368	8903	0.211665	0.114186
HAP1_chr08	HAP4_chr08	chr08	4868	471	10368	8185	0.287770	0.051623
HAP2_chr08	HAP3_chr08	chr08	4406	1065	8676	8903	0.311224	0.056228
HAP2_chr08	HAP4_chr08	chr08	3456	666	8676	8185	0.244469	0.136843
HAP3_chr08	HAP4_chr08	chr08	1578	657	8903	8185	0.130794	0.051494
HAP1_chr09	HAP2_chr09	chr09	4443	141	9136	4886	0.326915	0.165121
HAP1_chr09	HAP3_chr09	chr09	835	945	9136	9201	0.097071	0.048161
HAP1_chr09	HAP4_chr09	chr09	844	716	9136	9004	0.085998	0.167458
HAP2_chr09	HAP3_chr09	chr09	306	4705	4886	9201	0.355718	0.092183
HAP2_chr09	HAP4_chr09	chr09	293	4446	4886	9004	0.341181	0.183637
HAP3_chr09	HAP4_chr09	chr09	469	257	9201	9004	0.039879	0.124730
HAP1_chr10	HAP2_chr10	chr10	1154	626	6368	6119	0.142548	0.371140
HAP1_chr10	HAP3_chr10	chr10	1736	311	6368	4962	0.180671	0.155007
HAP1_chr10	HAP4_chr10	chr10	1681	340	6368	5048	0.177032	0.083843
HAP2_chr10	HAP3_chr10	chr10	1378	187	6119	4962	0.141233	0.165214
HAP2_chr10	HAP4_chr10	chr10	1347	247	6119	5048	0.142742	0.086955
HAP3_chr10	HAP4_chr10	chr10	242	328	4962	5048	0.056943	0.418035
HAP1_chr11	HAP2_chr11	chr11	362	663	4622	4920	0.107420	0.188454
HAP1_chr11	HAP3_chr11	chr11	301	799	4622	5124	0.112867	0.076413
HAP1_chr11	HAP4_chr11	chr11	302	278	4622	4605	0.062859	0.234873
HAP2_chr11	HAP3_chr11	chr11	133	337	4920	5124	0.046794	0.061236
HAP2_chr11	HAP4_chr11	chr11	673	357	4920	4605	0.108136	0.055180
HAP3_chr11	HAP4_chr11	chr11	816	297	5124	4605	0.114400	0.007182
HAP1_chr12	HAP2_chr12	chr12	1413	325	5469	4350	0.177004	0.129042
HAP1_chr12	HAP3_chr12	chr12	347	2320	5469	7442	0.206568	0.261118
HAP1_chr12	HAP4_chr12	chr12	1379	519	5469	4553	0.189383	0.036419
HAP2_chr12	HAP3_chr12	chr12	301	3363	4350	7442	0.310719	0.086109
HAP2_chr12	HAP4_chr12	chr12	318	569	4350	4553	0.099629	0.249353
HAP3_chr12	HAP4_chr12	chr12	3301	496	7442	4553	0.316549	0.011049
HAP1_chr13	HAP2_chr13	chr13	3714	1444	7063	6922	0.368824	0.153670
HAP1_chr13	HAP3_chr13	chr13	2432	1920	7063	7603	0.296741	0.166030
HAP1_chr13	HAP4_chr13	chr13	224	263	7063	7102	0.034381	0.349774
HAP2_chr13	HAP3_chr13	chr13	331	3248	6922	7603	0.246403	0.207162
HAP2_chr13	HAP4_chr13	chr13	1411	3692	6922	7102	0.363876	0.162776
HAP3_chr13	HAP4_chr13	chr13	1898	2437	7603	7102	0.294798	0.124157
