chrom_a	chrom_b	distance	z_score	p_value	q_value	accepted
chr11	chr12	0.135220	-2.375	0.00876439	0.832217	False
chr11	chr13	0.138714	-1.959	0.0250373	0.832217	False
chr09	chr11	0.138757	-1.954	0.0253385	0.832217	False
chr16	chr18	0.138851	-1.943	0.0260074	0.832217	False
chr02	chr11	0.139118	-1.911	0.0279886	0.832217	False
chr02	chr04	0.142701	-1.485	0.068836	0.832217	False
chr07	chr13	0.143260	-1.418	0.0781033	0.832217	False
chr02	chr13	0.143272	-1.417	0.0783122	0.832217	False
chr07	chr11	0.143685	-1.367	0.0857605	0.832217	False
chr01	chr08	0.143723	-1.363	0.0864716	0.832217	False
chr13	chr14	0.143910	-1.341	0.0900353	0.832217	False
chr09	chr13	0.144017	-1.328	0.0921229	0.832217	False
chr07	chr09	0.144133	-1.314	0.0944264	0.832217	False
chr11	chr14	0.144861	-1.227	0.109858	0.832217	False
chr02	chr09	0.145095	-1.199	0.115183	0.832217	False
chr11	chr16	0.145107	-1.198	0.115461	0.832217	False
chr11	chr17	0.145150	-1.193	0.116461	0.832217	False
chr02	chr07	0.145443	-1.158	0.123437	0.832217	False
chr06	chr11	0.145730	-1.124	0.13055	0.832217	False
chr12	chr13	0.145938	-1.099	0.135879	0.832217	False
chr06	chr10	0.146189	-1.069	0.142505	0.832217	False
chr01	chr02	0.146243	-1.063	0.143959	0.832217	False
chr02	chr12	0.146549	-1.026	0.152384	0.832217	False
chr11	chr18	0.146611	-1.019	0.154131	0.832217	False
chr03	chr17	0.146685	-1.010	0.156232	0.832217	False
chr11	chr15	0.146995	-0.973	0.16524	0.832217	False
chr02	chr06	0.147016	-0.971	0.165862	0.832217	False
chr01	chr09	0.147056	-0.966	0.167052	0.832217	False
chr13	chr16	0.147421	-0.922	0.178156	0.832217	False
chr08	chr11	0.147666	-0.893	0.185865	0.832217	False
chr03	chr15	0.147898	-0.866	0.193352	0.832217	False
chr01	chr11	0.147949	-0.860	0.195023	0.832217	False
chr07	chr12	0.147961	-0.858	0.195417	0.832217	False
chr09	chr12	0.148211	-0.828	0.203741	0.832217	False
chr13	chr17	0.148221	-0.827	0.204078	0.832217	False
chr01	chr07	0.148518	-0.792	0.214246	0.832217	False
chr09	chr14	0.148549	-0.788	0.215324	0.832217	False
chr02	chr16	0.148600	-0.782	0.217105	0.832217	False
chr05	chr14	0.149058	-0.727	0.23347	0.832217	False
chr03	chr11	0.149063	-0.727	0.233653	0.832217	False
chr02	chr14	0.149233	-0.707	0.2399	0.832217	False
chr02	chr17	0.149236	-0.706	0.240011	0.832217	False
chr13	chr15	0.149370	-0.690	0.245	0.832217	False
chr13	chr18	0.149592	-0.664	0.253386	0.832217	False
chr02	chr18	0.149682	-0.653	0.256829	0.832217	False
chr12	chr16	0.149692	-0.652	0.257213	0.832217	False
chr12	chr17	0.149738	-0.646	0.258983	0.832217	False
chr09	chr17	0.149932	-0.623	0.266517	0.832217	False
chr09	chr16	0.150130	-0.600	0.274319	0.832217	False
chr06	chr13	0.150218	-0.589	0.277823	0.832217	False
chr09	chr15	0.150230	-0.588	0.278302	0.832217	False
chr14	chr16	0.150256	-0.585	0.279342	0.832217	False
chr02	chr08	0.150266	-0.584	0.279743	0.832217	False
chr14	chr17	0.150278	-0.582	0.280224	0.832217	False
chr06	chr09	0.150448	-0.562	0.287082	0.832217	False
chr12	chr14	0.150862	-0.513	0.304106	0.832217	False
chr16	chr17	0.150867	-0.512	0.304314	0.832217	False
chr04	chr05	0.150940	-0.503	0.307363	0.832217	False
chr02	chr15	0.150963	-0.501	0.308326	0.832217	False
chr01	chr13	0.151164	-0.477	0.316801	0.832217	False
chr02	chr03	0.151204	-0.472	0.318499	0.832217	False
chr01	chr03	0.151318	-0.458	0.32336	0.832217	False
chr05	chr12	0.151561	-0.429	0.333822	0.832217	False
chr08	chr13	0.151667	-0.417	0.338427	0.832217	False
chr07	chr08	0.151725	-0.410	0.340957	0.832217	False
chr12	chr15	0.151836	-0.397	0.345818	0.832217	False
chr07	chr17	0.151886	-0.391	0.348017	0.832217	False
chr05	chr11	0.151903	-0.389	0.348765	0.832217	False
chr07	chr16	0.151962	-0.382	0.351368	0.832217	False
chr12	chr18	0.152132	-0.361	0.358906	0.832217	False
chr06	chr12	0.152350	-0.335	0.368653	0.832217	False
chr07	chr14	0.152360	-0.334	0.369102	0.832217	False
chr03	chr13	0.152361	-0.334	0.369147	0.832217	False
chr04	chr11	0.152379	-0.332	0.369956	0.832217	False
chr09	chr18	0.152408	-0.329	0.371261	0.832217	False
chr06	chr07	0.152554	-0.311	0.377851	0.832217	False
chr08	chr09	0.152654	-0.299	0.382386	0.832217	False
chr07	chr15	0.152777	-0.285	0.387986	0.832217	False
chr14	chr15	0.152796	-0.282	0.388853	0.832217	False
chr08	chr12	0.152878	-0.273	0.392602	0.832217	False
chr01	chr06	0.152961	-0.263	0.396407	0.832217	False
chr03	chr07	0.153292	-0.223	0.411674	0.832217	False
chr02	chr05	0.153328	-0.219	0.413343	0.832217	False
chr06	chr14	0.153436	-0.206	0.41836	0.832217	False
chr03	chr09	0.153509	-0.197	0.421758	0.832217	False
chr15	chr16	0.153855	-0.156	0.43794	0.832217	False
chr15	chr17	0.153938	-0.146	0.441839	0.832217	False
chr01	chr12	0.154058	-0.132	0.447485	0.832217	False
chr14	chr18	0.154179	-0.118	0.453189	0.832217	False
chr17	chr18	0.154231	-0.111	0.455643	0.832217	False
chr06	chr16	0.154313	-0.102	0.459517	0.832217	False
chr01	chr04	0.154325	-0.100	0.460084	0.832217	False
chr04	chr13	0.154398	-0.092	0.463537	0.832217	False
chr03	chr12	0.154638	-0.063	0.474905	0.832217	False
chr06	chr08	0.154674	-0.059	0.476612	0.832217	False
chr05	chr07	0.154848	-0.038	0.484869	0.832217	False
chr08	chr14	0.154898	-0.032	0.487243	0.832217	False
chr04	chr07	0.154984	-0.022	0.491327	0.832217	False
chr04	chr09	0.155026	-0.017	0.493322	0.832217	False
chr04	chr12	0.155039	-0.015	0.49394	0.832217	False
chr08	chr17	0.155049	-0.014	0.494415	0.832217	False
chr05	chr09	0.155091	-0.009	0.49641	0.832217	False
chr06	chr17	0.155270	0.012	0.504914	0.834144	False
chr05	chr13	0.155478	0.037	0.514793	0.834144	False
chr07	chr18	0.155500	0.040	0.515837	0.834144	False
chr06	chr15	0.155526	0.043	0.517071	0.834144	False
chr08	chr15	0.155781	0.073	0.529166	0.837143	False
chr01	chr05	0.155786	0.074	0.529403	0.837143	False
chr06	chr18	0.155875	0.084	0.533618	0.837143	False
chr08	chr16	0.156332	0.139	0.555192	0.86196	False
chr15	chr18	0.156424	0.150	0.559518	0.86196	False
chr03	chr08	0.156925	0.209	0.582936	0.884789	False
chr05	chr16	0.157217	0.244	0.596456	0.884789	False
chr03	chr16	0.157247	0.248	0.597839	0.884789	False
chr03	chr06	0.157433	0.270	0.606385	0.884789	False
chr01	chr17	0.157586	0.288	0.613376	0.884789	False
chr03	chr14	0.157619	0.292	0.614879	0.884789	False
chr08	chr18	0.157630	0.293	0.61538	0.884789	False
chr01	chr14	0.157670	0.298	0.617199	0.884789	False
chr01	chr15	0.157816	0.316	0.623816	0.884789	False
chr01	chr16	0.157896	0.325	0.627427	0.884789	False
chr05	chr15	0.158472	0.394	0.653077	0.884789	False
chr05	chr17	0.158518	0.399	0.655098	0.884789	False
chr05	chr06	0.158528	0.400	0.655536	0.884789	False
chr04	chr16	0.158588	0.407	0.658164	0.884789	False
chr05	chr08	0.158597	0.409	0.658557	0.884789	False
chr04	chr14	0.158737	0.425	0.664655	0.884789	False
chr03	chr05	0.158827	0.436	0.668552	0.884789	False
chr04	chr06	0.158877	0.442	0.67071	0.884789	False
chr07	chr19	0.158922	0.447	0.672646	0.884789	False
chr04	chr17	0.159457	0.511	0.695305	0.895237	False
chr04	chr18	0.159468	0.512	0.695764	0.895237	False
