unit_id	hap	chrom	seq_id	length	source	desc
HAP1_chr01	HAP1	1	SUPER_1	114479715	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/daSonOler1/daSonOler1.hap1.1.primary.fa.gz	
HAP1_chr02	HAP1	2	SUPER_2	111689708	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/daSonOler1/daSonOler1.hap1.1.primary.fa.gz	
HAP1_chr03	HAP1	3	SUPER_3	101767687	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/daSonOler1/daSonOler1.hap1.1.primary.fa.gz	
HAP1_chr04	HAP1	4	SUPER_4	94503447	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/daSonOler1/daSonOler1.hap1.1.primary.fa.gz	
HAP1_chr05	HAP1	5	SUPER_5	82311221	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/daSonOler1/daSonOler1.hap1.1.primary.fa.gz	
HAP1_chr06	HAP1	6	SUPER_6	81893551	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/daSonOler1/daSonOler1.hap1.1.primary.fa.gz	
HAP1_chr07	HAP1	7	SUPER_7	80942858	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/daSonOler1/daSonOler1.hap1.1.primary.fa.gz	
HAP1_chr08	HAP1	8	SUPER_8	70754398	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/daSonOler1/daSonOler1.hap1.1.primary.fa.gz	
HAP1_chr09	HAP1	9	SUPER_9	70391108	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/daSonOler1/daSonOler1.hap1.1.primary.fa.gz	
HAP1_chr10	HAP1	10	SUPER_10	68846399	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/daSonOler1/daSonOler1.hap1.1.primary.fa.gz	
HAP1_chr11	HAP1	11	SUPER_11	68803100	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/daSonOler1/daSonOler1.hap1.1.primary.fa.gz	
HAP1_chr12	HAP1	12	SUPER_12	66043765	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/daSonOler1/daSonOler1.hap1.1.primary.fa.gz	
HAP1_chr13	HAP1	13	SUPER_13	62983343	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/daSonOler1/daSonOler1.hap1.1.primary.fa.gz	
HAP1_chr14	HAP1	14	SUPER_14	58369054	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/daSonOler1/daSonOler1.hap1.1.primary.fa.gz	
HAP1_chr15	HAP1	15	SUPER_15	54695253	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/daSonOler1/daSonOler1.hap1.1.primary.fa.gz	
HAP1_chr16	HAP1	16	SUPER_16	46838873	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/daSonOler1/daSonOler1.hap1.1.primary.fa.gz	
HAP2_chr01	HAP2	1	SUPER_1	114601104	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/daSonOler1/daSonOler1.hap2.1.primary.fa.gz	
HAP2_chr02	HAP2	2	SUPER_2	111868140	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/daSonOler1/daSonOler1.hap2.1.primary.fa.gz	
HAP2_chr03	HAP2	3	SUPER_3	105654464	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/daSonOler1/daSonOler1.hap2.1.primary.fa.gz	
HAP2_chr04	HAP2	4	SUPER_4	92786665	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/daSonOler1/daSonOler1.hap2.1.primary.fa.gz	
HAP2_chr05	HAP2	5	SUPER_5	86935303	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/daSonOler1/daSonOler1.hap2.1.primary.fa.gz	
HAP2_chr06	HAP2	6	SUPER_6	83541449	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/daSonOler1/daSonOler1.hap2.1.primary.fa.gz	
HAP2_chr07	HAP2	7	SUPER_7	82079209	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/daSonOler1/daSonOler1.hap2.1.primary.fa.gz	
HAP2_chr08	HAP2	8	SUPER_8	65990085	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/daSonOler1/daSonOler1.hap2.1.primary.fa.gz	
HAP2_chr09	HAP2	9	SUPER_9	70329577	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/daSonOler1/daSonOler1.hap2.1.primary.fa.gz	
HAP2_chr10	HAP2	10	SUPER_10	68319492	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/daSonOler1/daSonOler1.hap2.1.primary.fa.gz	
HAP2_chr11	HAP2	11	SUPER_11	68939144	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/daSonOler1/daSonOler1.hap2.1.primary.fa.gz	
HAP2_chr12	HAP2	12	SUPER_12	61912851	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/daSonOler1/daSonOler1.hap2.1.primary.fa.gz	
HAP2_chr13	HAP2	13	SUPER_13	57822455	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/daSonOler1/daSonOler1.hap2.1.primary.fa.gz	
HAP2_chr14	HAP2	14	SUPER_14	59848847	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/daSonOler1/daSonOler1.hap2.1.primary.fa.gz	
HAP2_chr15	HAP2	15	SUPER_15	52274703	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/daSonOler1/daSonOler1.hap2.1.primary.fa.gz	
HAP2_chr16	HAP2	16	SUPER_16	47980767	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/daSonOler1/daSonOler1.hap2.1.primary.fa.gz	
