chrom	unit_a	unit_b	hap_a	hap_b	distance	resolution_limited
chr01	HAP1_chr01	HAP2_chr01	HAP1	HAP2	0.011840	False
chr01	HAP1_chr01	HAP3_chr01	HAP1	HAP3	0.011791	False
chr01	HAP1_chr01	HAP4_chr01	HAP1	HAP4	0.026005	False
chr01	HAP2_chr01	HAP3_chr01	HAP2	HAP3	0.005743	False
chr01	HAP2_chr01	HAP4_chr01	HAP2	HAP4	0.026814	False
chr01	HAP3_chr01	HAP4_chr01	HAP3	HAP4	0.026624	False
chr02	HAP1_chr02	HAP2_chr02	HAP1	HAP2	0.014319	False
chr02	HAP1_chr02	HAP3_chr02	HAP1	HAP3	0.013663	False
chr02	HAP1_chr02	HAP4_chr02	HAP1	HAP4	0.015862	False
chr02	HAP2_chr02	HAP3_chr02	HAP2	HAP3	0.014120	False
chr02	HAP2_chr02	HAP4_chr02	HAP2	HAP4	0.002428	False
chr02	HAP3_chr02	HAP4_chr02	HAP3	HAP4	0.015432	False
chr03	HAP1_chr03	HAP2_chr03	HAP1	HAP2	0.014489	False
chr03	HAP1_chr03	HAP3_chr03	HAP1	HAP3	0.006778	False
chr03	HAP1_chr03	HAP4_chr03	HAP1	HAP4	0.014449	False
chr03	HAP2_chr03	HAP3_chr03	HAP2	HAP3	0.014345	False
chr03	HAP2_chr03	HAP4_chr03	HAP2	HAP4	0.013671	False
chr03	HAP3_chr03	HAP4_chr03	HAP3	HAP4	0.014082	False
chr04	HAP1_chr04	HAP2_chr04	HAP1	HAP2	0.017834	False
chr04	HAP1_chr04	HAP3_chr04	HAP1	HAP3	0.018344	False
chr04	HAP1_chr04	HAP4_chr04	HAP1	HAP4	0.026785	False
chr04	HAP2_chr04	HAP3_chr04	HAP2	HAP3	0.007106	False
chr04	HAP2_chr04	HAP4_chr04	HAP2	HAP4	0.025190	False
chr04	HAP3_chr04	HAP4_chr04	HAP3	HAP4	0.025248	False
chr05	HAP1_chr05	HAP2_chr05	HAP1	HAP2	0.014418	False
chr05	HAP1_chr05	HAP3_chr05	HAP1	HAP3	0.013696	False
chr05	HAP1_chr05	HAP4_chr05	HAP1	HAP4	0.012745	False
chr05	HAP2_chr05	HAP3_chr05	HAP2	HAP3	0.012130	False
chr05	HAP2_chr05	HAP4_chr05	HAP2	HAP4	0.014068	False
chr05	HAP3_chr05	HAP4_chr05	HAP3	HAP4	0.013184	False
chr06	HAP1_chr06	HAP2_chr06	HAP1	HAP2	0.015817	False
chr06	HAP1_chr06	HAP3_chr06	HAP1	HAP3	0.016542	False
chr06	HAP1_chr06	HAP4_chr06	HAP1	HAP4	0.017586	False
chr06	HAP2_chr06	HAP3_chr06	HAP2	HAP3	0.011677	False
chr06	HAP2_chr06	HAP4_chr06	HAP2	HAP4	0.017682	False
chr06	HAP3_chr06	HAP4_chr06	HAP3	HAP4	0.015608	False
chr07	HAP1_chr07	HAP2_chr07	HAP1	HAP2	0.036074	False
chr07	HAP1_chr07	HAP3_chr07	HAP1	HAP3	0.034068	False
chr07	HAP1_chr07	HAP4_chr07	HAP1	HAP4	0.035886	False
chr07	HAP2_chr07	HAP3_chr07	HAP2	HAP3	0.013855	False
chr07	HAP2_chr07	HAP4_chr07	HAP2	HAP4	0.013624	False
chr07	HAP3_chr07	HAP4_chr07	HAP3	HAP4	0.012909	False
chr08	HAP1_chr08	HAP2_chr08	HAP1	HAP2	0.010395	False
chr08	HAP1_chr08	HAP3_chr08	HAP1	HAP3	0.007132	False
chr08	HAP1_chr08	HAP4_chr08	HAP1	HAP4	0.010430	False
chr08	HAP2_chr08	HAP3_chr08	HAP2	HAP3	0.010608	False
chr08	HAP2_chr08	HAP4_chr08	HAP2	HAP4	0.010244	False
chr08	HAP3_chr08	HAP4_chr08	HAP3	HAP4	0.010597	False
chr09	HAP1_chr09	HAP2_chr09	HAP1	HAP2	0.014146	False
chr09	HAP1_chr09	HAP3_chr09	HAP1	HAP3	0.014063	False
chr09	HAP1_chr09	HAP4_chr09	HAP1	HAP4	0.010367	False
chr09	HAP2_chr09	HAP3_chr09	HAP2	HAP3	0.012567	False
chr09	HAP2_chr09	HAP4_chr09	HAP2	HAP4	0.014322	False
chr09	HAP3_chr09	HAP4_chr09	HAP3	HAP4	0.014567	False
chr10	HAP1_chr10	HAP2_chr10	HAP1	HAP2	0.012287	False
chr10	HAP1_chr10	HAP3_chr10	HAP1	HAP3	0.013727	False
chr10	HAP1_chr10	HAP4_chr10	HAP1	HAP4	0.014192	False
chr10	HAP2_chr10	HAP3_chr10	HAP2	HAP3	0.013825	False
chr10	HAP2_chr10	HAP4_chr10	HAP2	HAP4	0.014112	False
chr10	HAP3_chr10	HAP4_chr10	HAP3	HAP4	0.009733	False
chr11	HAP1_chr11	HAP2_chr11	HAP1	HAP2	0.012254	False
chr11	HAP1_chr11	HAP3_chr11	HAP1	HAP3	0.011496	False
chr11	HAP1_chr11	HAP4_chr11	HAP1	HAP4	0.011430	False
chr11	HAP2_chr11	HAP3_chr11	HAP2	HAP3	0.011051	False
chr11	HAP2_chr11	HAP4_chr11	HAP2	HAP4	0.008532	False
chr11	HAP3_chr11	HAP4_chr11	HAP3	HAP4	0.011732	False
chr12	HAP1_chr12	HAP2_chr12	HAP1	HAP2	0.015784	False
chr12	HAP1_chr12	HAP3_chr12	HAP1	HAP3	0.015776	False
chr12	HAP1_chr12	HAP4_chr12	HAP1	HAP4	0.008148	False
chr12	HAP2_chr12	HAP3_chr12	HAP2	HAP3	0.015197	False
chr12	HAP2_chr12	HAP4_chr12	HAP2	HAP4	0.015839	False
chr12	HAP3_chr12	HAP4_chr12	HAP3	HAP4	0.015826	False
chr13	HAP1_chr13	HAP2_chr13	HAP1	HAP2	0.111241	False
chr13	HAP1_chr13	HAP3_chr13	HAP1	HAP3	0.110827	False
chr13	HAP1_chr13	HAP4_chr13	HAP1	HAP4	0.109796	False
chr13	HAP2_chr13	HAP3_chr13	HAP2	HAP3	0.011496	False
chr13	HAP2_chr13	HAP4_chr13	HAP2	HAP4	0.013958	False
chr13	HAP3_chr13	HAP4_chr13	HAP3	HAP4	0.014210	False
chr14	HAP1_chr14	HAP2_chr14	HAP1	HAP2	0.110427	False
chr14	HAP1_chr14	HAP3_chr14	HAP1	HAP3	0.110517	False
chr14	HAP1_chr14	HAP4_chr14	HAP1	HAP4	0.113822	False
chr14	HAP2_chr14	HAP3_chr14	HAP2	HAP3	0.013439	False
chr14	HAP2_chr14	HAP4_chr14	HAP2	HAP4	0.013056	False
chr14	HAP3_chr14	HAP4_chr14	HAP3	HAP4	0.014448	False
chr15	HAP1_chr15	HAP2_chr15	HAP1	HAP2	0.012086	False
chr15	HAP1_chr15	HAP3_chr15	HAP1	HAP3	0.012971	False
chr15	HAP1_chr15	HAP4_chr15	HAP1	HAP4	0.012980	False
chr15	HAP2_chr15	HAP3_chr15	HAP2	HAP3	0.013297	False
chr15	HAP2_chr15	HAP4_chr15	HAP2	HAP4	0.012912	False
chr15	HAP3_chr15	HAP4_chr15	HAP3	HAP4	0.006616	False
chr16	HAP1_chr16	HAP2_chr16	HAP1	HAP2	0.013943	False
chr16	HAP1_chr16	HAP3_chr16	HAP1	HAP3	0.013814	False
chr16	HAP1_chr16	HAP4_chr16	HAP1	HAP4	0.013014	False
chr16	HAP2_chr16	HAP3_chr16	HAP2	HAP3	0.014040	False
chr16	HAP2_chr16	HAP4_chr16	HAP2	HAP4	0.003712	False
chr16	HAP3_chr16	HAP4_chr16	HAP3	HAP4	0.013175	False
chr17	HAP1_chr17	HAP2_chr17	HAP1	HAP2	0.012066	False
chr17	HAP1_chr17	HAP3_chr17	HAP1	HAP3	0.011492	False
chr17	HAP1_chr17	HAP4_chr17	HAP1	HAP4	0.008217	False
chr17	HAP2_chr17	HAP3_chr17	HAP2	HAP3	0.012746	False
chr17	HAP2_chr17	HAP4_chr17	HAP2	HAP4	0.014509	False
chr17	HAP3_chr17	HAP4_chr17	HAP3	HAP4	0.013993	False
