chrom_a	chrom_b	distance	z_score	p_value	q_value	accepted
chr03	chr04	0.085464	-5.918	1.63418e-09	3.43177e-07	True
chr03	chr10	0.086795	-5.577	1.22373e-08	1.28492e-06	False
chr09	chr16	0.088639	-5.105	1.65466e-07	1.15826e-05	True
chr06	chr07	0.089789	-4.811	7.52496e-07	3.9506e-05	True
chr04	chr13	0.090784	-4.556	2.60656e-06	0.000109475	False
chr02	chr19	0.091348	-4.412	5.13048e-06	0.000179567	True
chr12	chr21	0.092756	-4.051	2.54833e-05	0.000764499	True
chr01	chr11	0.094318	-3.651	0.000130435	0.00342391	True
chr05	chr17	0.094972	-3.484	0.000246858	0.00546349	True
chr15	chr18	0.095026	-3.470	0.000260166	0.00546349	True
chr08	chr20	0.096034	-3.212	0.000658932	0.0125796	True
chr01	chr10	0.096578	-3.073	0.00105955	0.0185421	False
chr01	chr06	0.097766	-2.769	0.00281198	0.0436205	False
chr12	chr14	0.097943	-2.724	0.00322967	0.0436205	False
chr05	chr07	0.097965	-2.718	0.00328324	0.0436205	False
chr01	chr03	0.097980	-2.714	0.00332347	0.0436205	False
chr14	chr20	0.099389	-2.353	0.00929991	0.114881	False
chr08	chr10	0.099934	-2.214	0.0134202	0.156569	False
chr04	chr15	0.100138	-2.162	0.015314	0.16865	False
chr01	chr08	0.100212	-2.143	0.0160619	0.16865	False
chr06	chr08	0.100978	-1.947	0.0257867	0.257867	False
chr01	chr04	0.101195	-1.891	0.0292989	0.277606	False
chr06	chr10	0.101296	-1.865	0.0310709	0.277606	False
chr02	chr11	0.101332	-1.856	0.0317264	0.277606	False
chr01	chr13	0.101625	-1.781	0.0374502	0.314582	False
chr08	chr09	0.101708	-1.760	0.0392021	0.316632	False
chr03	chr06	0.101823	-1.731	0.0417685	0.324866	False
chr03	chr15	0.102070	-1.667	0.0477273	0.357557	False
chr01	chr19	0.102192	-1.636	0.050912	0.357557	False
chr09	chr10	0.102198	-1.634	0.0510796	0.357557	False
chr01	chr14	0.102751	-1.493	0.067736	0.458857	False
chr10	chr14	0.102938	-1.445	0.0742105	0.480881	False
chr01	chr09	0.102982	-1.434	0.075814	0.480881	False
chr10	chr19	0.103201	-1.378	0.0841204	0.480881	False
chr04	chr10	0.103215	-1.374	0.084685	0.480881	False
chr03	chr08	0.103252	-1.365	0.0861742	0.480881	False
chr08	chr19	0.103288	-1.356	0.0876218	0.480881	False
chr09	chr14	0.103294	-1.354	0.0878869	0.480881	False
chr04	chr08	0.103329	-1.345	0.0893249	0.480881	False
chr10	chr12	0.103393	-1.328	0.09201	0.480881	False
chr01	chr12	0.103458	-1.312	0.0947544	0.480881	False
chr15	chr19	0.103490	-1.304	0.0961763	0.480881	False
chr04	chr06	0.103627	-1.269	0.10226	0.499411	False
chr07	chr11	0.103738	-1.240	0.107432	0.511357	False
chr09	chr19	0.103783	-1.229	0.109576	0.511357	False
chr10	chr16	0.104066	-1.156	0.123743	0.564915	False
chr06	chr09	0.104132	-1.139	0.12727	0.568653	False
chr03	chr14	0.104309	-1.094	0.136944	0.597656	False
chr03	chr09	0.104367	-1.079	0.14024	0.597656	False
chr16	chr19	0.104435	-1.062	0.14414	0.597656	False
chr10	chr13	0.104452	-1.057	0.145145	0.597656	False
chr01	chr16	0.104803	-0.968	0.166595	0.655967	False
chr03	chr19	0.104826	-0.962	0.168037	0.655967	False
