chrom_a	chrom_b	distance	z_score	p_value	q_value	accepted
chr01	chr03	0.056847	-5.550	1.42807e-08	1.38191e-06	True
chr08	chr14	0.057360	-5.479	2.13973e-08	1.38191e-06	True
chr10	chr12	0.057491	-5.461	2.37061e-08	1.38191e-06	True
chr04	chr13	0.057503	-5.459	2.39293e-08	1.38191e-06	True
chr06	chr07	0.057938	-5.399	3.35474e-08	1.54989e-06	True
chr20	chr22	0.058298	-5.349	4.42518e-08	1.7037e-06	True
chr15	chr19	0.058846	-5.273	6.71422e-08	2.21569e-06	True
chr02	chr05	0.059229	-5.220	8.95568e-08	2.58595e-06	True
chr11	chr16	0.059590	-5.170	1.172e-07	3.00814e-06	True
chr18	chr21	0.061454	-4.911	4.52285e-07	1.04478e-05	True
chr09	chr17	0.064258	-4.523	3.05419e-06	6.41379e-05	True
chr05	chr11	0.082748	-1.959	0.0250432	0.455193	False
chr02	chr04	0.082866	-1.943	0.0260161	0.455193	False
chr02	chr16	0.083049	-1.917	0.0275875	0.455193	False
chr02	chr06	0.083310	-1.881	0.0299647	0.461457	False
chr05	chr19	0.083522	-1.852	0.0320186	0.461838	False
chr05	chr07	0.083715	-1.825	0.0339881	0.461838	False
chr02	chr15	0.084120	-1.769	0.0384455	0.493384	False
chr05	chr13	0.084316	-1.742	0.0407678	0.495651	False
chr05	chr08	0.085088	-1.635	0.0510436	0.583727	False
chr11	chr19	0.085225	-1.616	0.0530661	0.583727	False
chr07	chr19	0.085625	-1.560	0.0593362	0.603543	False
chr07	chr11	0.085671	-1.554	0.0600931	0.603543	False
chr02	chr09	0.086288	-1.468	0.0709904	0.662981	False
chr15	chr16	0.086372	-1.457	0.0725845	0.662981	False
chr06	chr16	0.086510	-1.438	0.0752628	0.662981	False
chr02	chr18	0.086622	-1.422	0.0774913	0.662981	False
chr02	chr10	0.087152	-1.349	0.088721	0.681207	False
chr05	chr17	0.087678	-1.276	0.101022	0.681207	False
chr08	chr11	0.087856	-1.251	0.105454	0.681207	False
chr09	chr16	0.087890	-1.246	0.106316	0.681207	False
chr07	chr08	0.087898	-1.245	0.10652	0.681207	False
chr06	chr15	0.087922	-1.242	0.107132	0.681207	False
chr16	chr18	0.088204	-1.203	0.114521	0.681207	False
chr05	chr12	0.088259	-1.195	0.116004	0.681207	False
chr15	chr18	0.088324	-1.186	0.117773	0.681207	False
chr13	chr19	0.088404	-1.175	0.119977	0.681207	False
chr04	chr16	0.088459	-1.167	0.121509	0.681207	False
chr01	chr02	0.088496	-1.162	0.122547	0.681207	False
chr11	chr13	0.088627	-1.144	0.126273	0.681207	False
chr04	chr06	0.088786	-1.122	0.130901	0.681207	False
chr06	chr09	0.088897	-1.107	0.1342	0.681207	False
chr06	chr18	0.089043	-1.087	0.138626	0.681207	False
chr08	chr19	0.089055	-1.085	0.138994	0.681207	False
chr07	chr13	0.089084	-1.081	0.139887	0.681207	False
chr05	chr21	0.089107	-1.078	0.140597	0.681207	False
chr02	chr14	0.089178	-1.068	0.142806	0.681207	False
chr09	chr15	0.089273	-1.055	0.145798	0.681207	False
chr19	chr21	0.089330	-1.047	0.147613	0.681207	False
chr07	chr12	0.089562	-1.015	0.155158	0.681207	False
chr05	chr20	0.089649	-1.002	0.158051	0.681207	False
chr07	chr17	0.089747	-0.989	0.161353	0.681207	False
chr03	chr05	0.089779	-0.984	0.162441	0.681207	False
chr11	chr17	0.089779	-0.984	0.162441	0.681207	False
chr02	chr22	0.089854	-0.974	0.165009	0.681207	False
chr04	chr15	0.089901	-0.968	0.166631	0.681207	False
chr07	chr21	0.089943	-0.962	0.16809	0.681207	False
chr11	chr12	0.090200	-0.926	0.177194	0.690542	False
chr04	chr09	0.090273	-0.916	0.179836	0.690542	False
chr08	chr13	0.090372	-0.902	0.183458	0.690542	False
chr12	chr19	0.090506	-0.884	0.188432	0.690542	False
chr01	chr06	0.090761	-0.848	0.198125	0.690542	False
chr16	chr22	0.090780	-0.846	0.198859	0.690542	False
