unit_id	hap	chrom	seq_id	length	source	desc
HAP1_chr01	HAP1	1	OZ367040.1	31692137	/lustre/scratch122/tol/data/5/1/a/d/d/f/Potamogeton_perfoliatus/assembly/release/laPotPerf1.hap1.1/insdc/GCA_977036025.1.fa.gz	Potamogeton perfoliatus genome assembly, chromosome: 1
HAP1_chr02	HAP1	2	OZ367041.1	31368444	/lustre/scratch122/tol/data/5/1/a/d/d/f/Potamogeton_perfoliatus/assembly/release/laPotPerf1.hap1.1/insdc/GCA_977036025.1.fa.gz	Potamogeton perfoliatus genome assembly, chromosome: 2
HAP1_chr03	HAP1	3	OZ367042.1	30898491	/lustre/scratch122/tol/data/5/1/a/d/d/f/Potamogeton_perfoliatus/assembly/release/laPotPerf1.hap1.1/insdc/GCA_977036025.1.fa.gz	Potamogeton perfoliatus genome assembly, chromosome: 3
HAP1_chr04	HAP1	4	OZ367043.1	29905978	/lustre/scratch122/tol/data/5/1/a/d/d/f/Potamogeton_perfoliatus/assembly/release/laPotPerf1.hap1.1/insdc/GCA_977036025.1.fa.gz	Potamogeton perfoliatus genome assembly, chromosome: 4
HAP1_chr05	HAP1	5	OZ367044.1	28014710	/lustre/scratch122/tol/data/5/1/a/d/d/f/Potamogeton_perfoliatus/assembly/release/laPotPerf1.hap1.1/insdc/GCA_977036025.1.fa.gz	Potamogeton perfoliatus genome assembly, chromosome: 5
HAP1_chr06	HAP1	6	OZ367045.1	26916220	/lustre/scratch122/tol/data/5/1/a/d/d/f/Potamogeton_perfoliatus/assembly/release/laPotPerf1.hap1.1/insdc/GCA_977036025.1.fa.gz	Potamogeton perfoliatus genome assembly, chromosome: 6
HAP1_chr07	HAP1	7	OZ367046.1	26746771	/lustre/scratch122/tol/data/5/1/a/d/d/f/Potamogeton_perfoliatus/assembly/release/laPotPerf1.hap1.1/insdc/GCA_977036025.1.fa.gz	Potamogeton perfoliatus genome assembly, chromosome: 7
HAP1_chr08	HAP1	8	OZ367047.1	26437055	/lustre/scratch122/tol/data/5/1/a/d/d/f/Potamogeton_perfoliatus/assembly/release/laPotPerf1.hap1.1/insdc/GCA_977036025.1.fa.gz	Potamogeton perfoliatus genome assembly, chromosome: 8
HAP1_chr09	HAP1	9	OZ367048.1	26316041	/lustre/scratch122/tol/data/5/1/a/d/d/f/Potamogeton_perfoliatus/assembly/release/laPotPerf1.hap1.1/insdc/GCA_977036025.1.fa.gz	Potamogeton perfoliatus genome assembly, chromosome: 9
HAP1_chr10	HAP1	10	OZ367049.1	25231336	/lustre/scratch122/tol/data/5/1/a/d/d/f/Potamogeton_perfoliatus/assembly/release/laPotPerf1.hap1.1/insdc/GCA_977036025.1.fa.gz	Potamogeton perfoliatus genome assembly, chromosome: 10
HAP1_chr11	HAP1	11	OZ367050.1	24543385	/lustre/scratch122/tol/data/5/1/a/d/d/f/Potamogeton_perfoliatus/assembly/release/laPotPerf1.hap1.1/insdc/GCA_977036025.1.fa.gz	Potamogeton perfoliatus genome assembly, chromosome: 11
HAP1_chr12	HAP1	12	OZ367051.1	23706751	/lustre/scratch122/tol/data/5/1/a/d/d/f/Potamogeton_perfoliatus/assembly/release/laPotPerf1.hap1.1/insdc/GCA_977036025.1.fa.gz	Potamogeton perfoliatus genome assembly, chromosome: 12
HAP1_chr13	HAP1	13	OZ367052.1	23650600	/lustre/scratch122/tol/data/5/1/a/d/d/f/Potamogeton_perfoliatus/assembly/release/laPotPerf1.hap1.1/insdc/GCA_977036025.1.fa.gz	Potamogeton perfoliatus genome assembly, chromosome: 13
HAP1_chr14	HAP1	14	OZ367053.1	22676300	/lustre/scratch122/tol/data/5/1/a/d/d/f/Potamogeton_perfoliatus/assembly/release/laPotPerf1.hap1.1/insdc/GCA_977036025.1.fa.gz	Potamogeton perfoliatus genome assembly, chromosome: 14
