chrom	win_start	win_end	unit_a	unit_b	hap_a	hap_b	kmers_a	kmers_b	shared	union	jaccard_distance
8	1	250000	HAP1_chr08	HAP2_chr08	HAP1	HAP2	234105	241232	61352	413985	0.851801
8	1	250000	HAP1_chr08	HAP3_chr08	HAP1	HAP3	234105	229983	3481	460607	0.992443
8	1	250000	HAP1_chr08	HAP4_chr08	HAP1	HAP4	234105	238965	80402	392668	0.795242
8	1	250000	HAP2_chr08	HAP3_chr08	HAP2	HAP3	241232	229983	77161	394054	0.804187
8	1	250000	HAP2_chr08	HAP4_chr08	HAP2	HAP4	241232	238965	1743	478454	0.996357
8	1	250000	HAP3_chr08	HAP4_chr08	HAP3	HAP4	229983	238965	6647	462301	0.985622
8	250001	500000	HAP1_chr08	HAP2_chr08	HAP1	HAP2	236150	167255	1746	401659	0.995653
8	250001	500000	HAP1_chr08	HAP3_chr08	HAP1	HAP3	236150	235249	3211	468188	0.993142
8	250001	500000	HAP1_chr08	HAP4_chr08	HAP1	HAP4	236150	234072	8856	461366	0.980805
8	250001	500000	HAP2_chr08	HAP3_chr08	HAP2	HAP3	167255	235249	4576	397928	0.988500
8	250001	500000	HAP2_chr08	HAP4_chr08	HAP2	HAP4	167255	234072	1189	400138	0.997029
8	250001	500000	HAP3_chr08	HAP4_chr08	HAP3	HAP4	235249	234072	2631	466690	0.994362
8	500001	750000	HAP1_chr08	HAP2_chr08	HAP1	HAP2	232329	233513	2471	463371	0.994667
8	500001	750000	HAP1_chr08	HAP3_chr08	HAP1	HAP3	232329	173916	3016	403229	0.992520
8	500001	750000	HAP1_chr08	HAP4_chr08	HAP1	HAP4	232329	232992	3628	461693	0.992142
8	500001	750000	HAP2_chr08	HAP3_chr08	HAP2	HAP3	233513	173916	2181	405248	0.994618
8	500001	750000	HAP2_chr08	HAP4_chr08	HAP2	HAP4	233513	232992	4581	461924	0.990083
8	500001	750000	HAP3_chr08	HAP4_chr08	HAP3	HAP4	173916	232992	3000	403908	0.992573
8	750001	1000000	HAP1_chr08	HAP2_chr08	HAP1	HAP2	198232	233413	5547	426098	0.986982
