chrom	win_start	win_end	unit_a	unit_b	hap_a	hap_b	kmers_a	kmers_b	shared	union	jaccard_distance
14	1	250000	HAP1_chr14	HAP2_chr14	HAP1	HAP2	239664	190382	4493	425553	0.989442
14	1	250000	HAP1_chr14	HAP3_chr14	HAP1	HAP3	239664	231298	65349	405613	0.838888
14	1	250000	HAP1_chr14	HAP4_chr14	HAP1	HAP4	239664	242442	68025	414081	0.835721
14	1	250000	HAP2_chr14	HAP3_chr14	HAP2	HAP3	190382	231298	127137	294543	0.568358
14	1	250000	HAP2_chr14	HAP4_chr14	HAP2	HAP4	190382	242442	46511	386313	0.879603
14	1	250000	HAP3_chr14	HAP4_chr14	HAP3	HAP4	231298	242442	78792	394948	0.800500
14	250001	500000	HAP1_chr14	HAP2_chr14	HAP1	HAP2	243397	230697	5379	468715	0.988524
14	250001	500000	HAP1_chr14	HAP3_chr14	HAP1	HAP3	243397	240112	58649	424860	0.861957
14	250001	500000	HAP1_chr14	HAP4_chr14	HAP1	HAP4	243397	232096	76786	398707	0.807412
14	250001	500000	HAP2_chr14	HAP3_chr14	HAP2	HAP3	230697	240112	49611	421198	0.882215
14	250001	500000	HAP2_chr14	HAP4_chr14	HAP2	HAP4	230697	232096	7459	455334	0.983619
14	250001	500000	HAP3_chr14	HAP4_chr14	HAP3	HAP4	240112	232096	6279	465929	0.986524
14	500001	750000	HAP1_chr14	HAP2_chr14	HAP1	HAP2	226638	243566	2639	467565	0.994356
14	500001	750000	HAP1_chr14	HAP3_chr14	HAP1	HAP3	226638	238934	52290	413282	0.873476
14	500001	750000	HAP1_chr14	HAP4_chr14	HAP1	HAP4	226638	233873	71133	389378	0.817316
14	500001	750000	HAP2_chr14	HAP3_chr14	HAP2	HAP3	243566	238934	50983	431517	0.881852
14	500001	750000	HAP2_chr14	HAP4_chr14	HAP2	HAP4	243566	233873	2937	474502	0.993810
14	500001	750000	HAP3_chr14	HAP4_chr14	HAP3	HAP4	238934	233873	23327	449480	0.948102
14	750001	1000000	HAP1_chr14	HAP2_chr14	HAP1	HAP2	238820	236695	5822	469693	0.987605
14	750001	1000000	HAP1_chr14	HAP3_chr14	HAP1	HAP3	238820	231343	75614	394549	0.808353
14	750001	1000000	HAP1_chr14	HAP4_chr14	HAP1	HAP4	238820	237407	99240	376987	0.736755
14	750001	1000000	HAP2_chr14	HAP3_chr14	HAP2	HAP3	236695	231343	45266	422772	0.892930
14	750001	1000000	HAP2_chr14	HAP4_chr14	HAP2	HAP4	236695	237407	8347	465755	0.982079
14	750001	1000000	HAP3_chr14	HAP4_chr14	HAP3	HAP4	231343	237407	7432	461318	0.983890
14	1000001	1250000	HAP1_chr14	HAP2_chr14	HAP1	HAP2	235797	238080	16176	457701	0.964658
14	1000001	1250000	HAP1_chr14	HAP3_chr14	HAP1	HAP3	235797	233275	40361	428711	0.905855
14	1000001	1250000	HAP1_chr14	HAP4_chr14	HAP1	HAP4	235797	235096	79770	391123	0.796049
14	1000001	1250000	HAP2_chr14	HAP3_chr14	HAP2	HAP3	238080	233275	102980	368375	0.720448
14	1000001	1250000	HAP2_chr14	HAP4_chr14	HAP2	HAP4	238080	235096	5219	467957	0.988847
14	1000001	1250000	HAP3_chr14	HAP4_chr14	HAP3	HAP4	233275	235096	4501	463870	0.990297
14	1250001	1500000	HAP1_chr14	HAP2_chr14	HAP1	HAP2	220213	238488	34759	423942	0.918010
14	1250001	1500000	HAP1_chr14	HAP3_chr14	HAP1	HAP3	220213	237262	74595	382880	0.805174
14	1250001	1500000	HAP1_chr14	HAP4_chr14	HAP1	HAP4	220213	233280	50561	402932	0.874517
14	1250001	1500000	HAP2_chr14	HAP3_chr14	HAP2	HAP3	238488	237262	109793	365957	0.699984
14	1250001	1500000	HAP2_chr14	HAP4_chr14	HAP2	HAP4	238488	233280	5139	466629	0.988987
14	1250001	1500000	HAP3_chr14	HAP4_chr14	HAP3	HAP4	237262	233280	4629	465913	0.990065
14	1500001	1750000	HAP1_chr14	HAP2_chr14	HAP1	HAP2	233726	223002	5138	451590	0.988622
14	1500001	1750000	HAP1_chr14	HAP3_chr14	HAP1	HAP3	233726	220854	38492	416088	0.907491
14	1500001	1750000	HAP1_chr14	HAP4_chr14	HAP1	HAP4	233726	234010	22815	444921	0.948721
14	1500001	1750000	HAP2_chr14	HAP3_chr14	HAP2	HAP3	223002	220854	57739	386117	0.850462
14	1500001	1750000	HAP2_chr14	HAP4_chr14	HAP2	HAP4	223002	234010	5520	451492	0.987774
14	1500001	1750000	HAP3_chr14	HAP4_chr14	HAP3	HAP4	220854	234010	7603	447261	0.983001
14	1750001	2000000	HAP1_chr14	HAP2_chr14	HAP1	HAP2	236166	230030	5461	460735	0.988147
14	1750001	2000000	HAP1_chr14	HAP3_chr14	HAP1	HAP3	236166	241125	27743	449548	0.938287
14	1750001	2000000	HAP1_chr14	HAP4_chr14	HAP1	HAP4	236166	225473	15303	446336	0.965714
14	1750001	2000000	HAP2_chr14	HAP3_chr14	HAP2	HAP3	230030	241125	67909	403246	0.831594
14	1750001	2000000	HAP2_chr14	HAP4_chr14	HAP2	HAP4	230030	225473	5880	449623	0.986922
14	1750001	2000000	HAP3_chr14	HAP4_chr14	HAP3	HAP4	241125	225473	4781	461817	0.989647
14	2000001	2250000	HAP1_chr14	HAP2_chr14	HAP1	HAP2	229180	231632	21846	438966	0.950233
14	2000001	2250000	HAP1_chr14	HAP3_chr14	HAP1	HAP3	229180	239223	58855	409548	0.856293
14	2000001	2250000	HAP1_chr14	HAP4_chr14	HAP1	HAP4	229180	230532	19018	440694	0.956845
14	2000001	2250000	HAP2_chr14	HAP3_chr14	HAP2	HAP3	231632	239223	59671	411184	0.854880
14	2000001	2250000	HAP2_chr14	HAP4_chr14	HAP2	HAP4	231632	230532	5692	456472	0.987530
14	2000001	2250000	HAP3_chr14	HAP4_chr14	HAP3	HAP4	239223	230532	4927	464828	0.989400
14	2250001	2500000	HAP1_chr14	HAP2_chr14	HAP1	HAP2	233067	232659	4859	460867	0.989457
14	2250001	2500000	HAP1_chr14	HAP3_chr14	HAP1	HAP3	233067	231495	68263	396299	0.827749
14	2250001	2500000	HAP1_chr14	HAP4_chr14	HAP1	HAP4	233067	210741	47787	396021	0.879332
14	2250001	2500000	HAP2_chr14	HAP3_chr14	HAP2	HAP3	232659	231495	64422	399732	0.838837
14	2250001	2500000	HAP2_chr14	HAP4_chr14	HAP2	HAP4	232659	210741	8239	435161	0.981067
14	2250001	2500000	HAP3_chr14	HAP4_chr14	HAP3	HAP4	231495	210741	2787	439449	0.993658
14	2500001	2750000	HAP1_chr14	HAP2_chr14	HAP1	HAP2	230260	232668	10670	452258	0.976407
14	2500001	2750000	HAP1_chr14	HAP3_chr14	HAP1	HAP3	230260	233615	69526	394349	0.823694
14	2500001	2750000	HAP1_chr14	HAP4_chr14	HAP1	HAP4	230260	233184	43249	420195	0.897074
14	2500001	2750000	HAP2_chr14	HAP3_chr14	HAP2	HAP3	232668	233615	87424	378859	0.769244
14	2500001	2750000	HAP2_chr14	HAP4_chr14	HAP2	HAP4	232668	233184	11939	453913	0.973698
14	2500001	2750000	HAP3_chr14	HAP4_chr14	HAP3	HAP4	233615	233184	5701	461098	0.987636
14	2750001	3000000	HAP1_chr14	HAP2_chr14	HAP1	HAP2	204322	235552	5184	434690	0.988074
14	2750001	3000000	HAP1_chr14	HAP3_chr14	HAP1	HAP3	204322	167342	18035	353629	0.949000
14	2750001	3000000	HAP1_chr14	HAP4_chr14	HAP1	HAP4	204322	238696	3646	439372	0.991702
14	2750001	3000000	HAP2_chr14	HAP3_chr14	HAP2	HAP3	235552	167342	53570	349324	0.846647
14	2750001	3000000	HAP2_chr14	HAP4_chr14	HAP2	HAP4	235552	238696	5536	468712	0.988189
14	2750001	3000000	HAP3_chr14	HAP4_chr14	HAP3	HAP4	167342	238696	4720	401318	0.988239
14	3000001	3250000	HAP1_chr14	HAP2_chr14	HAP1	HAP2	219882	124704	13782	330804	0.958338
14	3000001	3250000	HAP1_chr14	HAP3_chr14	HAP1	HAP3	219882	195310	26797	388395	0.931006
14	3000001	3250000	HAP1_chr14	HAP4_chr14	HAP1	HAP4	219882	232867	9863	442886	0.977730
14	3000001	3250000	HAP2_chr14	HAP3_chr14	HAP2	HAP3	124704	195310	46431	273583	0.830286
14	3000001	3250000	HAP2_chr14	HAP4_chr14	HAP2	HAP4	124704	232867	7976	349595	0.977185
14	3000001	3250000	HAP3_chr14	HAP4_chr14	HAP3	HAP4	195310	232867	10656	417521	0.974478
14	3250001	3500000	HAP1_chr14	HAP2_chr14	HAP1	HAP2	229184	230389	11137	448436	0.975165
14	3250001	3500000	HAP1_chr14	HAP3_chr14	HAP1	HAP3	229184	231769	36037	424916	0.915190
14	3250001	3500000	HAP1_chr14	HAP4_chr14	HAP1	HAP4	229184	229688	7735	451137	0.982854
14	3250001	3500000	HAP2_chr14	HAP3_chr14	HAP2	HAP3	230389	231769	84892	377266	0.774981
14	3250001	3500000	HAP2_chr14	HAP4_chr14	HAP2	HAP4	230389	229688	8526	451551	0.981118
14	3250001	3500000	HAP3_chr14	HAP4_chr14	HAP3	HAP4	231769	229688	6479	454978	0.985760
14	3500001	3750000	HAP1_chr14	HAP2_chr14	HAP1	HAP2	214694	232426	13872	433248	0.967981
14	3500001	3750000	HAP1_chr14	HAP3_chr14	HAP1	HAP3	214694	239119	101385	352428	0.712324
14	3500001	3750000	HAP1_chr14	HAP4_chr14	HAP1	HAP4	214694	147776	13818	348652	0.960367
14	3500001	3750000	HAP2_chr14	HAP3_chr14	HAP2	HAP3	232426	239119	3364	468181	0.992815
14	3500001	3750000	HAP2_chr14	HAP4_chr14	HAP2	HAP4	232426	147776	3256	376946	0.991362
14	3500001	3750000	HAP3_chr14	HAP4_chr14	HAP3	HAP4	239119	147776	43628	343267	0.872904
14	3750001	4000000	HAP1_chr14	HAP2_chr14	HAP1	HAP2	195719	231830	8590	418959	0.979497
14	3750001	4000000	HAP1_chr14	HAP3_chr14	HAP1	HAP3	195719	233752	61917	367554	0.831543
14	3750001	4000000	HAP1_chr14	HAP4_chr14	HAP1	HAP4	195719	239130	4443	430406	0.989677
14	3750001	4000000	HAP2_chr14	HAP3_chr14	HAP2	HAP3	231830	233752	14375	451207	0.968141
14	3750001	4000000	HAP2_chr14	HAP4_chr14	HAP2	HAP4	231830	239130	102782	368178	0.720836
14	3750001	4000000	HAP3_chr14	HAP4_chr14	HAP3	HAP4	233752	239130	5733	467149	0.987728
14	4000001	4250000	HAP1_chr14	HAP2_chr14	HAP1	HAP2	224454	236537	29249	431742	0.932254
14	4000001	4250000	HAP1_chr14	HAP3_chr14	HAP1	HAP3	224454	230292	38243	416503	0.908181
14	4000001	4250000	HAP1_chr14	HAP4_chr14	HAP1	HAP4	224454	232307	6384	450377	0.985825
14	4000001	4250000	HAP2_chr14	HAP3_chr14	HAP2	HAP3	236537	230292	15742	451087	0.965102
14	4000001	4250000	HAP2_chr14	HAP4_chr14	HAP2	HAP4	236537	232307	4262	464582	0.990826
14	4000001	4250000	HAP3_chr14	HAP4_chr14	HAP3	HAP4	230292	232307	5437	457162	0.988107
14	4250001	4500000	HAP1_chr14	HAP2_chr14	HAP1	HAP2	235506	236492	42345	429653	0.901444
14	4250001	4500000	HAP1_chr14	HAP3_chr14	HAP1	HAP3	235506	235427	30422	440511	0.930939
14	4250001	4500000	HAP1_chr14	HAP4_chr14	HAP1	HAP4	235506	189342	7833	417015	0.981217
14	4250001	4500000	HAP2_chr14	HAP3_chr14	HAP2	HAP3	236492	235427	9954	461965	0.978453
14	4250001	4500000	HAP2_chr14	HAP4_chr14	HAP2	HAP4	236492	189342	19269	406565	0.952605
14	4250001	4500000	HAP3_chr14	HAP4_chr14	HAP3	HAP4	235427	189342	12558	412211	0.969535
14	4500001	4750000	HAP1_chr14	HAP2_chr14	HAP1	HAP2	236368	235020	55909	415479	0.865435
14	4500001	4750000	HAP1_chr14	HAP3_chr14	HAP1	HAP3	236368	232303	28021	440650	0.936410
14	4500001	4750000	HAP1_chr14	HAP4_chr14	HAP1	HAP4	236368	216788	10415	442741	0.976476
14	4500001	4750000	HAP2_chr14	HAP3_chr14	HAP2	HAP3	235020	232303	8922	458401	0.980537
14	4500001	4750000	HAP2_chr14	HAP4_chr14	HAP2	HAP4	235020	216788	8305	443503	0.981274
14	4500001	4750000	HAP3_chr14	HAP4_chr14	HAP3	HAP4	232303	216788	75158	373933	0.799007
14	4750001	5000000	HAP1_chr14	HAP2_chr14	HAP1	HAP2	226852	217390	78330	365912	0.785932
14	4750001	5000000	HAP1_chr14	HAP3_chr14	HAP1	HAP3	226852	226355	41339	411868	0.899630
14	4750001	5000000	HAP1_chr14	HAP4_chr14	HAP1	HAP4	226852	222546	18030	431368	0.958203
14	4750001	5000000	HAP2_chr14	HAP3_chr14	HAP2	HAP3	217390	226355	16967	426778	0.960244
14	4750001	5000000	HAP2_chr14	HAP4_chr14	HAP2	HAP4	217390	222546	15060	424876	0.964554
14	4750001	5000000	HAP3_chr14	HAP4_chr14	HAP3	HAP4	226355	222546	50136	398765	0.874272
