chrom	win_start	win_end	unit_a	unit_b	hap_a	hap_b	kmers_a	kmers_b	shared	union	jaccard_distance
1	1	250000	HAP1_chr01	HAP2_chr01	HAP1	HAP2	210277	202975	164359	248893	0.339640
1	1	250000	HAP1_chr01	HAP3_chr01	HAP1	HAP3	210277	217567	179952	247892	0.274071
1	1	250000	HAP1_chr01	HAP4_chr01	HAP1	HAP4	210277	204651	173962	240966	0.278064
1	1	250000	HAP2_chr01	HAP3_chr01	HAP2	HAP3	202975	217567	178665	241877	0.261339
1	1	250000	HAP2_chr01	HAP4_chr01	HAP2	HAP4	202975	204651	174106	233520	0.254428
1	1	250000	HAP3_chr01	HAP4_chr01	HAP3	HAP4	217567	204651	179340	242878	0.261605
1	250001	500000	HAP1_chr01	HAP2_chr01	HAP1	HAP2	238775	233409	9344	462840	0.979812
1	250001	500000	HAP1_chr01	HAP3_chr01	HAP1	HAP3	238775	240636	11543	467868	0.975329
1	250001	500000	HAP1_chr01	HAP4_chr01	HAP1	HAP4	238775	239367	11647	466495	0.975033
1	250001	500000	HAP2_chr01	HAP3_chr01	HAP2	HAP3	233409	240636	126033	348012	0.637849
1	250001	500000	HAP2_chr01	HAP4_chr01	HAP2	HAP4	233409	239367	170812	301964	0.434330
1	250001	500000	HAP3_chr01	HAP4_chr01	HAP3	HAP4	240636	239367	132255	347748	0.619681
1	500001	750000	HAP1_chr01	HAP2_chr01	HAP1	HAP2	245965	239277	2601	482641	0.994611
1	500001	750000	HAP1_chr01	HAP3_chr01	HAP1	HAP3	245965	243026	2432	486559	0.995002
1	500001	750000	HAP1_chr01	HAP4_chr01	HAP1	HAP4	245965	234742	2166	478541	0.995474
1	500001	750000	HAP2_chr01	HAP3_chr01	HAP2	HAP3	239277	243026	92722	389581	0.761996
1	500001	750000	HAP2_chr01	HAP4_chr01	HAP2	HAP4	239277	234742	118958	355061	0.664965
1	500001	750000	HAP3_chr01	HAP4_chr01	HAP3	HAP4	243026	234742	66440	411328	0.838474
1	750001	1000000	HAP1_chr01	HAP2_chr01	HAP1	HAP2	240995	242537	3266	480266	0.993200
1	750001	1000000	HAP1_chr01	HAP3_chr01	HAP1	HAP3	240995	244175	2841	482329	0.994110
1	750001	1000000	HAP1_chr01	HAP4_chr01	HAP1	HAP4	240995	235720	4554	472161	0.990355
1	750001	1000000	HAP2_chr01	HAP3_chr01	HAP2	HAP3	242537	244175	3355	483357	0.993059
1	750001	1000000	HAP2_chr01	HAP4_chr01	HAP2	HAP4	242537	235720	137259	340998	0.597479
1	750001	1000000	HAP3_chr01	HAP4_chr01	HAP3	HAP4	244175	235720	4414	475481	0.990717
1	1000001	1250000	HAP1_chr01	HAP2_chr01	HAP1	HAP2	232022	244672	4459	472235	0.990558
1	1000001	1250000	HAP1_chr01	HAP3_chr01	HAP1	HAP3	232022	240546	4646	467922	0.990071
1	1000001	1250000	HAP1_chr01	HAP4_chr01	HAP1	HAP4	232022	239838	4184	467676	0.991054
1	1000001	1250000	HAP2_chr01	HAP3_chr01	HAP2	HAP3	244672	240546	2941	482277	0.993902
1	1000001	1250000	HAP2_chr01	HAP4_chr01	HAP2	HAP4	244672	239838	120396	364114	0.669345
1	1000001	1250000	HAP3_chr01	HAP4_chr01	HAP3	HAP4	240546	239838	3686	476698	0.992268
1	1250001	1500000	HAP1_chr01	HAP2_chr01	HAP1	HAP2	229954	230662	3119	457497	0.993182
1	1250001	1500000	HAP1_chr01	HAP3_chr01	HAP1	HAP3	229954	242866	2101	470719	0.995537
1	1250001	1500000	HAP1_chr01	HAP4_chr01	HAP1	HAP4	229954	237871	3243	464582	0.993020
1	1250001	1500000	HAP2_chr01	HAP3_chr01	HAP2	HAP3	230662	242866	4142	469386	0.991176
1	1250001	1500000	HAP2_chr01	HAP4_chr01	HAP2	HAP4	230662	237871	120096	348437	0.655329
1	1250001	1500000	HAP3_chr01	HAP4_chr01	HAP3	HAP4	242866	237871	4498	476239	0.990555
1	1500001	1750000	HAP1_chr01	HAP2_chr01	HAP1	HAP2	184641	238422	5369	417694	0.987146
1	1500001	1750000	HAP1_chr01	HAP3_chr01	HAP1	HAP3	184641	235991	4798	415834	0.988462
1	1500001	1750000	HAP1_chr01	HAP4_chr01	HAP1	HAP4	184641	233475	4465	413651	0.989206
1	1500001	1750000	HAP2_chr01	HAP3_chr01	HAP2	HAP3	238422	235991	4617	469796	0.990172
1	1500001	1750000	HAP2_chr01	HAP4_chr01	HAP2	HAP4	238422	233475	114741	357156	0.678737
1	1500001	1750000	HAP3_chr01	HAP4_chr01	HAP3	HAP4	235991	233475	5287	464179	0.988610
1	1750001	2000000	HAP1_chr01	HAP2_chr01	HAP1	HAP2	240370	213840	5386	448824	0.988000
1	1750001	2000000	HAP1_chr01	HAP3_chr01	HAP1	HAP3	240370	229479	4272	465577	0.990824
