chrom_a	chrom_b	distance	z_score	p_value	q_value	accepted
chr11	chr12	0.016668	-11.580	0	0	True
chr04	chr05	0.016823	-11.556	0	0	True
chr07	chr08	0.018631	-11.272	0	0	True
chr14	chr15	0.018817	-11.242	0	0	True
chr09	chr10	0.020071	-11.045	0	0	True
chr16	chr19	0.022354	-10.687	0	0	True
chr13	chr17	0.023204	-10.553	0	0	True
chr01	chr18	0.051646	-6.085	5.81098e-10	1.2421e-08	True
chr02	chr03	0.060428	-4.706	1.26427e-06	2.40212e-05	True
chr03	chr18	0.067889	-3.534	0.000204692	0.00350023	False
chr01	chr06	0.068574	-3.426	0.000305957	0.00475624	False
chr02	chr18	0.070260	-3.162	0.000784764	0.0103649	False
chr06	chr09	0.070411	-3.138	0.000851244	0.0103649	False
chr02	chr07	0.070511	-3.122	0.000897882	0.0103649	False
chr06	chr10	0.070534	-3.118	0.000909206	0.0103649	False
chr02	chr08	0.070749	-3.085	0.00101907	0.0108913	False
chr03	chr16	0.071274	-3.002	0.00134041	0.0134829	False
chr06	chr13	0.071819	-2.917	0.0017697	0.0168122	False
chr03	chr19	0.072007	-2.887	0.00194464	0.0175018	False
chr06	chr17	0.072332	-2.836	0.00228446	0.0195322	False
chr10	chr11	0.073296	-2.685	0.00363168	0.0292491	False
chr09	chr11	0.073372	-2.673	0.00376304	0.0292491	False
chr10	chr12	0.073528	-2.648	0.00404847	0.0300995	False
chr09	chr12	0.073681	-2.624	0.00434512	0.030959	False
chr01	chr02	0.074755	-2.455	0.00703689	0.0481323	False
chr03	chr15	0.075685	-2.309	0.010466	0.0688344	False
chr03	chr14	0.075787	-2.293	0.0109187	0.0691517	False
chr01	chr04	0.077535	-2.019	0.0217583	0.120897	False
chr01	chr05	0.077623	-2.005	0.0224956	0.120897	False
chr03	chr07	0.077652	-2.000	0.0227403	0.120897	False
chr08	chr14	0.077704	-1.992	0.0231848	0.120897	False
chr03	chr08	0.077734	-1.987	0.0234359	0.120897	False
chr01	chr03	0.077742	-1.986	0.0235077	0.120897	False
chr08	chr15	0.077802	-1.977	0.0240379	0.120897	False
chr07	chr14	0.077946	-1.954	0.0253461	0.123481	False
chr07	chr15	0.078015	-1.943	0.0259961	0.123481	False
chr04	chr18	0.079600	-1.694	0.0451081	0.208473	False
chr05	chr18	0.079717	-1.676	0.0468809	0.210964	False
chr04	chr13	0.079880	-1.650	0.0494474	0.213524	False
chr05	chr13	0.079911	-1.645	0.0499472	0.213524	False
chr04	chr17	0.080173	-1.604	0.0543296	0.222577	False
chr05	chr17	0.080192	-1.601	0.0546679	0.222577	False
chr01	chr10	0.081290	-1.429	0.0765274	0.30433	False
chr01	chr09	0.081545	-1.389	0.0824637	0.320484	False
chr08	chr16	0.081776	-1.352	0.0881171	0.329038	False
chr07	chr16	0.081792	-1.350	0.0885132	0.329038	False
chr06	chr11	0.081869	-1.338	0.0904755	0.329177	False
chr06	chr12	0.082121	-1.298	0.0971012	0.340279	False
chr08	chr19	0.082152	-1.293	0.0979403	0.340279	False
chr07	chr19	0.082209	-1.284	0.0994969	0.340279	False
chr01	chr11	0.083688	-1.052	0.146387	0.490827	False
chr01	chr12	0.084121	-0.984	0.162529	0.526149	False
chr04	chr06	0.084261	-0.962	0.167984	0.526149	False
chr02	chr15	0.084267	-0.961	0.16824	0.526149	False
chr02	chr14	0.084292	-0.957	0.169229	0.526149	False
chr05	chr06	0.084409	-0.939	0.173907	0.531039	False
chr01	chr13	0.084696	-0.894	0.185727	0.557181	False
chr01	chr17	0.084893	-0.863	0.194111	0.572293	False
chr03	chr04	0.085433	-0.778	0.218278	0.632637	False
chr02	chr04	0.085608	-0.750	0.226479	0.63915	False
chr02	chr05	0.085648	-0.744	0.228352	0.63915	False
chr03	chr05	0.085719	-0.733	0.231738	0.63915	False
chr03	chr06	0.086548	-0.603	0.27331	0.741842	False
chr05	chr07	0.088152	-0.351	0.362873	0.857421	False
chr04	chr07	0.088224	-0.340	0.36711	0.857421	False
chr05	chr08	0.088247	-0.336	0.368457	0.857421	False
chr04	chr08	0.088327	-0.323	0.37322	0.857421	False
chr02	chr16	0.088703	-0.264	0.395754	0.857421	False
chr02	chr19	0.089178	-0.190	0.424773	0.857421	False
