chrom	unit_a	unit_b	hap_a	hap_b	distance	resolution_limited
chr01	HAP1_chr01	HAP2_chr01	HAP1	HAP2	0.009863	False
chr02	HAP1_chr02	HAP2_chr02	HAP1	HAP2	0.012761	False
chr03	HAP1_chr03	HAP2_chr03	HAP1	HAP2	0.011032	False
chr04	HAP1_chr04	HAP2_chr04	HAP1	HAP2	0.017096	False
chr05	HAP1_chr05	HAP2_chr05	HAP1	HAP2	0.011272	False
chr06	HAP1_chr06	HAP2_chr06	HAP1	HAP2	0.014542	False
chr07	HAP1_chr07	HAP2_chr07	HAP1	HAP2	0.013167	False
chr08	HAP1_chr08	HAP2_chr08	HAP1	HAP2	0.018266	False
chr09	HAP1_chr09	HAP2_chr09	HAP1	HAP2	0.015834	False
chr10	HAP1_chr10	HAP2_chr10	HAP1	HAP2	0.011629	False
chr11	HAP1_chr11	HAP2_chr11	HAP1	HAP2	0.016573	False
chr12	HAP1_chr12	HAP2_chr12	HAP1	HAP2	0.010687	False
chr13	HAP1_chr13	HAP2_chr13	HAP1	HAP2	0.018965	False
chr14	HAP1_chr14	HAP2_chr14	HAP1	HAP2	0.013714	False
chr15	HAP1_chr15	HAP2_chr15	HAP1	HAP2	0.015887	False
chr16	HAP1_chr16	HAP2_chr16	HAP1	HAP2	0.015272	False
chr17	HAP1_chr17	HAP2_chr17	HAP1	HAP2	0.016330	False
chr18	HAP1_chr18	HAP2_chr18	HAP1	HAP2	0.014236	False
