unit_a	unit_b	chrom	n_markers_a	n_markers_b	n_highcopy_a	n_highcopy_b	te_marker_fraction	windowed_distance_cv
HAP1_chr01	HAP2_chr01	chr01	1956	166	208001	206211	0.005123	0.101453
HAP1_chr02	HAP2_chr02	chr02	2085	106	159235	157256	0.006923	0.292617
HAP1_chr03	HAP2_chr03	chr03	4069	214	141766	138020	0.015308	0.249179
HAP1_chr04	HAP2_chr04	chr04	2272	67	136633	134465	0.008628	0.373463
HAP1_chr05	HAP2_chr05	chr05	740	2629	98932	100818	0.016866	0.139168
HAP1_chr06	HAP2_chr06	chr06	945	58	81181	80294	0.006211	0.263518
HAP1_chr07	HAP2_chr07	chr07	2400	53	71632	69293	0.017406	0.277817
HAP1_chr08	HAP2_chr08	chr08	889	45	71861	71066	0.006535	0.544109
HAP1_chr09	HAP2_chr09	chr09	1649	141	57570	56155	0.015740	0.460826
HAP1_chr10	HAP2_chr10	chr10	884	386	65512	65137	0.009721	0.107565
HAP1_chr11	HAP2_chr11	chr11	453	31	61921	61499	0.003922	0.611520
HAP1_chr12	HAP2_chr12	chr12	1420	7	43278	41970	0.016739	0.236773
HAP1_chr13	HAP2_chr13	chr13	913	65	54362	53514	0.009066	0.344142
HAP1_chr14	HAP2_chr14	chr14	3544	3	32547	29157	0.057484	0.453323
HAP1_chr15	HAP2_chr15	chr15	712	411	35709	35387	0.015796	0.418442
HAP1_chr16	HAP2_chr16	chr16	909	564	32436	32090	0.022828	0.098294
HAP1_chr17	HAP2_chr17	chr17	4122	12	27751	23789	0.080210	0.433154
HAP1_chr18	HAP2_chr18	chr18	724	53	33184	32513	0.011827	0.413518
HAP1_chr19	HAP2_chr19	chr19	317	179	33550	33412	0.007407	1.006480
HAP1_chr20	HAP2_chr20	chr20	2170	20	33338	31318	0.033872	0.358151
HAP1_chr21	HAP2_chr21	chr21	1952	13	32966	31056	0.030693	0.100531
HAP1_chr22	HAP2_chr22	chr22	30	611	28369	28950	0.011183	0.438970
HAP1_chr23	HAP2_chr23	chr23	875	22	22590	21818	0.020199	0.866888
HAP1_chr24	HAP2_chr24	chr24	714	53	27297	26658	0.014216	0.367803
HAP1_chr25	HAP2_chr25	chr25	1555	5	35259	33963	0.022536	0.018858
HAP1_chr26	HAP2_chr26	chr26	137	22	17717	17602	0.004502	0.296904
HAP1_chr27	HAP2_chr27	chr27	687	18	20169	19512	0.017767	0.293147
HAP1_chr28	HAP2_chr28	chr28	0	1534	14238	15772	0.051116	0.304832
HAP1_chr29	HAP2_chr29	chr29	9092	0	22153	15498	0.241481	0.557875
HAP1_chr30	HAP2_chr30	chr30	21480	719	32991	18964	0.427274	0.014972
HAP1_chr31	HAP2_chr31	chr31	474	23	12806	12355	0.019753	0.540232
HAP1_chr32	HAP2_chr32	chr32	720	0	12310	11637	0.030066	0.505556
HAP1_chr33	HAP2_chr33	chr33	88	83	18260	18255	0.004683	0.485015
HAP1_chr34	HAP2_chr34	chr34	371	82	18588	18299	0.012281	0.607909
HAP1_chr35	HAP2_chr35	chr35	43	97	13510	13564	0.005171	0.095417
HAP1_chr36	HAP2_chr36	chr36	511	86	16817	16406	0.017969	0.013690
HAP1_chr37	HAP2_chr37	chr37	1489	21	15837	14459	0.049842	0.531543
HAP1_chr38	HAP2_chr38	chr38	746	22	13987	13560	0.027880	0.039919
HAP1_chr39	HAP2_chr39	chr39	174	160	9446	9432	0.017693	0.492740
HAP1_chr40	HAP2_chr40	chr40	32	675	13548	14175	0.025502	0.692707
HAP1_chr41	HAP2_chr41	chr41	55	71	14502	14518	0.004342	0.617220
HAP1_chr42	HAP2_chr42	chr42	866	3	9769	8991	0.046322	0.721023
HAP1_chr43	HAP2_chr43	chr43	393	45	11987	11639	0.018539	0.643985
HAP1_chr44	HAP2_chr44	chr44	2329	1	9819	7637	0.133478	0.795448
HAP1_chr45	HAP2_chr45	chr45	52	749	9428	10016	0.041195	0.784805
HAP1_chr46	HAP2_chr46	chr46	177	2166	10798	12733	0.099571	0.437864
HAP1_chr47	HAP2_chr47	chr47	15	1940	8409	10141	0.105391	0.578105
HAP1_chr48	HAP2_chr48	chr48	5711	0	12010	6677	0.305614	0.690165
HAP1_chr49	HAP2_chr49	chr49	2052	0	7311	5389	0.161575	0.423616
HAP1_chr50	HAP2_chr50	chr50	717	8	6659	6031	0.057132	0.451534
HAP1_chr51	HAP2_chr51	chr51	3360	13	12439	9333	0.154924	0.461618
