unit_a	unit_b	chrom	n_markers_a	n_markers_b	n_highcopy_a	n_highcopy_b	te_marker_fraction	windowed_distance_cv
HAP1_chr01	HAP2_chr01	chr01	6584	14	70488	64819	0.048763	0.503956
HAP1_chr02	HAP2_chr02	chr02	1723	144	65405	63826	0.014447	0.472271
HAP1_chr03	HAP2_chr03	chr03	654	71	68764	68212	0.005293	0.037908
HAP1_chr04	HAP2_chr04	chr04	2378	45	63638	62065	0.019276	0.028229
HAP1_chr05	HAP2_chr05	chr05	3806	221	43282	40065	0.048316	0.015121
HAP1_chr06	HAP2_chr06	chr06	9833	58	51635	42597	0.104964	0.052024
HAP1_chr07	HAP2_chr07	chr07	3904	33	57864	54465	0.035049	0.420258
HAP1_chr08	HAP2_chr08	chr08	594	66	50810	50282	0.006529	0.690453
HAP1_chr09	HAP2_chr09	chr09	2066	132	47285	45466	0.023698	0.182319
HAP1_chr10	HAP2_chr10	chr10	764	83	45126	44445	0.009456	0.022369
HAP1_chr11	HAP2_chr11	chr11	3025	90	26887	24499	0.060620	0.050747
HAP1_chr12	HAP2_chr12	chr12	4957	6	29300	24958	0.091470	0.030813
HAP1_chr13	HAP2_chr13	chr13	493	48	18538	18093	0.014769	0.006097
HAP1_chr14	HAP2_chr14	chr14	95	1048	20958	21559	0.026883	0.442837
HAP1_chr15	HAP2_chr15	chr15	353	236	23429	23312	0.012601	0.782041
HAP1_chr16	HAP2_chr16	chr16	1601	3	22072	20846	0.037374	0.018254
HAP1_chr17	HAP2_chr17	chr17	39	728	18600	19236	0.020272	0.399631
HAP1_chr18	HAP2_chr18	chr18	2527	3	15082	13129	0.089681	0.507649
HAP1_chr19	HAP2_chr19	chr19	2479	76	16947	14665	0.080824	0.026512
HAP1_chr20	HAP2_chr20	chr20	2135	53	14936	13746	0.076285	0.015404
