chrom	unit_a	unit_b	hap_a	hap_b	distance	resolution_limited
chr01	HAP1_chr01	HAP2_chr01	HAP1	HAP2	0.013974	False
chr01	HAP1_chr01	HAP3_chr01	HAP1	HAP3	0.014489	False
chr01	HAP1_chr01	HAP4_chr01	HAP1	HAP4	0.013343	False
chr01	HAP2_chr01	HAP3_chr01	HAP2	HAP3	0.013311	False
chr01	HAP2_chr01	HAP4_chr01	HAP2	HAP4	0.013593	False
chr01	HAP3_chr01	HAP4_chr01	HAP3	HAP4	0.014489	False
chr02	HAP1_chr02	HAP2_chr02	HAP1	HAP2	0.012972	False
chr02	HAP1_chr02	HAP3_chr02	HAP1	HAP3	0.012783	False
chr02	HAP1_chr02	HAP4_chr02	HAP1	HAP4	0.012786	False
chr02	HAP2_chr02	HAP3_chr02	HAP2	HAP3	0.012009	False
chr02	HAP2_chr02	HAP4_chr02	HAP2	HAP4	0.012238	False
chr02	HAP3_chr02	HAP4_chr02	HAP3	HAP4	0.012586	False
chr03	HAP1_chr03	HAP2_chr03	HAP1	HAP2	0.018982	False
chr03	HAP1_chr03	HAP3_chr03	HAP1	HAP3	0.018604	False
chr03	HAP1_chr03	HAP4_chr03	HAP1	HAP4	0.018354	False
chr03	HAP2_chr03	HAP3_chr03	HAP2	HAP3	0.018822	False
chr03	HAP2_chr03	HAP4_chr03	HAP2	HAP4	0.016341	False
chr03	HAP3_chr03	HAP4_chr03	HAP3	HAP4	0.018973	False
chr04	HAP1_chr04	HAP2_chr04	HAP1	HAP2	0.013804	False
chr04	HAP1_chr04	HAP3_chr04	HAP1	HAP3	0.015023	False
chr04	HAP1_chr04	HAP4_chr04	HAP1	HAP4	0.013275	False
chr04	HAP2_chr04	HAP3_chr04	HAP2	HAP3	0.013337	False
chr04	HAP2_chr04	HAP4_chr04	HAP2	HAP4	0.012943	False
chr04	HAP3_chr04	HAP4_chr04	HAP3	HAP4	0.013651	False
chr05	HAP1_chr05	HAP2_chr05	HAP1	HAP2	0.011328	False
chr05	HAP1_chr05	HAP3_chr05	HAP1	HAP3	0.011247	False
chr05	HAP1_chr05	HAP4_chr05	HAP1	HAP4	0.011323	False
chr05	HAP2_chr05	HAP3_chr05	HAP2	HAP3	0.011369	False
chr05	HAP2_chr05	HAP4_chr05	HAP2	HAP4	0.011791	False
chr05	HAP3_chr05	HAP4_chr05	HAP3	HAP4	0.011345	False
chr06	HAP1_chr06	HAP2_chr06	HAP1	HAP2	0.011944	False
chr06	HAP1_chr06	HAP3_chr06	HAP1	HAP3	0.012659	False
chr06	HAP1_chr06	HAP4_chr06	HAP1	HAP4	0.011629	False
chr06	HAP2_chr06	HAP3_chr06	HAP2	HAP3	0.011275	False
chr06	HAP2_chr06	HAP4_chr06	HAP2	HAP4	0.010772	False
chr06	HAP3_chr06	HAP4_chr06	HAP3	HAP4	0.010712	False
chr07	HAP1_chr07	HAP2_chr07	HAP1	HAP2	0.016992	False
chr07	HAP1_chr07	HAP3_chr07	HAP1	HAP3	0.016334	False
chr07	HAP1_chr07	HAP4_chr07	HAP1	HAP4	0.016285	False
chr07	HAP2_chr07	HAP3_chr07	HAP2	HAP3	0.014886	False
chr07	HAP2_chr07	HAP4_chr07	HAP2	HAP4	0.014132	False
chr07	HAP3_chr07	HAP4_chr07	HAP3	HAP4	0.011678	False
chr08	HAP1_chr08	HAP2_chr08	HAP1	HAP2	0.014368	False
chr08	HAP1_chr08	HAP3_chr08	HAP1	HAP3	0.014784	False
chr08	HAP1_chr08	HAP4_chr08	HAP1	HAP4	0.013661	False
chr08	HAP2_chr08	HAP3_chr08	HAP2	HAP3	0.012477	False
chr08	HAP2_chr08	HAP4_chr08	HAP2	HAP4	0.012633	False
chr08	HAP3_chr08	HAP4_chr08	HAP3	HAP4	0.013194	False
chr09	HAP1_chr09	HAP2_chr09	HAP1	HAP2	0.013260	False
chr09	HAP1_chr09	HAP3_chr09	HAP1	HAP3	0.012298	False
chr09	HAP1_chr09	HAP4_chr09	HAP1	HAP4	0.012297	False
chr09	HAP2_chr09	HAP3_chr09	HAP2	HAP3	0.011561	False
chr09	HAP2_chr09	HAP4_chr09	HAP2	HAP4	0.010985	False
chr09	HAP3_chr09	HAP4_chr09	HAP3	HAP4	0.010407	False
chr10	HAP1_chr10	HAP2_chr10	HAP1	HAP2	0.012177	False
chr10	HAP1_chr10	HAP3_chr10	HAP1	HAP3	0.012933	False
chr10	HAP1_chr10	HAP4_chr10	HAP1	HAP4	0.012737	False
chr10	HAP2_chr10	HAP3_chr10	HAP2	HAP3	0.012911	False
chr10	HAP2_chr10	HAP4_chr10	HAP2	HAP4	0.012700	False
chr10	HAP3_chr10	HAP4_chr10	HAP3	HAP4	0.014147	False
chr11	HAP1_chr11	HAP2_chr11	HAP1	HAP2	0.010338	False
chr11	HAP1_chr11	HAP3_chr11	HAP1	HAP3	0.008865	False
chr11	HAP1_chr11	HAP4_chr11	HAP1	HAP4	0.034983	False
chr11	HAP2_chr11	HAP3_chr11	HAP2	HAP3	0.011297	False
chr11	HAP2_chr11	HAP4_chr11	HAP2	HAP4	0.034982	False
chr11	HAP3_chr11	HAP4_chr11	HAP3	HAP4	0.035378	False
chr12	HAP1_chr12	HAP2_chr12	HAP1	HAP2	0.012557	False
chr12	HAP1_chr12	HAP3_chr12	HAP1	HAP3	0.012294	False
chr12	HAP1_chr12	HAP4_chr12	HAP1	HAP4	0.012179	False
chr12	HAP2_chr12	HAP3_chr12	HAP2	HAP3	0.012534	False
chr12	HAP2_chr12	HAP4_chr12	HAP2	HAP4	0.012529	False
chr12	HAP3_chr12	HAP4_chr12	HAP3	HAP4	0.011416	False
chr13	HAP1_chr13	HAP2_chr13	HAP1	HAP2	0.012359	False
chr13	HAP1_chr13	HAP3_chr13	HAP1	HAP3	0.013752	False
chr13	HAP1_chr13	HAP4_chr13	HAP1	HAP4	0.013352	False
chr13	HAP2_chr13	HAP3_chr13	HAP2	HAP3	0.014276	False
chr13	HAP2_chr13	HAP4_chr13	HAP2	HAP4	0.013500	False
chr13	HAP3_chr13	HAP4_chr13	HAP3	HAP4	0.010614	False
chr14	HAP1_chr14	HAP2_chr14	HAP1	HAP2	0.012926	False
chr14	HAP1_chr14	HAP3_chr14	HAP1	HAP3	0.012660	False
chr14	HAP1_chr14	HAP4_chr14	HAP1	HAP4	0.012454	False
chr14	HAP2_chr14	HAP3_chr14	HAP2	HAP3	0.013112	False
chr14	HAP2_chr14	HAP4_chr14	HAP2	HAP4	0.013358	False
chr14	HAP3_chr14	HAP4_chr14	HAP3	HAP4	0.012633	False
chr15	HAP1_chr15	HAP2_chr15	HAP1	HAP2	0.014826	False
chr15	HAP1_chr15	HAP3_chr15	HAP1	HAP3	0.015529	False
chr15	HAP1_chr15	HAP4_chr15	HAP1	HAP4	0.015036	False
chr15	HAP2_chr15	HAP3_chr15	HAP2	HAP3	0.013681	False
chr15	HAP2_chr15	HAP4_chr15	HAP2	HAP4	0.013119	False
chr15	HAP3_chr15	HAP4_chr15	HAP3	HAP4	0.013108	False
chr16	HAP1_chr16	HAP2_chr16	HAP1	HAP2	0.011318	False
chr16	HAP1_chr16	HAP3_chr16	HAP1	HAP3	0.011742	False
chr16	HAP1_chr16	HAP4_chr16	HAP1	HAP4	0.012178	False
chr16	HAP2_chr16	HAP3_chr16	HAP2	HAP3	0.010988	False
chr16	HAP2_chr16	HAP4_chr16	HAP2	HAP4	0.010942	False
chr16	HAP3_chr16	HAP4_chr16	HAP3	HAP4	0.011485	False
chr17	HAP1_chr17	HAP2_chr17	HAP1	HAP2	0.010461	False
chr17	HAP1_chr17	HAP3_chr17	HAP1	HAP3	0.013267	False
chr17	HAP1_chr17	HAP4_chr17	HAP1	HAP4	0.013009	False
chr17	HAP2_chr17	HAP3_chr17	HAP2	HAP3	0.012551	False
chr17	HAP2_chr17	HAP4_chr17	HAP2	HAP4	0.012711	False
chr17	HAP3_chr17	HAP4_chr17	HAP3	HAP4	0.010762	False
chr18	HAP1_chr18	HAP2_chr18	HAP1	HAP2	0.013071	False
chr18	HAP1_chr18	HAP3_chr18	HAP1	HAP3	0.012950	False
chr18	HAP1_chr18	HAP4_chr18	HAP1	HAP4	0.014258	False
chr18	HAP2_chr18	HAP3_chr18	HAP2	HAP3	0.012150	False
chr18	HAP2_chr18	HAP4_chr18	HAP2	HAP4	0.012255	False
chr18	HAP3_chr18	HAP4_chr18	HAP3	HAP4	0.012395	False
chr19	HAP1_chr19	HAP2_chr19	HAP1	HAP2	0.007238	False
chr19	HAP1_chr19	HAP3_chr19	HAP1	HAP3	0.055245	False
chr19	HAP1_chr19	HAP4_chr19	HAP1	HAP4	0.054450	False
chr19	HAP2_chr19	HAP3_chr19	HAP2	HAP3	0.053366	False
chr19	HAP2_chr19	HAP4_chr19	HAP2	HAP4	0.053098	False
chr19	HAP3_chr19	HAP4_chr19	HAP3	HAP4	0.006061	False
chr20	HAP1_chr20	HAP2_chr20	HAP1	HAP2	0.011846	False
chr20	HAP1_chr20	HAP3_chr20	HAP1	HAP3	0.012180	False
chr20	HAP1_chr20	HAP4_chr20	HAP1	HAP4	0.012360	False
chr20	HAP2_chr20	HAP3_chr20	HAP2	HAP3	0.011822	False
chr20	HAP2_chr20	HAP4_chr20	HAP2	HAP4	0.011714	False
chr20	HAP3_chr20	HAP4_chr20	HAP3	HAP4	0.011581	False
chr21	HAP1_chr21	HAP2_chr21	HAP1	HAP2	0.014302	False
chr21	HAP1_chr21	HAP3_chr21	HAP1	HAP3	0.014132	False
chr21	HAP1_chr21	HAP4_chr21	HAP1	HAP4	0.014516	False
chr21	HAP2_chr21	HAP3_chr21	HAP2	HAP3	0.014148	False
chr21	HAP2_chr21	HAP4_chr21	HAP2	HAP4	0.014657	False
chr21	HAP3_chr21	HAP4_chr21	HAP3	HAP4	0.013340	False
chr22	HAP1_chr22	HAP2_chr22	HAP1	HAP2	0.012806	False
chr23	HAP1_chr23	HAP2_chr23	HAP1	HAP2	0.012767	False
chr23	HAP1_chr23	HAP3_chr23	HAP1	HAP3	0.012870	False
chr23	HAP1_chr23	HAP4_chr23	HAP1	HAP4	0.012535	False
chr23	HAP2_chr23	HAP3_chr23	HAP2	HAP3	0.012030	False
chr23	HAP2_chr23	HAP4_chr23	HAP2	HAP4	0.012255	False
chr23	HAP3_chr23	HAP4_chr23	HAP3	HAP4	0.011963	False
chr24	HAP1_chr24	HAP2_chr24	HAP1	HAP2	0.013728	False
chr24	HAP1_chr24	HAP3_chr24	HAP1	HAP3	0.011998	False
chr24	HAP1_chr24	HAP4_chr24	HAP1	HAP4	0.014624	False
chr24	HAP2_chr24	HAP3_chr24	HAP2	HAP3	0.013073	False
chr24	HAP2_chr24	HAP4_chr24	HAP2	HAP4	0.014420	False
chr24	HAP3_chr24	HAP4_chr24	HAP3	HAP4	0.014054	False
chr25	HAP1_chr25	HAP2_chr25	HAP1	HAP2	0.014426	False
chr25	HAP1_chr25	HAP3_chr25	HAP1	HAP3	0.014470	False
chr25	HAP1_chr25	HAP4_chr25	HAP1	HAP4	0.013387	False
chr25	HAP2_chr25	HAP3_chr25	HAP2	HAP3	0.014095	False
chr25	HAP2_chr25	HAP4_chr25	HAP2	HAP4	0.015094	False
chr25	HAP3_chr25	HAP4_chr25	HAP3	HAP4	0.015338	False
