chrom_a	chrom_b	distance	z_score	p_value	q_value	accepted
chr06	chr09	0.060288	-8.009	5.55112e-16	3.66374e-14	True
chr05	chr11	0.060309	-8.005	6.10623e-16	3.66374e-14	True
chr12	chr14	0.060740	-7.932	1.05471e-15	4.21885e-14	True
chr02	chr15	0.061055	-7.879	1.66533e-15	4.996e-14	True
chr03	chr04	0.061564	-7.793	3.27516e-15	7.86038e-14	True
chr10	chr13	0.062268	-7.674	8.32667e-15	1.66533e-13	True
chr07	chr08	0.063994	-7.382	7.81042e-14	1.33893e-12	True
chr01	chr16	0.066390	-6.976	1.51551e-12	2.27326e-11	True
chr08	chr16	0.095471	-2.056	0.0199032	0.265376	False
chr08	chr13	0.098090	-1.613	0.0534144	0.53428	False
chr01	chr07	0.098114	-1.609	0.0538434	0.53428	False
chr13	chr16	0.098144	-1.603	0.0544149	0.53428	False
chr01	chr10	0.099188	-1.427	0.0768087	0.53428	False
chr08	chr14	0.099243	-1.418	0.0781652	0.53428	False
chr14	chr16	0.099262	-1.414	0.0786359	0.53428	False
chr07	chr10	0.099313	-1.406	0.0799036	0.53428	False
chr02	chr07	0.099935	-1.300	0.0967334	0.53428	False
chr01	chr02	0.099937	-1.300	0.0967914	0.53428	False
chr13	chr14	0.099949	-1.298	0.0971252	0.53428	False
chr07	chr12	0.100249	-1.247	0.106135	0.53428	False
chr01	chr12	0.100701	-1.171	0.120826	0.53428	False
chr02	chr10	0.100787	-1.156	0.123776	0.53428	False
chr01	chr05	0.100803	-1.154	0.12433	0.53428	False
chr03	chr08	0.100806	-1.153	0.124426	0.53428	False
chr09	chr16	0.100999	-1.120	0.131253	0.53428	False
chr01	chr06	0.101148	-1.095	0.136707	0.53428	False
chr08	chr11	0.101158	-1.094	0.137078	0.53428	False
chr02	chr12	0.101282	-1.072	0.141753	0.53428	False
chr10	chr12	0.101302	-1.069	0.142485	0.53428	False
chr11	chr16	0.101448	-1.044	0.148133	0.53428	False
chr05	chr07	0.101503	-1.035	0.150305	0.53428	False
chr08	chr09	0.101551	-1.027	0.15218	0.53428	False
chr08	chr15	0.101644	-1.011	0.155954	0.53428	False
chr01	chr04	0.101651	-1.010	0.156218	0.53428	False
chr06	chr07	0.101713	-1.000	0.158733	0.53428	False
chr15	chr16	0.101773	-0.990	0.161203	0.53428	False
chr03	chr16	0.101867	-0.974	0.165123	0.53428	False
chr03	chr13	0.101963	-0.957	0.16921	0.53428	False
chr05	chr10	0.102127	-0.930	0.176293	0.53428	False
chr13	chr15	0.102247	-0.909	0.181601	0.53428	False
chr06	chr10	0.102407	-0.882	0.188832	0.53428	False
chr04	chr07	0.102436	-0.877	0.190161	0.53428	False
chr09	chr13	0.102464	-0.873	0.19145	0.53428	False
chr04	chr10	0.102691	-0.834	0.202073	0.540425	False
chr02	chr05	0.102806	-0.815	0.207623	0.540425	False
chr11	chr13	0.102837	-0.809	0.209152	0.540425	False
chr02	chr04	0.102889	-0.801	0.211666	0.540425	False
chr02	chr06	0.103109	-0.764	0.222579	0.556447	False
chr05	chr12	0.103357	-0.722	0.235285	0.565434	False
chr04	chr12	0.103362	-0.721	0.235598	0.565434	False
chr03	chr14	0.103486	-0.700	0.242103	0.569654	False
chr14	chr15	0.103729	-0.659	0.255101	0.58537	False
chr04	chr05	0.103889	-0.631	0.263887	0.58537	False
chr05	chr06	0.103912	-0.628	0.26516	0.58537	False
chr06	chr12	0.103976	-0.617	0.268734	0.58537	False
chr09	chr14	0.104092	-0.597	0.275205	0.58537	False
chr11	chr14	0.104142	-0.589	0.278051	0.58537	False
chr04	chr06	0.104469	-0.533	0.296894	0.614263	False
chr03	chr15	0.104883	-0.463	0.321557	0.654015	False
chr03	chr09	0.105326	-0.388	0.348863	0.697726	False
chr03	chr11	0.105563	-0.348	0.363859	0.715787	False
chr09	chr11	0.105760	-0.315	0.376445	0.717833	False
chr09	chr15	0.105767	-0.314	0.376863	0.717833	False
chr11	chr15	0.106201	-0.240	0.405083	0.75953	False
chr01	chr08	0.107390	-0.039	0.484433	0.894337	False
chr07	chr16	0.108921	0.220	0.587055	0.940818	False
chr08	chr10	0.108952	0.225	0.589112	0.940818	False
chr07	chr13	0.109483	0.315	0.623644	0.940818	False
chr02	chr08	0.109572	0.330	0.629347	0.940818	False
chr01	chr13	0.109679	0.348	0.636166	0.940818	False
chr08	chr12	0.109924	0.390	0.651599	0.940818	False
chr10	chr16	0.110133	0.425	0.664584	0.940818	False
chr05	chr08	0.110679	0.517	0.697558	0.940818	False
chr01	chr14	0.110776	0.534	0.703276	0.940818	False
chr02	chr13	0.110854	0.547	0.707811	0.940818	False
chr06	chr08	0.110863	0.549	0.708334	0.940818	False
chr07	chr14	0.110987	0.570	0.715522	0.940818	False
