unit_a	unit_b	chrom	n_markers_a	n_markers_b	n_highcopy_a	n_highcopy_b	te_marker_fraction	windowed_distance_cv
HAP1_chr01	HAP2_chr01	chr01	4753	1012	6769	3278	0.573803	0.002831
HAP1_chr01	HAP3_chr01	chr01	5085	839	6769	2600	0.632298	0.002428
HAP1_chr01	HAP4_chr01	chr01	4558	1272	6769	3667	0.558643	0.002521
HAP2_chr01	HAP3_chr01	chr01	912	211	3278	2600	0.191051	0.054447
HAP2_chr01	HAP4_chr01	chr01	157	545	3278	3667	0.101080	0.099992
HAP3_chr01	HAP4_chr01	chr01	69	1158	2600	3667	0.195787	0.035238
HAP1_chr02	HAP2_chr02	chr02	15002	1054	16226	2394	0.862299	0.015656
HAP1_chr02	HAP3_chr02	chr02	15085	2920	16226	4191	0.881863	0.006295
HAP1_chr02	HAP4_chr02	chr02	14928	1527	16226	2909	0.859943	0.014946
HAP2_chr02	HAP3_chr02	chr02	1209	2998	2394	4191	0.638876	0.051449
HAP2_chr02	HAP4_chr02	chr02	319	843	2394	2909	0.219121	0.031868
HAP3_chr02	HAP4_chr02	chr02	2877	1634	4191	2909	0.635352	0.016001
HAP1_chr03	HAP2_chr03	chr03	2090	7968	4990	10940	0.631387	0.002550
HAP1_chr03	HAP3_chr03	chr03	2159	4782	4990	7764	0.544221	0.003384
HAP1_chr03	HAP4_chr03	chr03	2006	13101	4990	16100	0.716311	0.002461
HAP2_chr03	HAP3_chr03	chr03	4273	675	10940	7764	0.264542	0.006917
HAP2_chr03	HAP4_chr03	chr03	740	5995	10940	16100	0.249075	0.008376
HAP3_chr03	HAP4_chr03	chr03	631	9356	7764	16100	0.418496	0.142111
HAP1_chr04	HAP2_chr04	chr04	1894	2700	3922	4796	0.526956	0.081831
HAP1_chr04	HAP3_chr04	chr04	1872	2897	3922	5224	0.521430	0.086067
HAP1_chr04	HAP4_chr04	chr04	1966	2678	3922	4838	0.530137	0.073589
HAP2_chr04	HAP3_chr04	chr04	2469	2849	4796	5224	0.530739	0.090939
HAP2_chr04	HAP4_chr04	chr04	2588	2588	4796	4838	0.537264	0.120069
HAP3_chr04	HAP4_chr04	chr04	1291	1446	5224	4838	0.272014	0.025242
HAP1_chr05	HAP2_chr05	chr05	1774	2261	3705	4191	0.511018	0.071607
HAP1_chr05	HAP3_chr05	chr05	1824	1920	3705	3796	0.499133	0.076006
HAP1_chr05	HAP4_chr05	chr05	1960	1379	3705	3166	0.485955	0.020669
HAP2_chr05	HAP3_chr05	chr05	780	418	4191	3796	0.149994	0.269869
HAP2_chr05	HAP4_chr05	chr05	1314	302	4191	3166	0.219655	0.022903
HAP3_chr05	HAP4_chr05	chr05	1066	416	3796	3166	0.212870	0.041316
HAP1_chr06	HAP2_chr06	chr06	3111	770	4488	2133	0.586165	0.092605
HAP1_chr06	HAP3_chr06	chr06	3096	954	4488	2323	0.594626	0.051614
HAP1_chr06	HAP4_chr06	chr06	3202	708	4488	1975	0.604982	0.026130
HAP2_chr06	HAP3_chr06	chr06	148	349	2133	2323	0.111535	0.071427
HAP2_chr06	HAP4_chr06	chr06	340	182	2133	1975	0.127069	0.053955
HAP3_chr06	HAP4_chr06	chr06	474	123	2323	1975	0.138902	0.033616
HAP1_chr07	HAP2_chr07	chr07	2943	997	4760	2874	0.516112	0.084510
HAP1_chr07	HAP3_chr07	chr07	2998	1447	4760	3304	0.551215	0.068145
HAP1_chr07	HAP4_chr07	chr07	3864	284	4760	1264	0.688579	0.070478
HAP2_chr07	HAP3_chr07	chr07	300	695	2874	3304	0.161055	0.235267
HAP2_chr07	HAP4_chr07	chr07	1707	77	2874	1264	0.431126	0.204274
HAP3_chr07	HAP4_chr07	chr07	2226	278	3304	1264	0.548161	0.141407
HAP1_chr08	HAP2_chr08	chr08	1054	2349	2866	4124	0.486838	0.104626
HAP1_chr08	HAP3_chr08	chr08	1144	2433	2866	4113	0.512538	0.029455
HAP1_chr08	HAP4_chr08	chr08	1338	1348	2866	2842	0.470568	0.047442
HAP2_chr08	HAP3_chr08	chr08	819	807	4124	4113	0.197402	0.040772
HAP2_chr08	HAP4_chr08	chr08	1401	119	4124	2842	0.218203	0.062535
HAP3_chr08	HAP4_chr08	chr08	1394	126	4113	2842	0.218548	0.168622
