unit_a	unit_b	chrom	n_markers_a	n_markers_b	n_highcopy_a	n_highcopy_b	te_marker_fraction	windowed_distance_cv
HAP1_chr01	HAP2_chr01	chr01	960	857	18943	18840	0.048090	0.033468
HAP1_chr02	HAP2_chr02	chr02	2040	21591	13647	29117	0.552591	0.010393
HAP1_chr03	HAP2_chr03	chr03	1447	1140	21295	20988	0.061183	0.052468
HAP1_chr04	HAP2_chr04	chr04	5316	1013	19366	15336	0.182381	0.011374
HAP1_chr05	HAP2_chr05	chr05	806	859	18989	19042	0.043780	0.014926
HAP1_chr06	HAP2_chr06	chr06	523	1848	24932	26254	0.046321	0.008691
HAP1_chr07	HAP2_chr07	chr07	6349	1540	14925	10339	0.312263	0.162064
HAP1_chr08	HAP2_chr08	chr08	1018	1505	14247	14734	0.087057	0.193558
HAP1_chr09	HAP2_chr09	chr09	841	4813	8744	12719	0.263430	0.035295
HAP1_chr10	HAP2_chr10	chr10	833	1141	14758	15066	0.066188	0.604879
HAP1_chr11	HAP2_chr11	chr11	768	953	14033	14301	0.060740	0.344046
HAP1_chr12	HAP2_chr12	chr12	739	782	13570	13613	0.055954	0.176136
HAP1_chr13	HAP2_chr13	chr13	633	551	13464	13382	0.044103	0.272568
HAP1_chr14	HAP2_chr14	chr14	4149	2921	15573	14417	0.235745	0.012438
HAP1_chr15	HAP2_chr15	chr15	939	3031	11888	13970	0.153531	0.078784
HAP1_chr16	HAP2_chr16	chr16	5194	813	11745	7527	0.311696	0.186865
HAP1_chr17	HAP2_chr17	chr17	1106	559	13439	12892	0.063233	0.281663
HAP1_chr18	HAP2_chr18	chr18	2356	283	21044	18971	0.065950	0.383745
HAP1_chr19	HAP2_chr19	chr19	789	733	12575	12523	0.060642	0.069891
HAP1_chr20	HAP2_chr20	chr20	3058	781	15060	12777	0.137910	0.374095
HAP1_chr21	HAP2_chr21	chr21	1349	942	9082	8680	0.128983	0.016488
HAP1_chr22	HAP2_chr22	chr22	3645	1371	14698	12503	0.184405	0.080856
HAP1_chr23	HAP2_chr23	chr23	1582	220	10084	8723	0.095815	0.034499
HAP1_chr24	HAP2_chr24	chr24	1667	330	8226	6889	0.132120	0.056254
HAP1_chr25	HAP2_chr25	chr25	774	2058	7157	8442	0.181550	0.098661
HAP1_chr26	HAP2_chr26	chr26	952	1013	11944	12005	0.082049	0.054842
HAP1_chr27	HAP2_chr27	chr27	3120	406	8785	6108	0.236756	0.022088
HAP1_chr28	HAP2_chr28	chr28	1403	459	9033	8089	0.108749	0.139209
HAP1_chr29	HAP2_chr29	chr29	629	1220	8459	9050	0.105603	0.048008
HAP1_chr30	HAP2_chr30	chr30	2080	82	15707	13708	0.073500	0.033310
HAP1_chr31	HAP2_chr31	chr31	4830	542	13864	9728	0.227704	0.036329
HAP1_chr32	HAP2_chr32	chr32	1155	5487	6710	10654	0.382516	0.009251
HAP1_chr33	HAP2_chr33	chr33	322	3195	6503	9382	0.221404	0.148335
HAP1_chr34	HAP2_chr34	chr34	671	2303	7430	9045	0.180516	0.013282
