unit_a	unit_b	k	shared	kmers_a	kmers_b	jaccard	containment	distance	resolution_limited	z
HAP1_chr01	HAP1_chr02	11	2051830	2071465	2071637	0.981140	0.990521	0.000870	True	3.8920
HAP1_chr01	HAP1_chr02	13	14395008	19206164	19077303	0.602593	0.754562	0.021922	False	1051.7168
HAP1_chr01	HAP1_chr02	15	18753395	50860384	49970229	0.228485	0.375291	0.065928	False	6443.4897
HAP1_chr01	HAP1_chr02	17	11937368	66511049	65144507	0.099712	0.183244	0.100433	False	16097.8480
HAP1_chr01	HAP1_chr02	19	9097877	71617811	70181397	0.068559	0.129634	0.108064	False	47383.1802
HAP1_chr01	HAP1_chr02	23	8001202	76083826	74665481	0.056051	0.107161	0.097516	False	629673.2850
HAP1_chr01	HAP1_chr03	11	2043185	2071465	2061480	0.977713	0.991125	0.001030	True	4.8740
HAP1_chr01	HAP1_chr03	13	13778380	19206164	17983709	0.588531	0.766159	0.023061	False	1086.1313
HAP1_chr01	HAP1_chr03	15	17301744	50860384	44939332	0.220410	0.385002	0.067887	False	6322.0321
HAP1_chr01	HAP1_chr03	17	10784196	66511049	57622317	0.095141	0.187153	0.102949	False	15477.1338
HAP1_chr01	HAP1_chr03	19	8149016	71617811	61744400	0.065081	0.131980	0.110633	False	45251.4697
HAP1_chr01	HAP1_chr03	23	7146777	76083826	65392913	0.053203	0.109290	0.099666	False	600986.9291
HAP1_chr01	HAP1_chr04	11	2031102	2071465	2047782	0.972682	0.991855	0.001268	False	5.9079
HAP1_chr01	HAP1_chr04	13	12870231	19206164	16431585	0.565289	0.783262	0.025026	False	1129.8379
HAP1_chr01	HAP1_chr04	15	15395493	50860384	37640565	0.210593	0.409013	0.070386	False	6264.5206
HAP1_chr01	HAP1_chr04	17	9887199	66511049	46926576	0.095482	0.210695	0.102757	False	15799.7854
HAP1_chr01	HAP1_chr04	19	7801708	71617811	50289764	0.068373	0.155135	0.108199	False	48032.2654
HAP1_chr01	HAP1_chr04	23	6998974	76083826	53954775	0.056884	0.129719	0.096910	False	647949.1554
HAP1_chr01	HAP1_chr05	11	2031493	2071465	2049182	0.972400	0.991368	0.001281	False	5.2087
HAP1_chr01	HAP1_chr05	13	13012896	19206164	16959286	0.562050	0.767302	0.025309	False	1060.9650
HAP1_chr01	HAP1_chr05	15	14969779	50860384	40874939	0.195006	0.366234	0.074648	False	5639.5134
