chrom_a	chrom_b	distance	z_score	p_value	q_value	accepted
chr01	chr02	0.092266	-4.459	4.12652e-06	0.000321869	True
chr01	chr03	0.094656	-3.789	7.56956e-05	0.00295213	False
chr02	chr03	0.095335	-3.599	0.000159985	0.00415961	False
chr01	chr04	0.095925	-3.433	0.000298425	0.00581928	False
chr02	chr04	0.096661	-3.227	0.000625886	0.00976382	False
chr01	chr06	0.098350	-2.754	0.002947	0.0383109	False
chr02	chr06	0.098551	-2.697	0.00349521	0.0389466	False
chr03	chr04	0.099277	-2.494	0.00631444	0.0615658	False
chr01	chr07	0.100134	-2.254	0.0121079	0.104935	False
chr02	chr07	0.100347	-2.194	0.0141081	0.110043	False
chr03	chr06	0.100800	-2.067	0.0193562	0.137253	False
chr04	chr06	0.101708	-1.813	0.0349389	0.227103	False
chr02	chr08	0.102249	-1.661	0.0483243	0.273086	False
chr03	chr07	0.102273	-1.654	0.0490155	0.273086	False
chr04	chr07	0.102672	-1.543	0.0614549	0.319565	False
chr01	chr08	0.103004	-1.450	0.0735711	0.355034	False
chr01	chr09	0.103099	-1.423	0.0773792	0.355034	False
chr02	chr09	0.103226	-1.387	0.0826668	0.358223	False
chr02	chr05	0.103474	-1.318	0.0937833	0.385005	False
chr01	chr05	0.104023	-1.164	0.122209	0.458893	False
chr03	chr08	0.104047	-1.157	0.123548	0.458893	False
chr01	chr12	0.104665	-0.984	0.162497	0.513974	False
chr04	chr08	0.104745	-0.962	0.168111	0.513974	False
chr06	chr07	0.104767	-0.956	0.169633	0.513974	False
chr04	chr09	0.104778	-0.952	0.170427	0.513974	False
chr03	chr05	0.104791	-0.949	0.171325	0.513974	False
chr02	chr12	0.105177	-0.841	0.200239	0.578468	False
chr03	chr09	0.105326	-0.799	0.21213	0.590933	False
chr04	chr05	0.105600	-0.722	0.235078	0.632279	False
chr07	chr08	0.105956	-0.623	0.266775	0.693616	False
chr03	chr12	0.106405	-0.497	0.309708	0.743549	False
chr01	chr13	0.106451	-0.484	0.314249	0.743549	False
chr06	chr08	0.106454	-0.483	0.314578	0.743549	False
chr02	chr13	0.107069	-0.311	0.37805	0.816199	False
chr04	chr12	0.107110	-0.299	0.382405	0.816199	False
chr06	chr09	0.107111	-0.299	0.382538	0.816199	False
chr07	chr09	0.107159	-0.285	0.38766	0.816199	False
chr01	chr10	0.107317	-0.241	0.404698	0.816199	False
chr05	chr06	0.107419	-0.212	0.415885	0.816199	False
chr02	chr10	0.107502	-0.189	0.424916	0.816199	False
chr08	chr09	0.107579	-0.168	0.433401	0.816199	False
chr03	chr13	0.107634	-0.152	0.439492	0.816199	False
chr05	chr07	0.107774	-0.113	0.454983	0.825317	False
chr05	chr08	0.108322	0.041	0.516161	0.893421	False
chr02	chr11	0.108393	0.060	0.524116	0.893421	False
chr04	chr13	0.108564	0.108	0.54314	0.893421	False
chr05	chr09	0.108755	0.162	0.564239	0.893421	False
chr01	chr11	0.108797	0.174	0.568876	0.893421	False
chr04	chr10	0.108920	0.208	0.582356	0.893421	False
chr03	chr10	0.108922	0.209	0.582616	0.893421	False
chr06	chr12	0.108936	0.213	0.58416	0.893421	False
chr07	chr12	0.109231	0.295	0.616116	0.924174	False
chr08	chr12	0.109689	0.424	0.664088	0.940913	False
chr09	chr12	0.109823	0.461	0.677619	0.940913	False
chr06	chr13	0.109884	0.478	0.683695	0.940913	False
chr08	chr13	0.109922	0.489	0.687524	0.940913	False
chr07	chr13	0.110170	0.558	0.71165	0.940913	False
chr03	chr11	0.110224	0.573	0.716794	0.940913	False
chr07	chr10	0.110353	0.610	0.728929	0.940913	False
chr06	chr10	0.110464	0.641	0.739163	0.940913	False
chr04	chr11	0.110524	0.657	0.744556	0.940913	False
chr05	chr12	0.110561	0.668	0.747905	0.940913	False
chr06	chr11	0.111329	0.883	0.811378	0.966764	False
chr09	chr13	0.111334	0.884	0.811751	0.966764	False
chr07	chr11	0.111353	0.890	0.813236	0.966764	False
chr08	chr10	0.111600	0.959	0.831196	0.966764	False
chr05	chr13	0.111767	1.006	0.842711	0.966764	False
chr09	chr10	0.111768	1.006	0.84282	0.966764	False
chr09	chr11	0.112173	1.120	0.868569	0.977601	False
chr08	chr11	0.112478	1.205	0.885886	0.977601	False
chr12	chr13	0.112863	1.313	0.905389	0.977601	False
chr05	chr10	0.113075	1.372	0.915035	0.977601	False
chr10	chr12	0.113267	1.426	0.923086	0.977601	False
chr05	chr11	0.113378	1.457	0.927468	0.977601	False
chr11	chr12	0.114002	1.632	0.948657	0.98461	False
chr10	chr13	0.114399	1.743	0.959363	0.98461	False
chr11	chr13	0.115165	1.958	0.974879	0.987539	False
chr10	chr11	0.116302	2.277	0.988594	0.988594	False
