chrom	win_start	win_end	unit_a	unit_b	hap_a	hap_b	kmers_a	kmers_b	shared	union	jaccard_distance
8	1	250000	HAP1_chr08	HAP2_chr08	HAP1	HAP2	11303	24407	5677	30033	0.810975
8	250001	500000	HAP1_chr08	HAP2_chr08	HAP1	HAP2	214707	144477	113994	245190	0.535079
8	500001	750000	HAP1_chr08	HAP2_chr08	HAP1	HAP2	229871	230394	115421	344844	0.665295
8	750001	1000000	HAP1_chr08	HAP2_chr08	HAP1	HAP2	226680	217868	89280	355268	0.748697
8	1000001	1250000	HAP1_chr08	HAP2_chr08	HAP1	HAP2	212078	233545	103228	342395	0.698512
8	1250001	1500000	HAP1_chr08	HAP2_chr08	HAP1	HAP2	234004	238056	152027	320033	0.524965
8	1500001	1750000	HAP1_chr08	HAP2_chr08	HAP1	HAP2	239877	231103	113005	357975	0.684322
8	1750001	2000000	HAP1_chr08	HAP2_chr08	HAP1	HAP2	234792	236646	78190	393248	0.801169
8	2000001	2250000	HAP1_chr08	HAP2_chr08	HAP1	HAP2	225328	233155	88662	369821	0.760257
8	2250001	2500000	HAP1_chr08	HAP2_chr08	HAP1	HAP2	242927	229505	104818	367614	0.714869
8	2500001	2750000	HAP1_chr08	HAP2_chr08	HAP1	HAP2	237765	234835	103311	369289	0.720243
8	2750001	3000000	HAP1_chr08	HAP2_chr08	HAP1	HAP2	233172	236876	93000	377048	0.753347
8	3000001	3250000	HAP1_chr08	HAP2_chr08	HAP1	HAP2	236022	235187	127680	343529	0.628328
8	3250001	3500000	HAP1_chr08	HAP2_chr08	HAP1	HAP2	235186	238691	90365	383512	0.764375
8	3500001	3750000	HAP1_chr08	HAP2_chr08	HAP1	HAP2	235473	237242	86715	386000	0.775350
8	3750001	4000000	HAP1_chr08	HAP2_chr08	HAP1	HAP2	238036	242325	111413	368948	0.698025
8	4000001	4250000	HAP1_chr08	HAP2_chr08	HAP1	HAP2	231930	214569	85393	361106	0.763524
8	4250001	4500000	HAP1_chr08	HAP2_chr08	HAP1	HAP2	200589	232114	31009	401694	0.922804
8	4500001	4750000	HAP1_chr08	HAP2_chr08	HAP1	HAP2	239821	241682	57372	424131	0.864730
8	4750001	5000000	HAP1_chr08	HAP2_chr08	HAP1	HAP2	240992	220504	43759	417737	0.895247
8	5000001	5250000	HAP1_chr08	HAP2_chr08	HAP1	HAP2	242037	235415	48159	429293	0.887818
8	5250001	5500000	HAP1_chr08	HAP2_chr08	HAP1	HAP2	242216	230241	24517	447940	0.945267
8	5500001	5750000	HAP1_chr08	HAP2_chr08	HAP1	HAP2	233384	237444	87372	383456	0.772146
8	5750001	6000000	HAP1_chr08	HAP2_chr08	HAP1	HAP2	238789	233809	66199	406399	0.837108
8	6000001	6250000	HAP1_chr08	HAP2_chr08	HAP1	HAP2	234259	221458	39614	416103	0.904798
8	6250001	6500000	HAP1_chr08	HAP2_chr08	HAP1	HAP2	233253	237513	54473	416293	0.869147
8	6500001	6750000	HAP1_chr08	HAP2_chr08	HAP1	HAP2	240812	236863	57017	420658	0.864458
8	6750001	7000000	HAP1_chr08	HAP2_chr08	HAP1	HAP2	236731	242084	56410	422405	0.866455
8	7000001	7250000	HAP1_chr08	HAP2_chr08	HAP1	HAP2	241769	242207	31906	452070	0.929422
8	7250001	7500000	HAP1_chr08	HAP2_chr08	HAP1	HAP2	241315	234954	50163	426106	0.882276
8	7500001	7750000	HAP1_chr08	HAP2_chr08	HAP1	HAP2	238910	236998	89039	386869	0.769847
8	7750001	8000000	HAP1_chr08	HAP2_chr08	HAP1	HAP2	236666	237115	110885	362896	0.694444
8	8000001	8250000	HAP1_chr08	HAP2_chr08	HAP1	HAP2	236343	235463	88278	383528	0.769826
8	8250001	8500000	HAP1_chr08	HAP2_chr08	HAP1	HAP2	230379	231208	76412	385175	0.801617
8	8500001	8750000	HAP1_chr08	HAP2_chr08	HAP1	HAP2	229481	233975	64526	398930	0.838252
